id_debate,ncat_eleccion,cat_pais,t_fecha,ncat_ronda,str_organizador,str_ausentes,n_ausentes,n_invitados,n_presentes,str_presentes,nombres_candidatos,dico_candidato_presente,debate_date,two_previous_weeks,matching_polls,electid,intencion_voto2,intencion_voto3,intencion_voto4,intencion_voto5,intencion_voto6,intencion_voto7,intencion_voto8,intencion_voto9,intencion_voto10,intencion_voto11,intencion_voto12,intencion_voto13,intencion_voto14,intencion_voto15,intencion_voto16,count_encuestas,sum_encuestas,mean_encuestas
119,2021,Peru,2021-03-29T00:00:00Z,1,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,18,18,primero: César Acuña;Marco Arana;Keiko Fujimori Higuchi;Verónika Mendoza;Alberto Beingolea;George Forsyth; segundo: Hernando de Soto;Andrés Alcántara;Ollanta Moisés Humala Tasso;José Castillo;Daniel Urresti;José Vega;tercero: Yonhy Lescano;Julio Guzmán;Rafael Santos;Ciro Gálvez;Rafael López Aliaga;Daniel Salaverry,George Forsyth,1,2021-03-29,2021-03-15,;3089;,Peru 2021,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12.8,12.8
119,2021,Peru,2021-03-29T00:00:00Z,1,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,18,18,primero: César Acuña;Marco Arana;Keiko Fujimori Higuchi;Verónika Mendoza;Alberto Beingolea;George Forsyth; segundo: Hernando de Soto;Andrés Alcántara;Ollanta Moisés Humala Tasso;José Castillo;Daniel Urresti;José Vega;tercero: Yonhy Lescano;Julio Guzmán;Rafael Santos;Ciro Gálvez;Rafael López Aliaga;Daniel Salaverry,Hernando de Soto,1,2021-03-29,2021-03-15,;3085;,Peru 2021,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.7,9.7
119,2021,Peru,2021-03-29T00:00:00Z,1,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,18,18,primero: César Acuña;Marco Arana;Keiko Fujimori Higuchi;Verónika Mendoza;Alberto Beingolea;George Forsyth; segundo: Hernando de Soto;Andrés Alcántara;Ollanta Moisés Humala Tasso;José Castillo;Daniel Urresti;José Vega;tercero: Yonhy Lescano;Julio Guzmán;Rafael Santos;Ciro Gálvez;Rafael López Aliaga;Daniel Salaverry,Daniel Urresti,1,2021-03-29,2021-03-15,;3090;,Peru 2021,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.8,5.8
119,2021,Peru,2021-03-29T00:00:00Z,1,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,18,18,primero: César Acuña;Marco Arana;Keiko Fujimori Higuchi;Verónika Mendoza;Alberto Beingolea;George Forsyth; segundo: Hernando de Soto;Andrés Alcántara;Ollanta Moisés Humala Tasso;José Castillo;Daniel Urresti;José Vega;tercero: Yonhy Lescano;Julio Guzmán;Rafael Santos;Ciro Gálvez;Rafael López Aliaga;Daniel Salaverry,Yonhy Lescano,1,2021-03-29,2021-03-15,;3086;,Peru 2021,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15.6,15.6
119,2021,Peru,2021-03-29T00:00:00Z,1,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,18,18,primero: César Acuña;Marco Arana;Keiko Fujimori Higuchi;Verónika Mendoza;Alberto Beingolea;George Forsyth; segundo: Hernando de Soto;Andrés Alcántara;Ollanta Moisés Humala Tasso;José Castillo;Daniel Urresti;José Vega;tercero: Yonhy Lescano;Julio Guzmán;Rafael Santos;Ciro Gálvez;Rafael López Aliaga;Daniel Salaverry,Julio Guzman,1,2021-03-29,2021-03-15,;3091;,Peru 2021,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.5,3.5
119,2021,Peru,2021-03-29T00:00:00Z,1,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,18,18,primero: César Acuña;Marco Arana;Keiko Fujimori Higuchi;Verónika Mendoza;Alberto Beingolea;George Forsyth; segundo: Hernando de Soto;Andrés Alcántara;Ollanta Moisés Humala Tasso;José Castillo;Daniel Urresti;José Vega;tercero: Yonhy Lescano;Julio Guzmán;Rafael Santos;Ciro Gálvez;Rafael López Aliaga;Daniel Salaverry,Rafael Lopez Aliaga,1,2021-03-29,2021-03-15,;3084;,Peru 2021,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,17
121,2021,Peru,2021-05-30T00:00:00Z,2,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,2,2,Keiko Fujimori Higuchi;Pedro Castillo,Keiko Fujimori Higuchi,1,2021-05-30,2021-05-16,;3188;3373;3467;3588;3590;3749;,Peru 2021,48.9,49.5,48.8,46.8,49.5,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,290.9,48.483333333333334
121,2021,Peru,2021-05-30T00:00:00Z,2,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,2,2,Keiko Fujimori Higuchi;Pedro Castillo,Pedro Castillo,1,2021-05-30,2021-05-16,;3187;3372;3466;3587;3589;3748;,Peru 2021,51.1,50.5,51.2,53.2,50.5,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,309.1,51.516666666666666
128,2013,Paraguay,2013-03-24T00:00:00Z,1,"DENDE Democracia En Desarrollo;CERNECO Centro de Regulación, Normas y Estudios de la Comunicación",sin ausencias conocidas,0,4,4,Horacio Cartes; Efraín Alegre; Miguel Carrizosa; Mario Ferreiro,Horacio Cartes,1,2013-03-24,2013-03-10,;1200;1203;,Paraguay 2013,37.0499992370605,42.7000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,79.75,39.875
128,2013,Paraguay,2013-03-24T00:00:00Z,1,"DENDE Democracia En Desarrollo;CERNECO Centro de Regulación, Normas y Estudios de la Comunicación",sin ausencias conocidas,0,4,4,Horacio Cartes; Efraín Alegre; Miguel Carrizosa; Mario Ferreiro,Mario Ferreiro,1,2013-03-24,2013-03-10,;1202;1205;,Paraguay 2013,8.60000038146973,9.60000038146973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18.20000076293946,9.10000038146973
129,2013,Paraguay,2013-03-17T00:00:00Z,1,"DENDE Democracia En Desarrollo;CERNECO Centro de Regulación, Normas y Estudios de la Comunicación",sin ausencias conocidas,0,4,4,Horacio Cartes; Efraín Alegre; Miguel Carrizosa; Mario Ferreiro,Horacio Cartes,1,2013-03-17,2013-03-03,;1200;,Paraguay 2013,37.0499992370605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37.0499992370605,37.0499992370605
129,2013,Paraguay,2013-03-17T00:00:00Z,1,"DENDE Democracia En Desarrollo;CERNECO Centro de Regulación, Normas y Estudios de la Comunicación",sin ausencias conocidas,0,4,4,Horacio Cartes; Efraín Alegre; Miguel Carrizosa; Mario Ferreiro,Mario Ferreiro,1,2013-03-17,2013-03-03,;1202;,Paraguay 2013,8.60000038146973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8.60000038146973,8.60000038146973
141,2013,Ecuador,2012-12-12T00:00:00Z,1,Cámara de Comercio de Guayaquil,Rafael Correa;Alberto Acosta,2,8,6,Lucio Gutiérrez;Álvaro Noboa;Nelson Zavala;Guillermo Lasso;Mauricio Rodas;Norman Wray,Guillermo Lasso,1,2012-12-12,2012-11-28,;757;760;,Ecuador 2013,22,13.8000001907349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,35.8000001907349,17.90000009536745
142,2017,Ecuador,2017-01-25T00:00:00Z,1,Cámara de Comercio de Guayaquil,Lenin Moreno,1,8,7,Abdalá Bucaram;Guillermo Lasso;Washington Besantes;Patricio Zuquilanda;Ivan Espinel;Paco Moncayo;Cynthia Viteri,Guillermo Lasso,1,2017-01-25,2017-01-11,;1780;2491;2889;,Ecuador 2017,16.57,22.9,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,57.67,19.223333333333333
142,2017,Ecuador,2017-01-25T00:00:00Z,1,Cámara de Comercio de Guayaquil,Lenin Moreno,1,8,7,Abdalá Bucaram;Guillermo Lasso;Washington Besantes;Patricio Zuquilanda;Ivan Espinel;Paco Moncayo;Cynthia Viteri,Paco Moncayo,1,2017-01-25,2017-01-11,;1782;2493;2891;,Ecuador 2017,13.22,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,27.22,9.073333333333334
142,2017,Ecuador,2017-01-25T00:00:00Z,1,Cámara de Comercio de Guayaquil,Lenin Moreno,1,8,7,Abdalá Bucaram;Guillermo Lasso;Washington Besantes;Patricio Zuquilanda;Ivan Espinel;Paco Moncayo;Cynthia Viteri,Cynthia Viteri,1,2017-01-25,2017-01-11,;1781;2492;2890;,Ecuador 2017,17.98,11.4,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,38.28,12.76
143,2021,Ecuador,2017-02-05T00:00:00Z,1,Grupo El Comercio (Ecuador),sin ausencias conocidas,0,8,8,Abdalá Bucaram;Guillermo Lasso;Washington Besantes;Patricio Zuquilanda;Ivan Espinel;Paco Moncayo;Cynthia Viteri;Lenin Moreno,Guillermo Lasso,1,2017-02-05,2017-01-22,;2491;,Ecuador 2021,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22.9,22.9
143,2021,Ecuador,2017-02-05T00:00:00Z,1,Grupo El Comercio (Ecuador),sin ausencias conocidas,0,8,8,Abdalá Bucaram;Guillermo Lasso;Washington Besantes;Patricio Zuquilanda;Ivan Espinel;Paco Moncayo;Cynthia Viteri;Lenin Moreno,Paco Moncayo,1,2017-02-05,2017-01-22,;2493;,Ecuador 2021,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8
143,2021,Ecuador,2017-02-05T00:00:00Z,1,Grupo El Comercio (Ecuador),sin ausencias conocidas,0,8,8,Abdalá Bucaram;Guillermo Lasso;Washington Besantes;Patricio Zuquilanda;Ivan Espinel;Paco Moncayo;Cynthia Viteri;Lenin Moreno,Cynthia Viteri,1,2017-02-05,2017-01-22,;2492;,Ecuador 2021,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.4,11.4
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Andres Arauz,1,2021-01-16,2021-01-02,;3170;3235;,Ecuador 2021,37.24,26.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,63.97,31.985
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Yaku Perez,1,2021-01-16,2021-01-02,;3172;3237;,Ecuador 2021,15.42,11.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,27.05,13.525
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Isidro Romero,1,2021-01-16,2021-01-02,;3174;3239;,Ecuador 2021,2.87,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Gustavo Larrea,1,2021-01-16,2021-01-02,;3178;3243;,Ecuador 2021,0.65,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.79,0.395
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Carlos Sagnay,1,2021-01-16,2021-01-02,;3183;3248;,Ecuador 2021,0.21,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.63,0.315
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Giovanny Andrade,1,2021-01-16,2021-01-02,;3250;,Ecuador 2021,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.36,0.36
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Paul Carrasco,1,2021-01-16,2021-01-02,;3184;3249;,Ecuador 2021,0.62,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.76,0.38
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Ximena Pena,1,2021-01-16,2021-01-02,;3177;3242;,Ecuador 2021,1.45,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.8699999999999999,0.9349999999999999
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Guillermo Lasso,1,2021-01-16,2021-01-02,;3171;3236;,Ecuador 2021,33.82,20.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,54.67,27.335
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Guillermo Celi,1,2021-01-16,2021-01-02,;3180;3245;,Ecuador 2021,0.94,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.15,0.575
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Lucio Gutierrez,1,2021-01-16,2021-01-02,;3175;3240;,Ecuador 2021,2.28,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.6899999999999995,1.8449999999999998
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Xavier Hervas,1,2021-01-16,2021-01-02,;3176;3241;,Ecuador 2021,1.07,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.77,1.385
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Cesar Montufar,1,2021-01-16,2021-01-02,;3173;3238;,Ecuador 2021,1.29,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.49,1.245
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Gerson Almeida,1,2021-01-16,2021-01-02,;3182;3247;,Ecuador 2021,0.44,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.86,0.43
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Juan Fernando Velasco,1,2021-01-16,2021-01-02,;3179;3244;,Ecuador 2021,1.1,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.73,0.865
144,2021,Ecuador,2021-01-16T00:00:00Z,1,Cámara Nacional Electoral (Ecuador),sin ausencias conocidas,0,16,16,Andrés Arauz;Yaku Pérez;Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso;Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Pedro Freile,1,2021-01-16,2021-01-02,;3181;3246;,Ecuador 2021,0.11,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.32,0.16
145,2021,Ecuador,2021-01-09T00:00:00Z,1,TVC Televicentro;Grupo El Comercio (Ecuador),Andrés Arauz;Yaku Pérez,2,16,14,el primero: Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso; el segundo:  Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Isidro Romero,1,2021-01-09,2020-12-26,;2100;,Ecuador 2021,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.9,0.9
145,2021,Ecuador,2021-01-09T00:00:00Z,1,TVC Televicentro;Grupo El Comercio (Ecuador),Andrés Arauz;Yaku Pérez,2,16,14,el primero: Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso; el segundo:  Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Gustavo Larrea,1,2021-01-09,2020-12-26,;2104;,Ecuador 2021,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.5
145,2021,Ecuador,2021-01-09T00:00:00Z,1,TVC Televicentro;Grupo El Comercio (Ecuador),Andrés Arauz;Yaku Pérez,2,16,14,el primero: Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso; el segundo:  Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Carlos Sagnay,1,2021-01-09,2020-12-26,;2109;,Ecuador 2021,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1,0.1
145,2021,Ecuador,2021-01-09T00:00:00Z,1,TVC Televicentro;Grupo El Comercio (Ecuador),Andrés Arauz;Yaku Pérez,2,16,14,el primero: Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso; el segundo:  Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Paul Carrasco,1,2021-01-09,2020-12-26,;2110;,Ecuador 2021,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1,0.1
145,2021,Ecuador,2021-01-09T00:00:00Z,1,TVC Televicentro;Grupo El Comercio (Ecuador),Andrés Arauz;Yaku Pérez,2,16,14,el primero: Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso; el segundo:  Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Ximena Pena,1,2021-01-09,2020-12-26,;2103;,Ecuador 2021,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.7,1.7
145,2021,Ecuador,2021-01-09T00:00:00Z,1,TVC Televicentro;Grupo El Comercio (Ecuador),Andrés Arauz;Yaku Pérez,2,16,14,el primero: Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso; el segundo:  Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Guillermo Lasso,1,2021-01-09,2020-12-26,;2097;,Ecuador 2021,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32,32
145,2021,Ecuador,2021-01-09T00:00:00Z,1,TVC Televicentro;Grupo El Comercio (Ecuador),Andrés Arauz;Yaku Pérez,2,16,14,el primero: Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso; el segundo:  Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Guillermo Celi,1,2021-01-09,2020-12-26,;2106;,Ecuador 2021,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3,0.3
145,2021,Ecuador,2021-01-09T00:00:00Z,1,TVC Televicentro;Grupo El Comercio (Ecuador),Andrés Arauz;Yaku Pérez,2,16,14,el primero: Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso; el segundo:  Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Lucio Gutierrez,1,2021-01-09,2020-12-26,;2101;,Ecuador 2021,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.3,1.3
145,2021,Ecuador,2021-01-09T00:00:00Z,1,TVC Televicentro;Grupo El Comercio (Ecuador),Andrés Arauz;Yaku Pérez,2,16,14,el primero: Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso; el segundo:  Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Xavier Hervas,1,2021-01-09,2020-12-26,;2102;,Ecuador 2021,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.3,3.3
145,2021,Ecuador,2021-01-09T00:00:00Z,1,TVC Televicentro;Grupo El Comercio (Ecuador),Andrés Arauz;Yaku Pérez,2,16,14,el primero: Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso; el segundo:  Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Cesar Montufar,1,2021-01-09,2020-12-26,;2099;,Ecuador 2021,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.1,1.1
145,2021,Ecuador,2021-01-09T00:00:00Z,1,TVC Televicentro;Grupo El Comercio (Ecuador),Andrés Arauz;Yaku Pérez,2,16,14,el primero: Isidro Romero;Gustavo Larrea;Carlos Sagnay;Giovanny Andrade;Paúl Carrasco;Ximena Peña;Guillermo Lasso; el segundo:  Guillermo Celi;Lucio Gutiérrez;Xavier Hervas; César Montúfar;Gerson Almeida;Juan Fernando Velasco;Pedro Freile,Gerson Almeida,1,2021-01-09,2020-12-26,;2108;,Ecuador 2021,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.2,0.2
