id_debate,ncat_eleccion,cat_pais,t_fecha,ncat_ronda,str_organizador,str_ausentes,n_ausentes,n_invitados,n_presentes,str_presentes,nombres_candidatos,dico_candidato_presente,debate_date,two_previous_weeks,matching_polls,electid,intencion_voto2,intencion_voto3,intencion_voto4,intencion_voto5,intencion_voto6,intencion_voto7,intencion_voto8,intencion_voto9,intencion_voto10,intencion_voto11,intencion_voto12,intencion_voto13,intencion_voto14,intencion_voto15,intencion_voto16,count_encuestas,sum_encuestas,mean_encuestas
89,2021,Chile,2021-09-24T00:00:00Z,1,La Tercera;Confederación de la Producción y del Comercio,sin datos,NA,NA,4,Marco Enríquez-Ominami ;Franco Parisi;Eduardo Artés;Gabriel Boric,Gabriel Boric,1,2021-09-24,2021-09-10,;2086;3144;4338;,Chile 2021,27,28,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,80,26.666666666666668
90,2021,Chile,2021-10-11T00:00:00Z,1,TVN;T13;Mega,Franco Parisi,1,7,6,Marco Enríquez-Ominami ;Eduardo Artés;José Antonio Kast;Sebastián Sichel;Gabriel Boric;Yasna Provoste,Marco Enriquez-Ominami,1,2021-10-11,2021-09-27,;3073;3256;3265;4364;,Chile 2021,3.1,3,3.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13.8,3.45
90,2021,Chile,2021-10-11T00:00:00Z,1,TVN;T13;Mega,Franco Parisi,1,7,6,Marco Enríquez-Ominami ;Eduardo Artés;José Antonio Kast;Sebastián Sichel;Gabriel Boric;Yasna Provoste,Eduardo Artes,1,2021-10-11,2021-09-27,;3072;3255;3264;4363;,Chile 2021,1.8,1,3.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6.9,1.725
90,2021,Chile,2021-10-11T00:00:00Z,1,TVN;T13;Mega,Franco Parisi,1,7,6,Marco Enríquez-Ominami ;Eduardo Artés;José Antonio Kast;Sebastián Sichel;Gabriel Boric;Yasna Provoste,Jose Antonio Kast,1,2021-10-11,2021-09-27,;3069;3252;3261;4360;,Chile 2021,17.2,17,16.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,68.3,17.075
90,2021,Chile,2021-10-11T00:00:00Z,1,TVN;T13;Mega,Franco Parisi,1,7,6,Marco Enríquez-Ominami ;Eduardo Artés;José Antonio Kast;Sebastián Sichel;Gabriel Boric;Yasna Provoste,Sebastian Sichel,1,2021-10-11,2021-09-27,;3071;3254;3263;4362;,Chile 2021,15.3,15,12.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,52.4,13.1
90,2021,Chile,2021-10-11T00:00:00Z,1,TVN;T13;Mega,Franco Parisi,1,7,6,Marco Enríquez-Ominami ;Eduardo Artés;José Antonio Kast;Sebastián Sichel;Gabriel Boric;Yasna Provoste,Gabriel Boric,1,2021-10-11,2021-09-27,;3068;3251;3260;4359;,Chile 2021,29.7,26,25.7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,102.4,25.6
91,2021,Chile,2021-10-15T00:00:00Z,1,ARCHI,Franco Parisi,1,7,6,Marco Enríquez-Ominami ;Eduardo Artés;José Antonio Kast;Sebastián Sichel;Gabriel Boric;Yasna Provoste,Marco Enriquez-Ominami,1,2021-10-15,2021-10-01,;3256;3265;4350;4364;,Chile 2021,3,3.7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14.7,3.675
91,2021,Chile,2021-10-15T00:00:00Z,1,ARCHI,Franco Parisi,1,7,6,Marco Enríquez-Ominami ;Eduardo Artés;José Antonio Kast;Sebastián Sichel;Gabriel Boric;Yasna Provoste,Eduardo Artes,1,2021-10-15,2021-10-01,;3255;3264;4349;4363;,Chile 2021,1,3.1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.1,2.025
91,2021,Chile,2021-10-15T00:00:00Z,1,ARCHI,Franco Parisi,1,7,6,Marco Enríquez-Ominami ;Eduardo Artés;José Antonio Kast;Sebastián Sichel;Gabriel Boric;Yasna Provoste,Jose Antonio Kast,1,2021-10-15,2021-10-01,;3252;3261;4346;4360;,Chile 2021,17,16.1,21,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,72.1,18.025
91,2021,Chile,2021-10-15T00:00:00Z,1,ARCHI,Franco Parisi,1,7,6,Marco Enríquez-Ominami ;Eduardo Artés;José Antonio Kast;Sebastián Sichel;Gabriel Boric;Yasna Provoste,Sebastian Sichel,1,2021-10-15,2021-10-01,;3254;3263;4348;4362;,Chile 2021,15,12.1,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,44.1,11.025
91,2021,Chile,2021-10-15T00:00:00Z,1,ARCHI,Franco Parisi,1,7,6,Marco Enríquez-Ominami ;Eduardo Artés;José Antonio Kast;Sebastián Sichel;Gabriel Boric;Yasna Provoste,Gabriel Boric,1,2021-10-15,2021-10-01,;3251;3260;4345;4359;,Chile 2021,26,25.7,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,92.7,23.175
92,2021,Chile,2021-10-21T00:00:00Z,1,La Red;Escenarios Hídricos 2030,Eduardo Artés;José Antonio Kast,2,7,5,Gabriel Boric;Marco Enríquez-Ominami ;Yasna Provoste;Sebastián Sichel;Franco Parisi,Gabriel Boric,1,2021-10-21,2021-10-07,;3049;4345;4359;,Chile 2021,21.3,20,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,62.3,20.766666666666666
92,2021,Chile,2021-10-21T00:00:00Z,1,La Red;Escenarios Hídricos 2030,Eduardo Artés;José Antonio Kast,2,7,5,Gabriel Boric;Marco Enríquez-Ominami ;Yasna Provoste;Sebastián Sichel;Franco Parisi,Marco Enriquez-Ominami,1,2021-10-21,2021-10-07,;3054;4350;4364;,Chile 2021,3.4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11.4,3.8
92,2021,Chile,2021-10-21T00:00:00Z,1,La Red;Escenarios Hídricos 2030,Eduardo Artés;José Antonio Kast,2,7,5,Gabriel Boric;Marco Enríquez-Ominami ;Yasna Provoste;Sebastián Sichel;Franco Parisi,Sebastian Sichel,1,2021-10-21,2021-10-07,;3052;4348;4362;,Chile 2021,7.5,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,24.5,8.166666666666666
92,2021,Chile,2021-10-21T00:00:00Z,1,La Red;Escenarios Hídricos 2030,Eduardo Artés;José Antonio Kast,2,7,5,Gabriel Boric;Marco Enríquez-Ominami ;Yasna Provoste;Sebastián Sichel;Franco Parisi,Franco Parisi,1,2021-10-21,2021-10-07,;3055;4351;4365;,Chile 2021,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,17,5.666666666666667
93,2021,Chile,2021-11-01T00:00:00Z,1,Universidad de Chile;Radio Cooperativa;Radio UChile;UChile TV,José Antonio Kast;Franco Parisi,2,7,5,Gabriel Boric;Yasna Provoste;Sebastián Sichel;Eduardo Artés;Marco Enríquez-Ominami,Gabriel Boric,1,2021-11-01,2021-10-18,;2531;2989;3878;,Chile 2021,17.4,32,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,68.4,22.8
93,2021,Chile,2021-11-01T00:00:00Z,1,Universidad de Chile;Radio Cooperativa;Radio UChile;UChile TV,José Antonio Kast;Franco Parisi,2,7,5,Gabriel Boric;Yasna Provoste;Sebastián Sichel;Eduardo Artés;Marco Enríquez-Ominami,Sebastian Sichel,1,2021-11-01,2021-10-18,;2534;2992;3881;,Chile 2021,6.9,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23.9,7.966666666666667
93,2021,Chile,2021-11-01T00:00:00Z,1,Universidad de Chile;Radio Cooperativa;Radio UChile;UChile TV,José Antonio Kast;Franco Parisi,2,7,5,Gabriel Boric;Yasna Provoste;Sebastián Sichel;Eduardo Artés;Marco Enríquez-Ominami,Eduardo Artes,1,2021-11-01,2021-10-18,;2535;2993;3882;,Chile 2021,1.6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.6,1.5333333333333334
93,2021,Chile,2021-11-01T00:00:00Z,1,Universidad de Chile;Radio Cooperativa;Radio UChile;UChile TV,José Antonio Kast;Franco Parisi,2,7,5,Gabriel Boric;Yasna Provoste;Sebastián Sichel;Eduardo Artés;Marco Enríquez-Ominami,Marco Enriquez-Ominami,1,2021-11-01,2021-10-18,;2536;2994;3883;,Chile 2021,4.8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12.8,4.266666666666667
94,2021,Chile,2021-11-05T00:00:00Z,1,T13;El Desconcierto;Cobertura;CON-CIENCIA;Escazú Ahora Chile;Portada Soñada,José Antonio Kast;Franco Parisi;Gabriel Boric,3,7,4,Yasna Provoste;Sebastián Sichel;Eduardo Artés;Marco Enríquez-Ominami,Sebastian Sichel,1,2021-11-05,2021-10-22,;1819;1904;2439;2534;2992;3166;3868;3881;,Chile 2021,9,11,9.2,6.9,9,8,8,8,NA,NA,NA,NA,NA,NA,NA,8,69.1,8.6375
94,2021,Chile,2021-11-05T00:00:00Z,1,T13;El Desconcierto;Cobertura;CON-CIENCIA;Escazú Ahora Chile;Portada Soñada,José Antonio Kast;Franco Parisi;Gabriel Boric,3,7,4,Yasna Provoste;Sebastián Sichel;Eduardo Artés;Marco Enríquez-Ominami,Eduardo Artes,1,2021-11-05,2021-10-22,;1820;1905;2440;2535;2993;3167;3869;3882;,Chile 2021,2,1,2.5,1.6,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,8,14.1,1.7625
94,2021,Chile,2021-11-05T00:00:00Z,1,T13;El Desconcierto;Cobertura;CON-CIENCIA;Escazú Ahora Chile;Portada Soñada,José Antonio Kast;Franco Parisi;Gabriel Boric,3,7,4,Yasna Provoste;Sebastián Sichel;Eduardo Artés;Marco Enríquez-Ominami,Marco Enriquez-Ominami,1,2021-11-05,2021-10-22,;1821;1906;2441;2536;2994;3168;3870;3883;,Chile 2021,5,2,4.2,4.8,4,6,5,4,NA,NA,NA,NA,NA,NA,NA,8,35,4.375
95,2021,Chile,2021-11-11T00:00:00Z,1,ENADE / ICARE,Eduardo Artés;Franco Parisi,2,7,5,Yasna Provoste;Marco Enríquez-Ominami ;Gabriel Boric;José Antonio Kast;Sebastián Sichel,Marco Enriquez-Ominami,1,2021-11-11,2021-10-28,;1821;1906;2426;2441;2536;2994;3168;3755;3870;3883;,Chile 2021,5,2,5,4.2,4.8,4,6,6.2,5,4,NA,NA,NA,NA,NA,10,46.2,4.62
95,2021,Chile,2021-11-11T00:00:00Z,1,ENADE / ICARE,Eduardo Artés;Franco Parisi,2,7,5,Yasna Provoste;Marco Enríquez-Ominami ;Gabriel Boric;José Antonio Kast;Sebastián Sichel,Gabriel Boric,1,2021-11-11,2021-10-28,;1816;1901;2421;2436;2531;2989;3163;3750;3865;3878;,Chile 2021,22,30,19,21.4,17.4,32,24,21.9,19,19,NA,NA,NA,NA,NA,10,225.7,22.57
95,2021,Chile,2021-11-11T00:00:00Z,1,ENADE / ICARE,Eduardo Artés;Franco Parisi,2,7,5,Yasna Provoste;Marco Enríquez-Ominami ;Gabriel Boric;José Antonio Kast;Sebastián Sichel,Jose Antonio Kast,1,2021-11-11,2021-10-28,;1817;1902;2422;2437;2532;2990;3164;3751;3866;3879;,Chile 2021,25,36,25,31,22.2,27,23,27.2,25,24,NA,NA,NA,NA,NA,10,265.4,26.54
95,2021,Chile,2021-11-11T00:00:00Z,1,ENADE / ICARE,Eduardo Artés;Franco Parisi,2,7,5,Yasna Provoste;Marco Enríquez-Ominami ;Gabriel Boric;José Antonio Kast;Sebastián Sichel,Sebastian Sichel,1,2021-11-11,2021-10-28,;1819;1904;2424;2439;2534;2992;3166;3753;3868;3881;,Chile 2021,9,11,8,9.2,6.9,9,8,11.7,8,8,NA,NA,NA,NA,NA,10,88.8,8.879999999999999
96,2021,Chile,2021-11-15T00:00:00Z,1,ANATEL,Franco Parisi,1,7,6,Yasna Provoste;Marco Enríquez-Ominami ;Gabriel Boric;José Antonio Kast;Sebastián Sichel;Eduardo Artés,Marco Enriquez-Ominami,1,2021-11-15,2021-11-01,;1821;1906;2426;2441;3168;3755;3870;,Chile 2021,5,2,5,4.2,6,6.2,5,NA,NA,NA,NA,NA,NA,NA,NA,7,33.4,4.771428571428571
96,2021,Chile,2021-11-15T00:00:00Z,1,ANATEL,Franco Parisi,1,7,6,Yasna Provoste;Marco Enríquez-Ominami ;Gabriel Boric;José Antonio Kast;Sebastián Sichel;Eduardo Artés,Gabriel Boric,1,2021-11-15,2021-11-01,;1816;1901;2421;2436;3163;3750;3865;,Chile 2021,22,30,19,21.4,24,21.9,19,NA,NA,NA,NA,NA,NA,NA,NA,7,157.3,22.47142857142857
96,2021,Chile,2021-11-15T00:00:00Z,1,ANATEL,Franco Parisi,1,7,6,Yasna Provoste;Marco Enríquez-Ominami ;Gabriel Boric;José Antonio Kast;Sebastián Sichel;Eduardo Artés,Jose Antonio Kast,1,2021-11-15,2021-11-01,;1817;1902;2422;2437;3164;3751;3866;,Chile 2021,25,36,25,31,23,27.2,25,NA,NA,NA,NA,NA,NA,NA,NA,7,192.2,27.457142857142856
96,2021,Chile,2021-11-15T00:00:00Z,1,ANATEL,Franco Parisi,1,7,6,Yasna Provoste;Marco Enríquez-Ominami ;Gabriel Boric;José Antonio Kast;Sebastián Sichel;Eduardo Artés,Sebastian Sichel,1,2021-11-15,2021-11-01,;1819;1904;2424;2439;3166;3753;3868;,Chile 2021,9,11,8,9.2,8,11.7,8,NA,NA,NA,NA,NA,NA,NA,NA,7,64.9,9.27142857142857
96,2021,Chile,2021-11-15T00:00:00Z,1,ANATEL,Franco Parisi,1,7,6,Yasna Provoste;Marco Enríquez-Ominami ;Gabriel Boric;José Antonio Kast;Sebastián Sichel;Eduardo Artés,Eduardo Artes,1,2021-11-15,2021-11-01,;1820;1905;2425;2440;3167;3754;3869;,Chile 2021,2,1,2,2.5,2,2.8,2,NA,NA,NA,NA,NA,NA,NA,NA,7,14.3,2.0428571428571427
97,2021,Chile,2021-12-10T00:00:00Z,2,ARCHI,sin ausencias conocidas,0,2,2,Gabriel Boric;José Antonio Kast,Gabriel Boric,1,2021-12-10,2021-11-26,;1862;2291;2298;2579;3423;3885;,Chile 2021,53,41,45,42.2,44,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,265.2,44.2
97,2021,Chile,2021-12-10T00:00:00Z,2,ARCHI,sin ausencias conocidas,0,2,2,Gabriel Boric;José Antonio Kast,Jose Antonio Kast,1,2021-12-10,2021-11-26,;1863;2292;2299;2580;3424;3886;,Chile 2021,47,38.7,45.3,28.3,41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,235.3,39.21666666666667
98,2021,Chile,2021-12-13T00:00:00Z,2,ANATEL,sin ausencias conocidas,0,2,2,Gabriel Boric;José Antonio Kast,Gabriel Boric,1,2021-12-13,2021-11-29,;1862;2291;2579;3885;4176;,Chile 2021,53,41,42.2,40,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,228.2,45.64
98,2021,Chile,2021-12-13T00:00:00Z,2,ANATEL,sin ausencias conocidas,0,2,2,Gabriel Boric;José Antonio Kast,Jose Antonio Kast,1,2021-12-13,2021-11-29,;1863;2292;2580;3886;4177;,Chile 2021,47,38.7,28.3,35,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,197,39.4
99,2015,Argentina,2015-10-05T00:00:00Z,1,Argentina Debate,Daniel Scioli,1,6,5,Nicolás del Caño;Adolfo Rodríguez Saá;Sergio Massa;Margarita Stolbizer;Mauricio Macri,Sergio Massa,1,2015-10-05,2015-09-21,;2117;2415;,Argentina 2015,20.2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,39.2,19.6
99,2015,Argentina,2015-10-05T00:00:00Z,1,Argentina Debate,Daniel Scioli,1,6,5,Nicolás del Caño;Adolfo Rodríguez Saá;Sergio Massa;Margarita Stolbizer;Mauricio Macri,Margarita Stolbizer,1,2015-10-05,2015-09-21,;2118;2416;,Argentina 2015,4.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10.3,5.15
99,2015,Argentina,2015-10-05T00:00:00Z,1,Argentina Debate,Daniel Scioli,1,6,5,Nicolás del Caño;Adolfo Rodríguez Saá;Sergio Massa;Margarita Stolbizer;Mauricio Macri,Mauricio Macri,1,2015-10-05,2015-09-21,;2116;2414;,Argentina 2015,29.2,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,54.8,27.4
101,2019,Argentina,2019-10-13T00:00:00Z,1,Cámara Nacional Electoral (Arg),sin ausencias conocidas,0,6,6,Juan José Gómez Centurión;Mauricio Macri;Alberto Fernández;José Luis Espert;Roberto Lavagna;Nicolás del Caño,Mauricio Macri,1,2019-10-13,2019-09-29,;1811;2176;3352;3459;3613;,Argentina 2019,31.3,30,27.9,33.2,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,154.2,30.84
101,2019,Argentina,2019-10-13T00:00:00Z,1,Cámara Nacional Electoral (Arg),sin ausencias conocidas,0,6,6,Juan José Gómez Centurión;Mauricio Macri;Alberto Fernández;José Luis Espert;Roberto Lavagna;Nicolás del Caño,Roberto Lavagna,1,2019-10-13,2019-09-29,;1812;2177;3353;3460;3614;,Argentina 2019,4.1,7,8.8,8.2,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,37.3,7.46
102,2019,Argentina,2019-10-20T00:00:00Z,1,Cámara Nacional Electoral (Arg),sin ausencias conocidas,0,6,6,Juan José Gómez Centurión;Mauricio Macri;Alberto Fernández;José Luis Espert;Roberto Lavagna;Nicolás del Caño,Mauricio Macri,1,2019-10-20,2019-10-06,;2894;2930;3442;3562;3607;3613;3776;4420;,Argentina 2019,33.4,29.2,33,35.08,34.3,31.8,34.8,33.2,NA,NA,NA,NA,NA,NA,NA,8,264.78,33.0975
102,2019,Argentina,2019-10-20T00:00:00Z,1,Cámara Nacional Electoral (Arg),sin ausencias conocidas,0,6,6,Juan José Gómez Centurión;Mauricio Macri;Alberto Fernández;José Luis Espert;Roberto Lavagna;Nicolás del Caño,Roberto Lavagna,1,2019-10-20,2019-10-06,;2895;2931;3443;3563;3608;3614;3777;4421;,Argentina 2019,6.9,7.6,10,7.46,7.6,9.2,6.6,10.1,NA,NA,NA,NA,NA,NA,NA,8,65.46,8.1825
111,2011,Peru,2011-04-03T00:00:00Z,1,Asociación Civil Transparencia;Sociedad Nacional de Radio y Televisión,sin ausencias conocidas,0,5,5,Alejandro Toledo Manrique;Ollanta Moisés Humala Tasso;Keiko Fujimori Higuchi;Pedro Pablo Kuczynski;Oscar Luis Castañeda Lossio,Alejandro Toledo Manrique,1,2011-04-03,2011-03-20,;1403;1408;1413;1418;1423;,Peru 2011,24.852897644043,22.5319404602051,21.3645343780518,25.3985118865967,20.3985919952393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,114.5464763641359,22.90929527282718
111,2011,Peru,2011-04-03T00:00:00Z,1,Asociación Civil Transparencia;Sociedad Nacional de Radio y Televisión,sin ausencias conocidas,0,5,5,Alejandro Toledo Manrique;Ollanta Moisés Humala Tasso;Keiko Fujimori Higuchi;Pedro Pablo Kuczynski;Oscar Luis Castañeda Lossio,Keiko Fujimori Higuchi,1,2011-04-03,2011-03-20,;1406;1411;1416;1421;1426;,Peru 2011,22.2702789306641,18.6991882324219,21.9447460174561,18.7035083770752,19.2262592315674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,100.8439807891847,20.16879615783694
111,2011,Peru,2011-04-03T00:00:00Z,1,Asociación Civil Transparencia;Sociedad Nacional de Radio y Televisión,sin ausencias conocidas,0,5,5,Alejandro Toledo Manrique;Ollanta Moisés Humala Tasso;Keiko Fujimori Higuchi;Pedro Pablo Kuczynski;Oscar Luis Castañeda Lossio,Pedro Pablo Kuczynski,1,2011-04-03,2011-03-20,;1404;1409;1414;1419;1424;,Peru 2011,16.5022773742676,20.3252029418945,17.0074310302734,17.9596176147461,20.5158252716064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,92.310354232788,18.462070846557598
112,2011,Peru,2011-05-29T00:00:00Z,2,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,2,2,Ollanta Moisés Humala Tasso;Keiko Fujimori Higuchi,Keiko Fujimori Higuchi,1,2011-05-29,2011-05-15,;1523;1525;1527;1529;,Peru 2011,52.0642242431641,53.0695114135742,52.9000015258789,50.293773651123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,208.32751083374018,52.081877708435044
114,2016,Peru,2016-04-03T00:00:00Z,1,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,10,10,Alan García Pérez;Alejandro Toledo Manrique;Antero Flores Araoz;Gregorio Santos Guerrero;Isaac Alfredo Barnechea Garcia;Keiko Fujimori Higuchi;Luis Fernando Oliver Vega;Miguel Hilario;Pedro Pablo Kuczynski;Verónika Mendoza,Alan Garcia Perez,1,2016-04-03,2016-03-20,;2915;2944;2949;2984;3048;3193;3411;3713;,Peru 2016,5.5,5.3,6.2,6,6,4,5.6,4.2,NA,NA,NA,NA,NA,NA,NA,8,42.8,5.35
114,2016,Peru,2016-04-03T00:00:00Z,1,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,10,10,Alan García Pérez;Alejandro Toledo Manrique;Antero Flores Araoz;Gregorio Santos Guerrero;Isaac Alfredo Barnechea Garcia;Keiko Fujimori Higuchi;Luis Fernando Oliver Vega;Miguel Hilario;Pedro Pablo Kuczynski;Verónika Mendoza,Keiko Fujimori Higuchi,1,2016-04-03,2016-03-20,;2911;2940;2945;2980;3044;3189;3407;3709;,Peru 2016,35,34.4,37.3,32,34.6,36,31.2,34.4,NA,NA,NA,NA,NA,NA,NA,8,274.9,34.3625
114,2016,Peru,2016-04-03T00:00:00Z,1,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,10,10,Alan García Pérez;Alejandro Toledo Manrique;Antero Flores Araoz;Gregorio Santos Guerrero;Isaac Alfredo Barnechea Garcia;Keiko Fujimori Higuchi;Luis Fernando Oliver Vega;Miguel Hilario;Pedro Pablo Kuczynski;Verónika Mendoza,Pedro Pablo Kuczynski,1,2016-04-03,2016-03-20,;2912;2941;2946;2981;3045;3190;3408;3710;,Peru 2016,16.1,16.8,15.4,16,15,17,14.1,17.3,NA,NA,NA,NA,NA,NA,NA,8,127.7,15.9625
115,2016,Peru,2016-05-22T00:00:00Z,2,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,2,2,Keiko Fujimori Higuchi;Pedro Pablo Kuczynski,Keiko Fujimori Higuchi,1,2016-05-22,2016-05-08,;2928;2986;,Peru 2016,41.6,43.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,85.4,42.7
115,2016,Peru,2016-05-22T00:00:00Z,2,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,2,2,Keiko Fujimori Higuchi;Pedro Pablo Kuczynski,Pedro Pablo Kuczynski,1,2016-05-22,2016-05-08,;2927;2985;,Peru 2016,46.1,44.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,90.2,45.1
116,2016,Peru,2016-05-29T00:00:00Z,2,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,2,2,Keiko Fujimori Higuchi;Pedro Pablo Kuczynski,Keiko Fujimori Higuchi,1,2016-05-29,2016-05-15,;2878;2924;2928;3195;,Peru 2016,45.1,43,41.6,45.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,175.4,43.85
116,2016,Peru,2016-05-29T00:00:00Z,2,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,2,2,Keiko Fujimori Higuchi;Pedro Pablo Kuczynski,Pedro Pablo Kuczynski,1,2016-05-29,2016-05-15,;2877;2923;2927;3194;,Peru 2016,39.8,38,46.1,40.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,164.7,41.175
118,2021,Peru,2021-03-21T00:00:00Z,1,América Noticias;Canal N,Rafael López Aliaga,1,6,5,Yonhy Lescano;George Forsyth;Verónika Mendoza;Keiko Fujimori Higuchi;Daniel Urresti.,Yonhy Lescano,1,2021-03-21,2021-03-07,;2863;3525;,Peru 2021,17.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,38.8,19.4
118,2021,Peru,2021-03-21T00:00:00Z,1,América Noticias;Canal N,Rafael López Aliaga,1,6,5,Yonhy Lescano;George Forsyth;Verónika Mendoza;Keiko Fujimori Higuchi;Daniel Urresti.,George Forsyth,1,2021-03-21,2021-03-07,;2866;3528;,Peru 2021,15,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,28.9,14.45
118,2021,Peru,2021-03-21T00:00:00Z,1,América Noticias;Canal N,Rafael López Aliaga,1,6,5,Yonhy Lescano;George Forsyth;Verónika Mendoza;Keiko Fujimori Higuchi;Daniel Urresti.,Veronika Mendoza,1,2021-03-21,2021-03-07,;2864;3526;,Peru 2021,12.8,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,23.200000000000003,11.600000000000001
118,2021,Peru,2021-03-21T00:00:00Z,1,América Noticias;Canal N,Rafael López Aliaga,1,6,5,Yonhy Lescano;George Forsyth;Verónika Mendoza;Keiko Fujimori Higuchi;Daniel Urresti.,Keiko Fujimori Higuchi,1,2021-03-21,2021-03-07,;2860;3522;,Peru 2021,8,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18.6,9.3
118,2021,Peru,2021-03-21T00:00:00Z,1,América Noticias;Canal N,Rafael López Aliaga,1,6,5,Yonhy Lescano;George Forsyth;Verónika Mendoza;Keiko Fujimori Higuchi;Daniel Urresti.,Daniel Urresti,1,2021-03-21,2021-03-07,;2867;3529;,Peru 2021,5.8,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12.2,6.1
119,2021,Peru,2021-03-29T00:00:00Z,1,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,18,18,primero: César Acuña;Marco Arana;Keiko Fujimori Higuchi;Verónika Mendoza;Alberto Beingolea;George Forsyth; segundo: Hernando de Soto;Andrés Alcántara;Ollanta Moisés Humala Tasso;José Castillo;Daniel Urresti;José Vega;tercero: Yonhy Lescano;Julio Guzmán;Rafael Santos;Ciro Gálvez;Rafael López Aliaga;Daniel Salaverry,Keiko Fujimori Higuchi,1,2021-03-29,2021-03-15,;3083;,Peru 2021,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.7,9.7
119,2021,Peru,2021-03-29T00:00:00Z,1,Jurado Nacional de Elecciones (Perú),sin ausencias conocidas,0,18,18,primero: César Acuña;Marco Arana;Keiko Fujimori Higuchi;Verónika Mendoza;Alberto Beingolea;George Forsyth; segundo: Hernando de Soto;Andrés Alcántara;Ollanta Moisés Humala Tasso;José Castillo;Daniel Urresti;José Vega;tercero: Yonhy Lescano;Julio Guzmán;Rafael Santos;Ciro Gálvez;Rafael López Aliaga;Daniel Salaverry,Veronika Mendoza,1,2021-03-29,2021-03-15,;3087;,Peru 2021,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.8,6.8
