"","id_debate","cat_pais","ncat_eleccion","t_fecha","dico_certidumbre","ncat_ronda","dico_pre_vice_candidaturas","t_hora","str_organizador","str_titulo","dico_streaming","str_sede","str_moderadores","str_panelistas","n_presentes","str_presentes","str_ausentes","n_jornadas","n_duracion","dico_obligatorio","cat_formato","dico_ddreplica","ncat_ppac","ncat_competencia","dico_analisis","cat_temas","dico_comentarios","dico_inserts","cat_panel","ncat_panel","dico_analytics","n_strorganizador","n_panelistas","n_moderadores","n_ausentes","n_invitados","dico_formato_apertura","dico_formato_libre","dico_formato_duelo","dico_formato_moderadores","dico_formato_periodistas","dico_formato_sectores","dico_formato_expertos","dico_formato_virtuales","dico_formato_expositivo","dico_formato_presentes","dico_temas_puntuales","dico_temas_libre","dico_temas_monotema","dico_temas_bloques","cat_ballotage","n_candidaturas","n_proporcioninvitados","n_porcentajeausentes","n_proporcionausentes","n_indexausentes","dico_ausencias","cat_regmedios","cat_regestado","cat_regcandidatos","ncat_regmedios","ncat_regestado","ncat_regcandidatos","ncat_totreg","dico_org_mmc","dico_org_osc","dico_org_educ","dico_org_estado","dico_org_mmp"
"314",314,"Colombia",2022,2022-05-27,1,1,"FALSE","0.8125","Caracol","Debate Final #DebateFinal","FALSE",NA,"María Alejandra Villamizar;Juan Roberto Vargas;Néstor Morales",NA,3,"Gustavo Petro;Sergio Fajardo;Federico Gutiérrez","Rodolfo Hernández","1.0",120,NA,"moderadores","FALSE","0.0","2.0","FALSE","puntuales","FALSE","TRUE","no aplica",NA,0,"1",NA,3,1,4,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,8,0.5,0,0.25,0,1,"NADA","GARANTIZAR","GARANTÍAS",0,3,2,5,TRUE,FALSE,FALSE,FALSE,FALSE
"315",315,"Costa Rica",1978,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sin datos","sin datos",NA,NA,NA,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,NA,NA,NA,NA,NA,NA,"NADA","NADA","NADA",0,0,0,0,NA,NA,NA,NA,NA
"316",316,"Costa Rica",1982,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sin datos","sin datos",NA,NA,NA,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,NA,NA,NA,NA,NA,NA,"NADA","NADA","NADA",0,0,0,0,NA,NA,NA,NA,NA
"317",317,"Costa Rica",1986,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Arias Sánchez;Calderón Fournier","sin ausencias conocidas",NA,NA,NA,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,0,NA,NA,NA,0,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,NA,NA,0,0,0,0,"NADA","NADA","NADA",0,0,0,0,NA,NA,NA,NA,NA
"318",318,"Costa Rica",1990,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sin datos","sin datos",NA,NA,NA,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,NA,NA,NA,NA,NA,NA,"NADA","NADA","NADA",0,0,0,0,NA,NA,NA,NA,NA
"319",319,"Costa Rica",1994,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sin datos","sin datos",NA,NA,NA,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,NA,NA,NA,NA,NA,NA,"NADA","NADA","NADA",0,0,0,0,NA,NA,NA,NA,NA
"320",320,"Costa Rica",1998,1997-11-30,1,1,NA,NA,"UCR Universidad de Costa Rica",NA,NA,"en el auditorio de la Facultad de Derecho de la Universidad de Costa Rica",NA,NA,2,"José Miguel Corrales Bolaños;Miguel Angel Rodríguez Echeverría","sin ausencias conocidas",NA,NA,NA,"NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,0,"1",NA,NA,0,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,13,0.153846153846154,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,FALSE,FALSE,TRUE,FALSE,FALSE
"321",321,"Costa Rica",1998,1998-01-28,1,1,NA,"0.770833333333333","La Nación;Semanario Universidad;El Financiero;Teletica Canal 7;Al Día;NC4;Radio Monumental;Repretel Canal 6",NA,NA,"Instituto Tecnológico de Costa Rica (ITCR), en Zapote","Eduardo Ulibarri","Marcela Angulo;Armando González;Ramón Alfonso Soto;Ignacio Santos;Guillermo Fernández;Roxana Zúñiga",2,"José Miguel Corrales Bolaños;Miguel Angel Rodríguez Echeverría","sin ausencias conocidas",NA,65,NA,"periodistas;duelo","NA","0.0","4.0","0.0","puntuales;libre","NA","NA",NA,NA,0,"8","6",1,0,2,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",1,13,0.153846153846154,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"322",322,"Costa Rica",2002,2002-01-07,1,1,NA,"0.791666666666667","Teletica Canal 7",NA,NA,"estudio de Canal 7","Pilar Cisneros de Espinoza;Ignacio Santos",NA,4,"Rolando Araya;Otto Guevara;Abel Pacheco de la Espriella;Ottón Solís","sin ausencias conocidas","3.0",150,NA,"moderadores;duelo","FALSE","0.0","4.0","0.0","puntuales;libre","FALSE","FALSE","0.0",NA,0,"1",NA,2,0,4,"FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,12,0.333333333333333,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"323",323,"Costa Rica",2002,2001-11-20,1,1,NA,"0.791666666666667","Universidad Latina de Costa Rica",NA,NA,"en el auditorio de la Universidad Latina de Costa Rica, en Lourdes de Montes de Oca","Arturo Jofré","Milton Clarke;Francisco Escobar;Eugenio Porras;Roxana Zúñiga;Manuel Mora;José Zaglúl",2,"Abel Pacheco de la Espriella;Rolando Araya","sin ausencias conocidas",NA,120,NA,"expertos;duelo","FALSE","0.0","4.0","0.0","bloques","FALSE","FALSE","Academia","4",0,"1","6",1,0,2,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",2,12,0.166666666666667,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,FALSE,FALSE,TRUE,FALSE,FALSE
"324",324,"Costa Rica",2002,2002-04-01,1,2,NA,"0.791666666666667","Teletica Canal 7",NA,NA,"en las instalaciones de canal 7","Pilar Cisneros de Espinoza;Ignacio Santos",NA,2,"Abel Pacheco de la Espriella;Rolando Araya","sin ausencias conocidas",NA,120,NA,"moderadores;duelo","NA","NA","4.0","NA","puntuales;libre","NA","NA",NA,NA,0,"1",NA,2,0,2,"FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"325",325,"Costa Rica",2002,2002-03-18,1,2,NA,"0.791666666666667","Repretel Canal 6",NA,NA,NA,"Marjorie Sibaja de Constenla","Édgar Fonseca;Elberth Durán;Roxana Zúñiga",2,"Abel Pacheco de la Espriella;Rolando Araya","sin ausencias conocidas",NA,120,NA,"periodistas;virtuales","NA","3.0","NA","0.0","puntuales","NA","NA",NA,NA,0,"1","3",1,0,2,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"326",326,"Costa Rica",2006,2005-10-04,1,1,NA,"0.75","UCR Universidad de Costa Rica","""Tribunas Académicas""",NA,"auditorio Alberto Brenes Córdoba, de la Facultad de Derecho de esa universidad --en San Pedro de Montes de Oca-","primera: Roberto Villalobos;cuarta: Alfonso Salazar Matarrita","primera:  Montserrat Sagot;Doris Sossa;Édgar Gutiérrez;cuarta: Teresita Aguilar Álvarez;Mercedes Muñoz Guillén;Jorge Murillo Medrano",13,"primera: Humberto Arce;Ottón Solís;Otto Guevara;segunda: Abel Pacheco de la Espriella;Álvaro Montero;Ricardo Toledo;tercera: Vladimir de la Cruz;Bolívar Serrano Hidalgo;José Manuel Echandi;cuarta:  Antonio Álvarez Desanti;Walter Muñoz;Juan José Vargas Fallas;José Miguel Villalobos","Óscar Arias","cuatro tribunas academicas",NA,NA,"expertos","NA","0.0","NA","NA","puntuales","NA","NA","Academia","4.0",0,"1","6",2,1,14,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",1,14,1,40.92,0.0714285714285714,2.92285714285714,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,FALSE,FALSE,TRUE,FALSE,FALSE
"327",327,"Costa Rica",2006,2005-11-27,1,1,NA,"0.833333333333333","Repretel Canal 6","""Debate 2010. La última palabra""",NA,"instalaciones de Repretel, en la Urca",NA,NA,14,"en el primero: Juan José Vargas Fallas;Álvaro Montero;Bolívar Serrano Hidalgo;José Miguel Villalobos;Humberto Vargas;en el segundo: Ottón Solís;Otto Guevara;Óscar Arias;Antonio Álvarez Desanti;Ricardo Toledo;en el tercero: José Manuel Echandi;Humberto Arce;Wálter Muñoz;Vladimir de la Cruz","sin ausencias conocidas","3.0",95,NA,"NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,0,"1",NA,NA,0,14,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,14,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"328",328,"Costa Rica",2018,2017-11-07,1,1,NA,"0.416666666666667","JUPEMA Junta de Pensiones y Jubilaciones del Magisterio Nacional",NA,NA,"Hotel Radisson","Rodolfo González Mora",NA,10,"primero: Carlos Alvarado Quesada;Otto Guevara;Edgardo Araya;Mario Redondo Poveda;Rodolfo Hernández;Antonio Álvarez Desanti; segundo: Fabricio Alvarado Muñoz;Oscar López;Sergio Mena;Jhon Vega","sin ausencias conocidas","2.0",NA,NA,"moderadores;sectores;duelo","FALSE","0.0","4.0","0.0","monotema","FALSE","FALSE","Jubilados","4.0",0,"1",NA,1,0,10,"FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",2,13,0.769230769230769,0,0,0,0,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,FALSE,TRUE,FALSE,FALSE,FALSE
"329",329,"Costa Rica",2010,2010-01-24,1,1,NA,NA,"Teletica Canal 7","""Voto 2010. El Debate""",NA,NA,"Pilar Cisneros de Espinoza;Ignacio Santos",NA,3,"Laura Chinchilla;Ottón Solís;Otto Guevara","sin ausencias conocidas",NA,NA,NA,"duelo;libre","FALSE","0.0","5.0","0.0","libre","FALSE","FALSE","0.0",NA,0,"1",NA,2,0,3,"FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",1,9,0.333333333333333,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"330",330,"Costa Rica",2010,2010-01-26,1,1,NA,"0.833333333333333","UNA Universidad Nacional de Costa Rica;EXTRA TV;COLPER Colegio de Periodistas de Costa Rica","""Debate UNA Decisión 2010""",NA,"auditorio Clodomiro Picado","Lidiette Camacho De la O","Carlos Carranza Villalobos;Hernán Alvarado;Rafael Arias;Isabel Román;Wilbert Jiménez Marín;Vanessa Valerio Hernández;Francisco González",9,"el segundo: Luis Fishman;Ottón Solís;Otto Guevara;Laura Chinchilla; el primero: Walter Muñoz;Mayra González;Eugenio Trejos;Oscar López;Rolando Araya","sin ausencias conocidas","2.0",NA,NA,"expertos;sectores","NA","0.0","NA","NA","puntuales","NA","NA","Varios","4.0",0,"3","7",1,0,9,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",1,9,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,TRUE,TRUE,FALSE,FALSE
"331",331,"Costa Rica",2010,2009-09-22,1,1,NA,"0.75","UCR Universidad de Costa Rica","""Las estrategias para enfrentar la creciente desigualdad en el país""",NA,"Auditorio de la Facultad de Derecho","Henning Jensen Pennington;otro encuentro: Manuel Rojas",NA,4,"Ottón Solís;Oscar López;Laura Chinchilla;Otto Guevara","sin ausencias conocidas","serie de 6 debates revisar",NA,NA,"expositivo","FALSE","0.0","0.0","0.0","monotema","FALSE","FALSE","0.0",NA,0,"1",NA,2,0,4,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",1,9,0.444444444444444,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,FALSE,FALSE,TRUE,FALSE,FALSE
"332",332,"Costa Rica",2010,2010-01-28,1,1,NA,"0.791666666666667","Repretel Canal 6","""La última palabra. DEBATE 2010""",NA,"cines Novacinema de Repretel","Djenane Villanueva","Evelyn Fachler;Amelia Rueda;Jerry Alfaro;Alexis Rojas",4,"Laura Chinchilla;Ottón Solís;Otto Guevara;Luis Fishman","sin ausencias conocidas",NA,NA,NA,"periodistas;libre;duelo","FALSE","2.0","5.0","0.0","puntuales;libre","FALSE","FALSE","0.0",NA,0,"1","4",1,0,4,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",1,9,0.444444444444444,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"333",333,"Costa Rica",2014,2013-10-24,1,1,NA,"0.583333333333333","UNA Universidad Nacional de Costa Rica","""UNA propuesta de análisis político-electoral 2014”.","TRUE","primero: auditorio Clodomiro Picado; segundo:  la Sala de Exrectores de la Biblioteca Joaquín García Monge, en el campus Omar Dengo de la Universidad Nacional (UNA)","primero: Francisco González;segundo: Mario Oliva Medina",NA,9,"primero: Johnny Araya Monge;José Miguel Corrales Bolaños;Otto Guevara;Rodolfo Piza;Luis Guillermo Solís;José María Villalta; segundo: José Manuel Echandi;Héctor Monestel Herrera;Sergio Mena","Carlos Avendaño;Oscar López;Walter Muñoz; Justo Orozco","en dos días",180,NA,"moderadores","FALSE","0.0","3.0","1.0","bloques","TRUE","FALSE","0.0",NA,0,"1",NA,2,4,13,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",2,13,1,2.09,0.307692307692308,0.643076923076923,1,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,FALSE,FALSE,TRUE,FALSE,FALSE
"334",334,"Costa Rica",2014,2013-11-13,1,1,NA,"0.791666666666667","CONARE Consejo Nacional de Rectores",NA,NA,"Auditorio Nacional del Museo de Niños","Marlon Mora","Any Pérez;Ernesto Rivera",8,"primer bloque: Sergio Mena;José Miguel Corrales Bolaños;Oscar López;Héctor Monestel Herrera;segundo bloque: Otto Guevara;Rodolfo Piza;Luis Guillermo Solis;Jose María Villalta","Justo Orozco;Carlos Avendaño;Johnny Araya Monge;José Manuel Echandi",NA,NA,NA,"moderadores;periodistas","FALSE","2.0","0.0",NA,"monotema","FALSE","FALSE","0.0",NA,0,"1","2",1,4,12,"FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",2,13,0.923076923076923,3.2,0.333333333333333,1.06666666666667,1,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,FALSE,FALSE,TRUE,FALSE,FALSE
"335",335,"Costa Rica",2014,2014-01-05,1,1,NA,"0.833333333333333","TSE Tribunal Supremo Electoral IFED (Costa Rica)","#DebateCR",NA,"auditorio del TSE","Allan Trigueros;Lizeth Castro",NA,13,"primero: Hector Monestel Herrera;Jose Miguel Corrales Bolaños;Luis Guillermo Solís;Carlos Avendaño;Otto Guevara;Walter Muñoz;segundo: Óscar López;José María Villalta; José Manuel Echandi;Johnny Araya Monge;Justo Orozco;Rodolfo Piza;Sergio Mena","sin ausencias conocidas","2.0",NA,NA,"moderadores;virtuales;duelo","FALSE","3.0","4.0","0.0","puntuales;libre","FALSE","FALSE","0.0",NA,0,"1",NA,2,0,13,"FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,13,1,0,0,0,0,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,FALSE,FALSE,FALSE,TRUE,FALSE
"336",336,"Costa Rica",2014,2014-01-08,1,1,NA,NA,"UACA Universidad Autónoma de Centro América;Transparencia Internacional","“Encuentros y Desencuentros:Transparencia y Anticorrupción”",NA,"auditorio de la Universidad Autónoma de Centro América (UACA), en Curridabat, San José",NA,NA,4,"Otto Guevara;Rodolfo Piza;Luis Guillermo Solís;José María Villalta","Johnny Araya Monge",NA,NA,NA,"NA","NA","NA","NA","NA","monotema","NA","NA",NA,NA,0,"2",NA,NA,1,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","FALSE","FALSE","TRUE","FALSE",2,13,0.384615384615385,0,0.2,0,1,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,FALSE,TRUE,TRUE,FALSE,FALSE
"337",337,"Costa Rica",2014,2014-01-12,1,1,NA,"0.875","Multivision Canal 9",NA,NA,"Santa Ana","Freddy Serrano;Laura Martínez",NA,5,"Johnny Araya Monge;José María Villalta;Otto Guevara;Rodolfo Piza;Luis Guillermo Solís","sin ausencias conocidas",NA,120,NA,"moderadores;duelo","FALSE","0.0","4.0","0.0","bloques;libre","TRUE","FALSE","0.0",NA,0,"1",NA,2,0,5,"FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",2,13,0.384615384615385,0,0,0,0,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,TRUE,FALSE,FALSE,FALSE,FALSE
"338",338,"Costa Rica",2014,2014-01-15,1,1,NA,"0.75","Extra TV","""Debate del Pueblo"", #YoDecido, #Debate42",NA,"Club Unión","Alexis Jiménez",NA,6,"Rodolfo Piza;Luis Guillermo Solís;Otto Guevara;Johnny Araya Monge;José María Villalta;Sergio Mena","sin ausencias conocidas",NA,120,NA,"virtuales","NA","3.0","NA","NA","puntuales","NA","NA",NA,NA,0,"1",NA,1,0,6,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,13,0.461538461538462,0,0,0,0,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,TRUE,FALSE,FALSE,FALSE,FALSE
"339",339,"Costa Rica",2014,2014-01-19,1,1,NA,"0.791666666666667","Teletica Canal 7","""Debate Presidencial 7""",NA,"Estudio Marco Picado","Ignacio Santos",NA,5,"Luis Guillermo Solís;José María Villalta;Rodolfo Jhonny Araya;Otto Guevara;Rodolfo Piza","sin ausencias conocidas",NA,120,NA,"duelo;libre","FALSE","0.0","5.0","0.0","bloques;libre","FALSE","FALSE","0.0",NA,0,"1",NA,1,0,5,"FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",2,13,0.384615384615385,0,0,0,0,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,TRUE,FALSE,FALSE,FALSE,FALSE
"340",340,"Costa Rica",2014,2014-01-27,1,1,NA,"0.791666666666667","Repretel Canal 6","""El debate de la verdad""",NA,"Nova Cinemas, en Avenida Escazú","Djenane Villanueva","Alexis Rojas;Amelia Rueda,Evelyn Fachler;Jerry Alfaro;Milena Fernández;H. Felhenblad;B. Fernandez;José Melendez;Glenda Umaña",5,"Rodolfo Piza;Johnny Araya Monge;José María Villalta;Otto Guevara;Luis Guillermo Solís","sin ausencias conocidas",NA,150,NA,"periodistas;duelo","FALSE","0.0","4.0","0.0","puntuales;libre","FALSE","FALSE","0.0",NA,0,"1","8",1,0,5,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,13,0.384615384615385,0,0,0,0,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,TRUE,FALSE,FALSE,FALSE,FALSE
"341",341,"Costa Rica",2014,2014-09-03,1,1,NA,"0.6875","UCR Universidad de Costa Rica",NA,NA,"Auditorio de la Ciudad de la Investigación de la Universidad de Costa Rica","Giselle Boza",NA,4,"Luis Guillermo Solís;José María Villalta;José Miguel Corrales Bolaños;Otto Guevara","sin ausencias conocidas",NA,NA,NA,"duelo;sectores;expositivo","FALSE","0.0","4.0","NA","puntuales;libre","FALSE","FALSE","Estudiantes","4.0",0,"1",NA,1,0,4,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE",2,13,0.307692307692308,0,0,0,0,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,FALSE,FALSE,TRUE,FALSE,FALSE
"342",342,"Costa Rica",2014,2014-01-23,1,1,NA,"0.791666666666667","UCR Universidad de Costa Rica","""Foro presidencial 2014"", #DebateUCR",NA,"Sala Multiusos de la Escuela de Estudios Generales","Henning Jensen",NA,8,"Héctor Monestel Herrera;Walter Muñoz;Óscar López;José María Villalta;José Manuel Echandi;Justo Orozco;Sergio Mena;Jose Miguel Corrales Bolanos","Johnny Araya Monge;Rodolfo Piza;Otto Guevara;Luis Guillermo Solis","2.0",NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,0,"1",NA,1,4,12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,13,0.923076923076923,0,0.333333333333333,0,1,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,FALSE,FALSE,TRUE,FALSE,FALSE
"343",343,"Costa Rica",2018,2017-11-02,1,1,NA,"0.75","UCR Universidad de Costa Rica",NA,NA,"Campus Rodrigo Facio","María Fernanda Jiménez Naranjo;Marlon Mora Jiménez","Rodolfo González Mora;Ernesto Rivera Casasola;Jimena Soto Vargas",8,"primer bloque: Carlos Alvarado Quesada;Otto Guevara;Rodolfo Hernández;Stephanie Campos;Mario Redondo Poveda; segundo bloque: Jhon Vega;Edgardo Araya;Sergio Mena","Antonio Álvarez Desanti;Óscar López;Fabricio Alvarado Muñoz;Rodolfo Piza;Juan Diego Castro",NA,NA,NA,"apertura;periodistas;duelo","FALSE","0.0","4.0","1.0","puntuales;libre","TRUE","FALSE","0.0",NA,1,"1","3",2,5,13,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,13,1,43.91,0.384615384615385,16.8884615384615,1,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,FALSE,FALSE,TRUE,FALSE,FALSE
"344",344,"Costa Rica",2018,2017-11-02,1,1,NA,"0.791666666666667","UCR Universidad de Costa Rica",NA,NA,"desarrollado en un centro penitenciario, específicamente en la Unidad de Atención Integral Reinaldo Villalobos","Giselle Boza;Andrés Ortiz","Jordan Solano;Jorge Salas;Ernesto Hamilton;Shirley Sanchez;Carlos;;",7,"Antonio Álvarez Desanti;Sergio Mena;Jhon Vega;Óscar López;Carlos Alvarado Quesada;Rodolfo Hernández;Fabricio Alvarado Muñoz","Mario Redondo Poveda;Otto Guevara;Rodolfo Piza;Juan Diego Castro",NA,NA,NA,"sectores;moderadores;duelo","FALSE","0.0","4.0","1.0","puntuales;libre","FALSE","FALSE","Presidiarios","4.0",0,"1","7",2,4,11,"FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,13,0.846153846153846,26.53,0.363636363636364,9.64727272727273,1,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,FALSE,FALSE,TRUE,FALSE,FALSE
"345",345,"Costa Rica",2018,2018-03-22,1,2,NA,"0.833333333333333","Repretel Canal 6",NA,NA,NA,"Jerry Alfaro;Djenane Villanueva","Ronulfo Jimenez;Eliecer Feinzaig;Federico Villalobos;Jose Antonio Corderos;Gloria Valerin;Carolina Alvarez;Alfredo Chirino;Erika Hernandez",2,"Fabricio Alvarado Muñoz;Carlos Alvarado Quesada","sin ausencias conocidas",NA,NA,NA,"expertos;moderadores;duelo","FALSE","0.0","4.0","0.0","bloques;libre","FALSE","FALSE","Profesionales",NA,0,"1","8",2,0,2,"FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",2,2,1,0,0,0,0,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,TRUE,FALSE,FALSE,FALSE,FALSE
"346",346,"Costa Rica",2018,2018-01-07,1,1,NA,"0.59375","TSE Tribunal Supremo Electoral IFED (Costa Rica)","""Debate de Todos"" , #DebateDeTodos",NA,"auditorio del TSE, San Jose","Liliana Carranza",NA,13,"primero: Mario Redondo Poveda;Oscar López;Edgardo Araya;Juan Diego Castro;Antonio Álvarez Desanti;Sergio Mena;Fabricio Alvarado Muñoz; segundo: Rodolfo Hernández;Carlos Alvarado Quesada;Jhon Vega;Rodolfo Piza;Otto Guevara;Stephanie Campos","sin ausencias conocidas","2.0",120,NA,"moderadores;virtuales;duelo","FALSE","3.0","4.0","0.0","puntuales;libre","FALSE","FALSE","0.0",NA,0,"1",NA,1,0,13,"FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,13,1,0,0,0,0,"LIMITACIONES","ORGANIZAR","GARANTÍAS",3,4,2,9,FALSE,FALSE,FALSE,TRUE,FALSE
