"","id_debate","cat_pais","ncat_eleccion","t_fecha","dico_certidumbre","ncat_ronda","dico_pre_vice_candidaturas","t_hora","str_organizador","str_titulo","dico_streaming","str_sede","str_moderadores","str_panelistas","n_presentes","str_presentes","str_ausentes","n_jornadas","n_duracion","dico_obligatorio","cat_formato","dico_ddreplica","ncat_ppac","ncat_competencia","dico_analisis","cat_temas","dico_comentarios","dico_inserts","cat_panel","ncat_panel","dico_analytics","n_strorganizador","n_panelistas","n_moderadores","n_ausentes","n_invitados","dico_formato_apertura","dico_formato_libre","dico_formato_duelo","dico_formato_moderadores","dico_formato_periodistas","dico_formato_sectores","dico_formato_expertos","dico_formato_virtuales","dico_formato_expositivo","dico_formato_presentes","dico_temas_puntuales","dico_temas_libre","dico_temas_monotema","dico_temas_bloques","cat_ballotage","n_candidaturas","n_proporcioninvitados","n_porcentajeausentes","n_proporcionausentes","n_indexausentes","dico_ausencias","cat_regmedios","cat_regestado","cat_regcandidatos","ncat_regmedios","ncat_regestado","ncat_regcandidatos","ncat_totreg","dico_org_mmc","dico_org_osc","dico_org_educ","dico_org_estado","dico_org_mmp"
"1",1,"Brasil",1989,1989-07-17,1,1,"FALSE","0.895833333333333","Rede Bandeirantes","""Primeiro Encontro dos Presidenciáveis""",NA,NA,"Marília Gabriela","Fernando Mitre;José Paulo de Andrade;Augusto Nunes",9,"Leonel Brizola;Luiz Inácio Lula da Silva;Mário Covas;Paulo Maluf;Aureliano Chaves;Guilherme Afif Domingos;Roberto Freire;Ronaldo Caiado;Affonso Camargo","Fernando Collor de Mello;Ulysses Guimaraes",NA,165,NA,"duelo;periodistas","TRUE","0.0","4.0","0.0","puntuales;libre","TRUE","TRUE","0.0","0.0",0,"1","3",1,2,11,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,22,0.5,32.95,0.181818181818182,5.99090909090909,1,"POSIBILIDAD","POSIBILIDAD","POSIBILIDAD",1,1,1,3,TRUE,FALSE,FALSE,FALSE,FALSE
"2",2,"Brasil",1989,1989-11-12,1,1,"FALSE","0.916666666666667","SBT","""Primeiro Debate dos Presidenciáveis no SBT"" / ""A Hora Decisao""",NA,NA,"Boris Casoy","Luiz Gernando Emediato;Dacio Nitrini;Sergio Rondino",7,"Leonel Brizola;Paulo Maluf;Guilherme Afif Domingos;Roberto Freire;Ronaldo Caiado;Luiz Inacio Lula da Silva;Mario Covas","Fernando Collor de Mello;Ulysses Guimaraes;Aureliano Chaves",NA,240,NA,"periodistas","TRUE","0.0","3.0","0.0","puntuales","TRUE","TRUE","0.0","0.0",0,"1","3",1,3,10,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,22,0.454545454545454,33.78,0.3,10.134,1,"POSIBILIDAD","POSIBILIDAD","POSIBILIDAD",1,1,1,3,TRUE,FALSE,FALSE,FALSE,FALSE
"3",3,"Brasil",1989,1989-11-05,1,1,"FALSE","0.902777777777778","Rede Bandeirantes",NA,NA,NA,"Marília Gabriela","Fernando Mitre;José Paulo de Andrade;Augusto Nunes",7,"Leonel Brizola;Paulo Maluf;Guilherme Afif Domingos;Roberto Freire;Ronaldo Caiado;Luiz Inacio Lula da Silva;Mario Covas","Fernando Collor de Mello;Silvio Santos;Ulysses Guimaraes;Aureliano Chaves",NA,NA,NA,"apertura;duelo;moderadores","TRUE","0.0","4.0","0.0","puntuales;libre","TRUE","TRUE","0.0","0.0",0,"1","3",1,4,11,"TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,22,0.5,47.78,0.363636363636364,17.3745454545455,1,"POSIBILIDAD","POSIBILIDAD","POSIBILIDAD",1,1,1,3,TRUE,FALSE,FALSE,FALSE,FALSE
"4",4,"Brasil",1989,1989-08-14,1,1,"FALSE","0.895833333333333","Rede Bandeirantes","""Encontro dos Presidenciáveis""",NA,NA,"Marília Gabriela","José Paulo de Andrade;Fernando Mitre;José Augusto Ribeiro",10,"primero: Leonel Brizola;Paulo Maluf;Aureliano Chaves;Guilherme Afif Domingos;Roberto Freire;segundo: Mario Covas;Luiz Inácio Lula da Silva;Ulysses Guimaraes;Ronaldo Caiado;Affonso Camargo","Fernando Collor de Mello","en dos dias",NA,NA,"apertura;periodistas;duelo","TRUE","0.0","4.0","0.0","puntuales;libre","TRUE","TRUE","0.0","0.0",0,"1","3",1,1,11,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,22,0.5,28.52,0.0909090909090909,2.59272727272727,1,"POSIBILIDAD","POSIBILIDAD","POSIBILIDAD",1,1,1,3,TRUE,FALSE,FALSE,FALSE,FALSE
"5",5,"Brasil",1989,1989-10-16,1,1,"FALSE","0.875","Rede Bandeirantes",NA,NA,NA,"Marília Gabriela","José Paulo de Andrade;Fernando Mitre;Luiz Gutemberg;José Augusto Ribeiro",7,"Leonel Brizola;Paulo Maluf;Guilherme Afif Domingos;Roberto Freire;Ronaldo Caiado;Luiz Inacio Lula da Silva;Mario Covas","Fernando Collor de Mello;Ulysses Guimaraes;Aureliano Chaves;Affonso Camargo",NA,180,NA,"apertura;periodistas;duelo","TRUE","0.0","4.0","0.0","puntuales;libre","TRUE","TRUE","0.0","0.0",0,"1","4",1,4,11,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,22,0.5,34.3,0.363636363636364,12.4727272727273,1,"POSIBILIDAD","POSIBILIDAD","POSIBILIDAD",1,1,1,3,TRUE,FALSE,FALSE,FALSE,FALSE
"6",6,"Brasil",1989,1989-07-20,1,1,"FALSE","0.951388888888889","Rede Manchete;Conselho Nacional de Defesa dos Direitos da Mulher","""Os Presidenciáveis - Debate""",NA,"nos estúdios do Rede Manchete",NA,"Jacqueline Pitanguy;Sonia Pomepu",10,"Leonel Brizola;Paulo Maluf;Guilherme Afif Domingos;Roberto Freire;Ronaldo Caiado;Luiz Inacio Lula da Silva;Mario Covas;Ulysses Guimaraes;Affonso Camargo;Aureliano Chaves","Fernando Collor de Mello",NA,NA,NA,"periodistas;moderadores","NA","0.0","0.0","0.0","monotema","FALSE","FALSE","Mujeres","2.0",0,"2","2",NA,1,11,"FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",2,22,0.5,28.52,0.0909090909090909,2.59272727272727,1,"POSIBILIDAD","POSIBILIDAD","POSIBILIDAD",1,1,1,3,TRUE,FALSE,FALSE,TRUE,FALSE
"7",7,"Brasil",1989,1989-12-03,1,2,"FALSE","0.895833333333333","Rede Globo;SBT;Rede Manchete;Rede Bandeirantes","""Debate Dos Candidatos""",NA,"TV Manchete","Marília Gabriela;Boris Casoy;Alexandre Garcia;Eliakim Araújo","Luis Fernando Emediato;Fernando Mitre;Joelmir Betting;Carlos Chagas",2,"Fernando Collor de Mello;Luiz Inácio Lula da Silva","sin ausencias conocidas",NA,150,NA,"moderadores;periodistas;duelo","FALSE","0.0","4.0","0.0","bloques","TRUE","FALSE","0.0","0.0",0,"4","4",4,0,2,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",2,2,1,0,0,0,0,"POSIBILIDAD","POSIBILIDAD","POSIBILIDAD",1,1,1,3,TRUE,FALSE,FALSE,FALSE,FALSE
"8",8,"Brasil",1989,1989-12-14,1,2,"FALSE","0.895833333333333","Rede Globo;SBT;Rede Manchete;Rede Bandeirantes",NA,NA,"TV Bandeirantes","Marília Gabriela;Boris Casoy;Alexandre Garcia;Eliakim Araújo","Luis Fernando Emediato;Joelmir Betting;Villas-Boas Correa;Fernando Mitre",2,"Fernando Collor de Mello;Luiz Inácio Lula da Silva","sin ausencias conocidas",NA,NA,NA,"moderadores;periodistas;duelo","FALSE","0.0","4.0","0.0","bloques","TRUE","FALSE","0.0","0.0",0,"4","4",4,0,2,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",2,2,1,0,0,0,0,"POSIBILIDAD","POSIBILIDAD","POSIBILIDAD",1,1,1,3,TRUE,FALSE,FALSE,FALSE,FALSE
"9",9,"Brasil",1994,1994-07-25,1,1,"FALSE","0.9375","Associação Comercial do Rio de Janeiro",NA,NA,"TV Manchete","Marcia Perciel","Humberto Mota;Felix De Bulhoes;Mário Amato;Guilherme Afif Domingos;Jorge Gerdau Johannpeter",6,"Fernando Henrique Cardoso;Leonel Brizola;Enéas Ferreira Carneiro;Esperidião Amin;Flávio Gurgel Rocha;Hernani Goulart Fortuna","Luiz Inacio Lula da Silva;Orestes Quércia;Walter Queiróz",NA,NA,NA,"sectores","FALSE","4.0","0.0","0.0","monotema","FALSE","FALSE","Empresarios",NA,0,"1","5",1,3,9,"FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",1,8,1.125,31.42,0.333333333333333,10.4733333333333,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,FALSE,TRUE,FALSE,FALSE,FALSE
"10",10,"Brasil",1994,1994-08-24,1,1,"FALSE","0.9375","Associação Brasileira de Imprensa","Debate dos Presindeciaveis",NA,"Auditorio da A.B.I","Carlos Chagas","Villas-Boas Correa;Barbosa Lima Sobrinho;Miriam Leitão;Teodomiro Braga;Murillo Melo Filho;Ricardo Socca",5,"Esperidião Amin;Leonel Brizola;Enéas Ferreira Carneiro;Hernani Goulart Fortuna;Luiz Inacio Lula da Silva","Fernando Henrique Cardoso;Orestes Quércia",NA,NA,NA,"periodistas;duelo;moderadores","FALSE","0.0","4.0","0.0","puntuales","FALSE","FALSE","0.0","0.0",0,"1","6",1,2,7,"FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",1,8,0.875,58.65,0.285714285714286,16.7571428571429,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"11",11,"Brasil",1994,1994-08-17,1,1,"FALSE","0.9375","Rede Bandeirantes",NA,NA,NA,"Marilia Gabriela","Luiz Gutemberg;Luis Nassif;Francisco Pinheiro;Antonio Téllez;Fernando Mitre",7,"Fernando Henrique Cardoso;Luiz Inácio Lula da Silva;Orestes Quércia;Leonel Brizola;Hernani Goulart Fortuna;Esperidião Amin;Enéas Carneiro","sin ausencias conocidas",NA,NA,NA,"periodistas;duelo","TRUE","0.0","4.0","0.0","puntuales;libre","FALSE","TRUE","0.0","0.0",0,"1","5",1,0,7,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",1,8,0.875,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"12",12,"Brasil",2002,2002-08-04,1,1,"FALSE",NA,"Rede Bandeirantes",NA,NA,NA,"Márcia Perciel",NA,4,"Luiz Inácio Lula da Silva;José Serra;Ciro Gomes;Anthony Garotinho","sin ausencias conocidas",NA,120,NA,"apertura;periodistas;duelo","TRUE","1.0","4.0","0.0","puntuales;libre","TRUE","FALSE","0.0","0.0",0,"1",NA,1,0,4,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,6,0.666666666666667,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"13",13,"Brasil",2002,2002-09-02,1,1,"FALSE",NA,"Rede Record",NA,NA,NA,"Boris Casoy",NA,4,"Luiz Inácio Lula da Silva;José Serra;Ciro Gomes;Anthony Garotinho","sin ausencias conocidas",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,0,"1",NA,1,0,4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",2,6,0.666666666666667,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"14",14,"Brasil",2002,2002-10-03,1,1,"FALSE","0.916666666666667","Rede Globo",NA,NA,"estúdio da Central Globo de Produção (CGP), em Jacarepaguá","William Bonner",NA,4,"Luiz Inácio Lula da Silva;José Serra;Ciro Gomes;Anthony Garotinho","sin ausencias conocidas",NA,150,NA,"moderador;duelo","TRUE","0.0","4.0","0.0","puntuales","FALSE","FALSE","0.0","0.0",0,"1",NA,1,0,4,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,6,0.666666666666667,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"15",15,"Brasil",2002,2002-10-25,1,2,"FALSE",NA,"Rede Globo",NA,NA,NA,"William Bonner",NA,2,"Luiz Inácio Lula da Silva;José Serra","sin ausencias conocidas",NA,NA,NA,"moderadores;presentes","TRUE","4.0","3.0","0.0","puntuales","TRUE","FALSE","0.0","0.0",0,"1",NA,1,0,2,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"16",16,"Brasil",2006,2006-08-14,1,1,"FALSE","0.875","Rede Bandeirantes",NA,NA,NA,"Ricardo Boechat","Franklin de Sousa Martins;Joelmir Betting;José Paulo de Andrade",5,"Geraldo Alckmin;José Maria Eymael;Luciano Bivar;Cristovam Buarque;Heloisa Helena","Luiz Inácio Lula da Silva",NA,NA,NA,"apertura;periodistas;duelo","TRUE","1.0","4.0","0.0","puntuales;libre","TRUE","FALSE","0.0","0.0",0,"1","3",1,1,6,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,7,0.857142857142857,46.61,0.166666666666667,7.76833333333333,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"17",17,"Brasil",2006,2006-09-14,1,1,"FALSE","Durante a madrugada","TV Gazeta",NA,NA,NA,"Maria Lydia Flândoli",NA,NA,"sin datos","sin datos",NA,NA,NA,"NA","NA","NA","NA","NA",NA,"NA","NA",NA,NA,0,"1",NA,1,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,2,7,NA,NA,NA,NA,NA,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"18",18,"Brasil",2006,2006-09-28,1,1,"FALSE","0.9375","Rede Globo",NA,NA,NA,"William Bonner",NA,3,"Geraldo Alckmin;Cristovam Buarque;Heloisa Helena","Luiz Inácio Lula da Silva",NA,110,NA,"duelo","NA","0.0","4.0","0.0","puntuales;libre","FALSE","FALSE",NA,NA,0,"1",NA,1,1,4,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,7,0.571428571428571,46.61,0.25,11.6525,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"19",19,"Brasil",2006,2006-10-08,1,2,"FALSE","0.854166666666667","Rede Bandeirantes",NA,NA,NA,"Ricardo Boechat",NA,2,"Geraldo Alckmin;Luiz Inácio Lula da Silva","sin ausencias conocidas",NA,NA,NA,"apertura;periodistas;duelo","TRUE","0.0","4.0","0.0","puntuales;libre","TRUE","FALSE","0.0","0.0",0,"1",NA,1,0,2,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"20",20,"Brasil",2006,2006-10-19,1,2,"FALSE","0.875","SBT",NA,NA,NA,"Ana Paula Padrão",NA,2,"Geraldo Alckmin;Luiz Inácio Lula da Silva","sin ausencias conocidas",NA,NA,NA,"duelo","TRUE","0.0","4.0","0.0","puntuales;libre","FALSE","FALSE","0.0","0.0",0,"1",NA,1,0,2,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"21",21,"Brasil",2006,2006-10-23,1,2,"FALSE","0.958333333333333","Rede Record",NA,NA,NA,"Celso Freitas",NA,2,"Geraldo Alckmin;Luiz Inácio Lula da Silva","sin ausencias conocidas",NA,NA,NA,"duelo","NA","0.0","4.0","0.0","libre","FALSE","FALSE",NA,NA,0,"1",NA,1,0,2,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"22",22,"Brasil",2006,2006-10-27,1,2,"FALSE","0.9375","Rede Globo",NA,NA,NA,"William Bonner",NA,2,"Geraldo Alckmin;Luiz Inácio Lula da Silva","sin ausencias conocidas",NA,110,NA,"presentes","TRUE","4.0","3.0","0.0","puntuales","TRUE","FALSE","0.0","0.0",0,"1",NA,1,0,2,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"23",23,"Brasil",2010,2010-08-05,1,1,"FALSE","0.875","Rede Bandeirantes",NA,NA,"São Paulo, SP
 Rua dos Radiantes, 13, Morumbi","Ricardo Boechat","Joelmir Betting;José Paulo de Andrade",4,"Marina Silva;José Serra;Dilma Rousseff;Plinio Sampaio","sin ausencias conocidas",NA,NA,NA,"apertura;periodistas;duelo","TRUE","1.0","4.0","0.0","puntuales;libre","TRUE","FALSE","0.0","0.0",0,"1","2",1,0,4,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,9,0.444444444444444,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"24",24,"Brasil",2010,2010-08-18,1,1,"FALSE",NA,"FSP;UOL",NA,"TRUE","Tuca, teatro da PUC-SP (Pontifícia Universidade Católica de São Paulo)","Fernando Rodrigues","Rodrigo Flores;Renata Lo Prete;Josias de Souza",3,"Marina Silva;José Serra;Dilma Rousseff","sin ausencias conocidas",NA,120,NA,"duelo;virtuales;periodistas","TRUE","3.0","4.0","0.0","puntuales;libre","FALSE","FALSE","0.0","0.0",0,"2","3",1,0,3,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,9,0.333333333333333,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"25",25,"Brasil",2010,2010-08-23,1,1,"FALSE","0.916666666666667","TV Canção Nova;Rede Aparecida",NA,NA,"auditorio de la Facultad Santa Marcelina en Sao Paulo","Antônio Cesar Moreira Miguel","José Maria Mayrink;Martin Andrada;Raphael Leal;Padre Valdir Joao Silveira;Dom Leonardo de Miranda Pereira",3,"Marina Silva;José Serra;Plinio Sampaio","Dilma Rousseff",NA,NA,NA,"moderadores;periodistas;sectores","FALSE","0.0","3.0","0.0","puntuales","TRUE","FALSE","Iglesia","3.0",0,"2","5",1,1,4,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,9,0.444444444444444,0,0.25,0,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"26",26,"Brasil",2010,2010-09-08,1,1,"FALSE","0.958333333333333","TV Gazeta;O Estado de São Paulo",NA,NA,"São Paulo, SP
 Av. Paulista, 900 - Cerqueira César","Maria Lydia Flandoli","Paulo Markun;Celso Ming;Silvia Corrêa;João Bosco Rabelo",3,"Marina Silva;José Serra;Plinio Sampaio","Dilma Rousseff",NA,NA,NA,"apertura;periodistas;duelo","TRUE","0.0","4.0","0.0","puntuales;libre","FALSE","FALSE","0.0","0.0",0,"2","4",1,1,4,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,9,0.444444444444444,0,0.25,0,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"27",27,"Brasil",2010,2010-09-12,1,1,"FALSE","0.875","RedeTV!;FSP",NA,NA,"Osasco, SP
 Av. Presidente Kennedy, 2869
 Vila São José - Osasco - SP","Kennedy Alencar","Renata Lo Prete;Patrícia Zorzan",4,"Dilma Rousseff;José Serra;Marina Silva;Plínio Sampaio","sin ausencias conocidas",NA,NA,NA,"apertura;periodistas;duelo","TRUE","0.0","4.0","0.0","puntuales;libre","FALSE","FALSE","0.0","0.0",0,"2","2",1,0,4,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,9,0.444444444444444,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"28",28,"Brasil",2010,2010-09-20,1,1,"FALSE","0.895833333333333","SBT",NA,NA,"Primeiro debate presidencial realizado na região Nordeste, localizado nos estúdios da TV Jornal (Recife/PE). Recife, PE.  Rua Capitão Lima, 250.  Santo Amaro - Recife - PE","Carlos Nascimento","NA",3,"Marina Silva;José Serra;Plinio Sampaio","Dilma Rousseff",NA,150,NA,"apertura;periodistas;duelo","TRUE","2.0","4.0","0.0","monotema","TRUE","FALSE","0.0","0.0",0,"1","NA",1,1,4,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",2,9,0.444444444444444,0,0.25,0,1,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"29",29,"Brasil",2010,2010-09-23,1,1,"FALSE","0.895833333333333","Universidade Católica de Brasília;TV Senado;Associação Brasileira das Universidades Comunitárias ABRUC;Comissão Brasileira de Justiça e Paz CBJP;Associação Nacional de Educação Católica ANEC",NA,NA,"Universidade Católica de Brasília","Beto Almeida","NA",4,"Marina Silva;José Serra;Dilma Rousseff;Plinio Sampaio","sin ausencias conocidas",NA,NA,NA,"sectores;duelo","FALSE","0.0","4.0","0.0","puntuales","TRUE","FALSE","Iglesia","4.0",0,"5","NA",1,0,4,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",2,9,0.444444444444444,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,FALSE,TRUE,TRUE,FALSE,TRUE
"30",30,"Brasil",2010,2010-09-26,1,1,"FALSE","0.875","Rede Record","""A hora da decisao""",NA,"Rio de Janeiro, RJ  RecNov  Estrada dos Bandeirantes, 23.505, Vargem Grande","Celso Freitas","Adriana AraujoNA;Christina LemosNA;Renata AlvesNA(infiero por video)",4,"José Serra;Dilma Rousseff;Plinio Sampaio;Marina Silva","sin ausencias conocidas",NA,NA,NA,"duelo;periodistas","NA","0.0","4.0","0.0","puntuales;libre","TRUE","FALSE",NA,NA,0,"1","3",1,0,4,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,9,0.444444444444444,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"31",31,"Brasil",2010,2010-09-30,1,1,"FALSE","0.9375","Rede Globo",NA,NA,"Rio de Janeiro, RJ
 Central Globo de Produção
 Estrada dos Bandeirantes, 6700, Jacarepaguá","William Bonner",NA,4,"José Serra;Dilma Rousseff;Plinio Sampaio;Marina Silva","sin ausencias conocidas",NA,NA,NA,"duelo","TRUE","0.0","4.0","0.0","puntuales;libre","FALSE","FALSE","0.0","0.0",0,"1",NA,1,0,4,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,9,0.444444444444444,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"32",32,"Brasil",2010,2010-10-10,1,2,"FALSE","0.916666666666667","Rede Bandeirantes",NA,NA,"São Paulo, SP
 Rua dos Radiantes, 13, Morumbi","Ricardo Boechat",NA,2,"José Serra;Dilma Rousseff","sin ausencias conocidas",NA,NA,NA,"apertura;duelo","TRUE","0.0","4.0","0.0","libre","FALSE","FALSE","0.0","0.0",0,"1",NA,1,0,2,"TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
"33",33,"Brasil",2010,2010-10-17,1,2,"FALSE","0.881944444444444","RedeTV!;FSP",NA,NA,"Osasco, SP
 Av. Presidente Kennedy, 2869
 Vila São José - Osasco - SP","Kennedy Alencar","Renata Lo Prete;Patrícia Zorzan",2,"José Serra;Dilma Rousseff","sin ausencias conocidas",NA,NA,NA,"apertura;periodistas;duelo","TRUE","0.0","4.0","0.0","puntuales;libre","FALSE","FALSE","0.0","0.0",0,"2","2",1,0,2,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE",2,2,1,0,0,0,0,"LIMITACIONES","FISCALIZAR","GARANTÍAS",3,2,2,7,TRUE,FALSE,FALSE,FALSE,FALSE
