cat_pais,ncat_eleccion,ncat_ronda,nombres_candidatos,ninvitaciones,source_invitaciones
Costa Rica,2010,1,Mayra Gonzalez,1,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2010,1,Oscar Lopez,2,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2010,1,Otto Guevara,4,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2010,1,Otton Solis,4,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2010,1,Rolando Araya,1,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2010,1,Walter Munoz,1,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2014,1,Carlos Avendano,3,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2014,1,Hector Monestel Herrera,4,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2014,1,Johnny Araya Monge,9,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2014,1,Jose Manuel Echandi,4,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2014,1,Jose Maria Villalta,10,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2014,1,Jose Miguel Corrales Bolanos,5,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2014,1,Justo Orozco,4,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2014,1,Luis Guillermo Solis,10,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2014,1,Oscar Lopez,4,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2014,1,Otto Guevara,10,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2014,1,Rodolfo Piza,9,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2014,1,Sergio Mena,5,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2014,1,Walter Munoz,3,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,1,Antonio Alvarez Desanti,12,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,1,Carlos Alvarado Quesada,12,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,1,Edgardo Araya,10,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,1,Fabricio Alvarado Munoz,10,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,1,Jhon Vega,7,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,1,Juan Diego Castro,10,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,1,Mario Redondo Poveda,8,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,1,Oscar Lopez,6,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,1,Otto Guevara,9,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,1,Rodolfo Hernandez,11,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,1,Rodolfo Piza,11,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,1,Sergio Mena,7,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,1,Stephanie Campos,5,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,2,Carlos Alvarado Quesada,9,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2018,2,Fabricio Alvarado Munoz,9,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Carmen Quesada,2,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Christian Rivera,2,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Eduardo Cruickshank,2,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Eliecer Feinzaig,12,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Fabricio Alvarado Munoz,11,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Federico Malavassi,3,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Greivin Moya,2,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Jhon Vega,2,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Jose Maria Figueres,11,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Jose Maria Villalta,13,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Lineth Saborio,10,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Luis Alberto Cordero,4,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Maricela Morales,2,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Martin Chinchilla,2,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Natalia Diaz,4,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Oscar Campos,2,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Oscar Lopez,3,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Rodolfo Hernandez,4,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Rodolfo Piza,4,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Rodrigo Chaves,12,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Rolando Araya,6,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Roulan Jimenez,2,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Sergio Mena,3,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Walter Munoz,2,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,1,Welmer Ramos,8,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,2,Jose Maria Figueres,5,Elaboracion propia con base en Franco Hantzsch (2022)
Costa Rica,2022,2,Rodrigo Chaves,5,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,1979,1,Abdon Calderon,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,1979,1,Jaime Roldos,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,1979,1,Raul Clemente Huerta,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,1979,1,Rene Mauge,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,1979,1,Rodrigo Borja,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,1979,1,Sixto Duran Ballen,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,1979,2,Jaime Roldos,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,1979,2,Sixto Duran Ballen,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,1984,2,Leon Febres Cordero,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,1984,2,Rodrigo Borja,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2006,1,Alvaro Noboa,2,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2006,1,Cynthia Viteri,2,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2006,1,Fernando Rosero,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2006,1,Leon Roldos,2,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2006,1,Luis Macas Ambuludi,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2006,1,Rafael Correa,2,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2013,1,Alberto Acosta,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2013,1,Alvaro Noboa,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2013,1,Guillermo Lasso,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2013,1,Lucio Gutierrez,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2013,1,Mauricio Rodas,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2013,1,Nelson Zavala,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2013,1,Norman Wray,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2013,1,Rafael Correa,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2017,1,Abdala Bucaram,2,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2017,1,Cynthia Viteri,2,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2017,1,Guillermo Lasso,2,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2017,1,Ivan Espinel,2,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2017,1,Lenin Moreno,2,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2017,1,Paco Moncayo,2,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2017,1,Patricio Zuquilanda,2,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2017,1,Washington Pesantes,2,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Andres Arauz,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Carlos Sagnay,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Cesar Montufar,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Gerson Almeida,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Giovanny Andrade,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Guillermo Celi,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Guillermo Lasso,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Gustavo Larrea,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Isidro Romero,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Juan Fernando Velasco,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Lucio Gutierrez,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Paul Carrasco,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Pedro Freile,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Xavier Hervas,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Ximena Pena,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,1,Yaku Perez,3,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,2,Andres Arauz,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2021,2,Guillermo Lasso,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2023,1,Bolivar Armijos,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2023,1,Daniel Noboa Azin,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2023,1,Jan Topic,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2023,1,Luisa Gonzalez,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2023,1,Otto Sonnenholzner,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2023,1,Xavier Hervas,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2023,1,Yaku Perez,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2023,2,Daniel Noboa Azin,1,Elaboracion propia con base en Franco Hantzsch (2022)
Ecuador,2023,2,Luisa Gonzalez,1,Elaboracion propia con base en Franco Hantzsch (2022)
El Salvador,1999,1,Facundo Guardado,1,Elaboracion propia con base en Franco Hantzsch (2022)
El Salvador,1999,1,Francisco Flores,1,Elaboracion propia con base en Franco Hantzsch (2022)
El Salvador,1999,1,Rodolfo Parker,1,Elaboracion propia con base en Franco Hantzsch (2022)
El Salvador,1999,1,Ruben Zamora,1,Elaboracion propia con base en Franco Hantzsch (2022)
El Salvador,1999,1,Salvador Nestor Garcia,1,Elaboracion propia con base en Franco Hantzsch (2022)
El Salvador,2014,1,Elias Antonio Saca,1,Elaboracion propia con base en Franco Hantzsch (2022)
El Salvador,2014,1,Norman Quijano,1,Elaboracion propia con base en Franco Hantzsch (2022)
El Salvador,2014,1,Oscar Lemu,1,Elaboracion propia con base en Franco Hantzsch (2022)
El Salvador,2014,1,Rene Rodriguez Hurtado,1,Elaboracion propia con base en Franco Hantzsch (2022)
El Salvador,2014,1,Salvador Sanchez Ceren,1,Elaboracion propia con base en Franco Hantzsch (2022)
El Salvador,2019,1,Carlos Calleja,2,Elaboracion propia con base en Franco Hantzsch (2022)
El Salvador,2019,1,Hugo Martinez,2,Elaboracion propia con base en Franco Hantzsch (2022)
El Salvador,2019,1,Josue Alvarado,2,Elaboracion propia con base en Franco Hantzsch (2022)
El Salvador,2019,1,Nayib Bukele,2,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,1995,2,Alfonso Portillo,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,1995,2,Alvaro Arzu,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2003,1,Alvaro Colom,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2003,1,Eduardo Suger,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2003,1,Fritz Garcia-Gallont,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2003,1,Leonel Lopez Rodas,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2003,1,Manuel Conde Orellana,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2003,1,Oscar Berger,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2003,2,Alvaro Colom,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2003,2,Oscar Berger,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2007,1,Alejandro Giammattei,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2007,1,Alvaro Colom,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2007,1,Eduardo Suger,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2007,1,Otto Perez Molina,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2007,1,Rigoberta Menchu,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2011,1,Adela de Torre,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2011,1,Alejandro Giammattei,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2011,1,Eduardo Suger,5,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2011,1,Harold Caballeros,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2011,1,Juan Gutierrez,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2011,1,Manuel Baldizon,5,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2011,1,Mario Estrada,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2011,1,Otto Perez Molina,5,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2011,1,Patricia de Arzu,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2011,1,Rigoberta Menchu,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2011,1,Sandra Torres,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2011,2,Manuel Baldizon,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2011,2,Otto Perez Molina,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,1,Alejandro Giammattei,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,1,Anibal Garcia,2,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,1,Jimmy Morales,4,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,1,Jose Angel Lopez,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,1,Juan Gutierrez,2,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,1,Lizardo Sosa,4,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,1,Luis Fernando Perez,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,1,Manuel Baldizon,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,1,Mario David Garcia,2,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,1,Mario Estrada,2,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,1,Miguel Angel Sandoval,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,1,Roberto Gonzalez,4,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,1,Sandra Torres,4,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,1,Zury Rios,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,2,Jimmy Morales,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2015,2,Sandra Torres,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Alejandro Giammattei,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Amilcar Rivera,2,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Anibal Garcia,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Benito Morales,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Danilo Roca,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Edmond Mulet,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Edwin Escobar,2,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Estuardo Galdamez,2,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Fredy Cabrera,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Hector Estrada,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Isaac Farchi,2,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Jose Luis Chea Urruela,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Luis Velasquez,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Manfredo Marroquin,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Manuel Villacorta,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Pablo Duarte,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Pablo Ignacio Ceto,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Roberto Arzu,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Sandra Torres,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2019,1,Zury Rios,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Alvaro Trujillo,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Amilcar Pop,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Amilcar Rivera,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Armando Castillo,5,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Bernardo Arevalo,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Carlos Pineda,4,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Edmond Mulet,8,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Francisco Arredondo,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Giovanni Reyes,5,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Giulio Talamonti,5,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Hugo Pena,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Isaac Farchi,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Julio Rivera Claveria,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Luis Lam,4,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Manuel Conde Orellana,7,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Manuel Villacorta,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Rafael Espada,2,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Ricardo Sagastume,3,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Rudio Lecsan Merida,2,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Rudy Guzman,2,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Samuel Morales,2,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Sandra Torres,10,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,1,Zury Rios,9,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,2,Bernardo Arevalo,1,Elaboracion propia con base en Franco Hantzsch (2022)
Guatemala,2023,2,Sandra Torres,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,1993,1,Carlos Roberto Reina,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,1993,1,Jose Oswaldo Ramos Soto,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,1993,1,Marco Orlando Iriarte,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,1993,1,Olban Valladares,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2013,1,Andres Pavon Murillo,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2013,1,Iris Xiomara Castro de Zelaya,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2013,1,Jorge Rafael Aguilar,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2013,1,Juan Orlando Hernandez,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2013,1,Mauricio Villeda Bermudez,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2013,1,Orle Anibal Solis,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2013,1,Romeo Vasquez Velasquez,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2013,1,Salvador Nasralla,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2017,1,Eliseo Vallecillo Reyes,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2017,1,Isaias Fonseca Aguilar,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2017,1,Jose Alfonso Diaz Narvaez,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2017,1,Juan Orlando Hernandez,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2017,1,Lucas Evangelisto Aguilera,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2017,1,Luis Orlando Zelaya,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2017,1,Marlene Alvarenga,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2017,1,Romeo Vasquez Velasquez,1,Elaboracion propia con base en Franco Hantzsch (2022)
Honduras,2017,1,Salvador Nasralla,1,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,1994,1,Cuauhtemoc Cardenas,1,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,1994,1,Diego Fernandez de Cevallos,1,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,1994,1,Ernesto Zedillo,1,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2000,1,Cuauhtemoc Cardenas,2,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2000,1,Francisco Labastida,2,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2000,1,Gilberto Rincon,1,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2000,1,Manuel Camacho,1,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2000,1,Porfirio Munoz,1,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2000,1,Vicente Fox,2,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2006,1,Andres Manuel Lopez Obrador,2,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2006,1,Felipe Calderon,2,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2006,1,Patricia Mercado,2,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2006,1,Roberto Campa,2,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2006,1,Roberto Madrazo,2,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2012,1,Andres Manuel Lopez Obrador,3,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2012,1,Enrique Pena Nieto,3,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2012,1,Gabriel Quadri,3,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2012,1,Josefina Vazquez Mota,3,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2018,1,Andres Manuel Lopez Obrador,3,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2018,1,Jaime Rodriguez Calderon,3,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2018,1,Jose Antonio Meade Kuribrena,3,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2018,1,Margarita Zavala,1,Elaboracion propia con base en Franco Hantzsch (2022)
Mexico,2018,1,Ricardo Anaya Cortes,3,Elaboracion propia con base en Franco Hantzsch (2022)
Nicaragua,2006,1,Daniel Ortega,1,Elaboracion propia con base en Franco Hantzsch (2022)
Nicaragua,2006,1,Eden Pastora,1,Elaboracion propia con base en Franco Hantzsch (2022)
Nicaragua,2006,1,Edmundo Jarquin,1,Elaboracion propia con base en Franco Hantzsch (2022)
Nicaragua,2006,1,Eduardo Montealegre,1,Elaboracion propia con base en Franco Hantzsch (2022)
Nicaragua,2006,1,Jose Rizo,1,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,1994,1,Eduardo Vallarino Arjona,1,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,1994,1,Ernesto Perez Balladares,1,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,1994,1,Jose Salvador Munoz,1,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,1994,1,Mireya Moscoso,1,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,1994,1,Ruben Blades,1,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,1994,1,Ruben Dario Carles,1,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,1994,1,Samuel Lewis Galindo,1,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,2004,1,Guillermo Endara,4,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,2004,1,Jose Miguel Aleman,4,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,2004,1,Martin Torrijos,4,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,2004,1,Ricardo Martinelli,4,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,2009,1,Balbina Herrera,1,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,2009,1,Guillermo Endara,1,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,2009,1,Ricardo Martinelli,1,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,2014,1,Esteban Rodriguez,1,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,2014,1,Genaro Lopez,3,Elaboracion propia con base en Franco Hantzsch (2022)
Panama,2014,1,Gerardo Barroso,1,Elaboracion propia con base en Franco Hantzsch (2022)
