"","cat_pais","ncat_eleccion","ncat_ronda","gdpxcapita","source_gdp","gdpxcapita2","source_gdpxcapita2"
"126","El Salvador",1999,1,2941.48305151508,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2591.51000976562,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"127","El Salvador",2004,1,3065.41878796182,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2986.63989257812,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"128","El Salvador",2009,1,3314.29850047727,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3212.05004882812,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"129","El Salvador",2014,1,3686.09556191783,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3442.8701171875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"130","El Salvador",2014,2,3686.09556191783,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3442.8701171875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"131","El Salvador",2019,1,4104.91789162688,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"132","El Salvador",2024,1,NA,NA,NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"133","Guatemala",1966,1,2125.37920800995,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"134","Guatemala",1970,1,2398.71859403601,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"135","Guatemala",1974,1,2810.10782034552,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"136","Guatemala",1978,1,3181.28137072798,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"137","Guatemala",1982,1,3032.22777387798,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"138","Guatemala",1985,1,2718.25175317771,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"139","Guatemala",1985,2,2718.25175317771,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"140","Guatemala",1991,1,2733.86123825795,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2090.34008789062,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"141","Guatemala",1991,2,2758.6734202724,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"142","Guatemala",1995,1,2965.88597923604,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2146.59008789062,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"143","Guatemala",1995,2,2965.88597923604,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2146.59008789062,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"144","Guatemala",1999,1,3160.07333812164,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2355.88989257812,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"145","Guatemala",1999,2,3160.07333812164,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2355.88989257812,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"146","Guatemala",2003,1,3250.83475571572,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2522.86010742188,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"147","Guatemala",2003,2,3250.83475571572,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2522.86010742188,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"148","Guatemala",2007,1,3573.59263299097,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2594.92993164062,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"149","Guatemala",2007,2,3573.59263299097,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2594.92993164062,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"150","Guatemala",2011,1,3688.85893591305,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2825.13989257812,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"151","Guatemala",2011,2,3688.85893591305,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2825.13989257812,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"152","Guatemala",2015,1,3994.62908519019,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2880.40991210938,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"153","Guatemala",2015,2,3994.62908519019,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2880.40991210938,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"154","Guatemala",2019,1,4263.70844366435,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"155","Guatemala",2019,2,4263.70844366435,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"156","Guatemala",2023,1,4596.32007982874,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"157","Guatemala",2023,2,4596.32007982874,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"158","Honduras",1981,1,1651.30075944644,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"159","Honduras",1985,1,1627.07207435651,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",1627.57995605469,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"160","Honduras",1989,1,1705.7324413318,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",1531.5400390625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"161","Honduras",1993,1,1711.75683134315,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",1587.4599609375,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"162","Honduras",1997,1,1736.4790577774,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",1641.55004882812,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"163","Honduras",2001,1,1768.28997593448,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",1642.16003417969,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"164","Honduras",2005,1,1953.32612256594,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",1622.2099609375,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"165","Honduras",2009,1,2054.38411191041,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",1799.48999023438,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"166","Honduras",2013,1,2187.83343301838,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"167","Honduras",2017,1,2373.79155954108,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"168","Honduras",2021,1,2426.48574354035,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"169","Mexico",1982,1,8649.12294359042,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"170","Mexico",1988,1,7735.72151009081,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"171","Mexico",1994,1,8715.73376872129,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",6893.919921875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"172","Mexico",2000,1,9655.60249855758,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",7896.1201171875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"173","Mexico",2006,1,9847.51282216971,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",8659.7998046875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"174","Mexico",2012,1,9872.292522087,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",9108.0703125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"175","Mexico",2018,1,10343.3534302908,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",9414.91015625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"176","Nicaragua",1984,1,1762.12937704568,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"177","Nicaragua",1990,1,1241.40871921685,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",1607.76000976562,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"178","Nicaragua",1996,1,1266.86437717338,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",1138.05004882812,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"179","Nicaragua",2001,1,1452.35699745063,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",1165.5400390625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"180","Nicaragua",2006,1,1611.37864991485,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",1328.75,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"181","Nicaragua",2011,1,1749.50436518209,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"182","Nicaragua",2016,1,2087.69686355558,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"183","Panama",1994,1,6130.67268807774,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3801.02001953125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"184","Panama",1999,1,6972.06009434915,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",4755.93017578125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"185","Panama",2004,1,7486.27675100538,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",5403.43017578125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"186","Panama",2009,1,9895.25478264183,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",5810.31982421875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"187","Panama",2014,1,13155.4536690823,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",7638.2900390625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"188","Panama",2019,1,15166.8809024504,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"189","Paraguay",1989,1,3982.3478462914,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"190","Paraguay",1993,1,4125.55610477113,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2634,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"191","Paraguay",1998,1,4381.16743904765,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2736.96997070312,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"192","Paraguay",2003,1,4015.50074922072,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2911.6298828125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"193","Paraguay",2008,1,4761.87961160166,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2633.23999023438,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"194","Paraguay",2013,1,5561.54847943636,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3049.8701171875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"195","Paraguay",2018,1,6338.51367820775,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",4731.85986328125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"196","Paraguay",2023,1,6415.42928466562,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"197","Peru",1980,1,3768.89814235543,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"198","Peru",1985,1,3331.14374103923,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3727.84008789062,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"199","Peru",1990,1,2695.37350423999,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3303.48999023438,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"200","Peru",1990,2,2695.37350423999,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3303.48999023438,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"201","Peru",1995,1,3146.04513748962,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2679.92993164062,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"202","Peru",2000,1,3279.35542986708,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"203","Peru",2000,2,3279.35542986708,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"204","Peru",2001,1,3255.59027835568,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3310.78002929688,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"205","Peru",2001,2,3255.59027835568,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3310.78002929688,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"206","Peru",2006,1,4083.20521094216,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3287.2900390625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"207","Peru",2006,2,4083.20521094216,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3287.2900390625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"208","Peru",2011,1,5421.33424796172,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",4069.78002929688,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"209","Peru",2011,2,5421.33424796172,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",4069.78002929688,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"210","Peru",2016,1,6337.5804925458,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",5270.9501953125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"211","Peru",2016,2,6337.5804925458,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",5270.9501953125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"212","Peru",2021,1,6438.74995027929,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"213","Peru",2021,2,6438.74995027929,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"214","Republica Dominicana",1978,1,2548.74500221006,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"215","Republica Dominicana",1982,1,2787.12007317352,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"216","Republica Dominicana",1986,1,2745.56869801084,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"217","Republica Dominicana",1990,1,2802.82147927053,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"218","Republica Dominicana",1994,1,3199.35919031071,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"219","Republica Dominicana",1996,1,3454.40869834502,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"220","Republica Dominicana",1996,2,3454.40869834502,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"221","Republica Dominicana",2000,1,4175.17102394888,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"222","Republica Dominicana",2004,1,4272.07523234141,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"223","Republica Dominicana",2008,1,5373.09625339146,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"224","Republica Dominicana",2012,1,5909.86337640133,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"225","Republica Dominicana",2016,1,7209.99020214435,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"226","Republica Dominicana",2020,1,7571.78282025612,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"227","Uruguay",1984,1,6998.0409442302,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"228","Uruguay",1989,1,8313.13233778964,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",5824.9501953125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"229","Uruguay",1994,1,9965.60371804258,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",6903.52978515625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"230","Uruguay",1999,1,11270.6762572437,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",8221.9501953125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"231","Uruguay",1999,2,11270.6762572437,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",8221.9501953125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"232","Uruguay",2004,1,10271.0117849545,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",9207.7900390625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"233","Uruguay",2009,1,13552.2445635905,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",8442.5498046875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"234","Uruguay",2009,2,13552.2445635905,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",8442.5498046875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"235","Uruguay",2014,1,16943.6910598977,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",11112.4599609375,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"236","Uruguay",2014,2,16943.6910598977,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",11112.4599609375,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"237","Uruguay",2019,1,17596.8052697747,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"238","Uruguay",2019,2,17596.8052697747,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"239","Venezuela",1958,1,NA,NA,NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"240","Venezuela",1963,1,NA,NA,13301.0703125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"241","Venezuela",1968,1,NA,NA,12926.5703125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"242","Venezuela",1973,1,NA,NA,14066.9599609375,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"243","Venezuela",1978,1,NA,NA,14465.330078125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"244","Venezuela",1983,1,NA,NA,15485.9599609375,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"245","Venezuela",1988,1,NA,NA,12242.0703125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"246","Venezuela",1993,1,NA,NA,12763.5703125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"247","Venezuela",1998,1,NA,NA,12896.419921875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"248","Venezuela",2000,1,NA,NA,12574.6904296875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"249","Venezuela",2006,1,NA,NA,11799.830078125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"250","Venezuela",2012,1,NA,NA,NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"251","Venezuela",2013,1,NA,NA,NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
"252","Venezuela",2018,1,NA,NA,NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)"
