"","cat_pais","ncat_eleccion","ncat_ronda","nombres_candidatos","anio","vote_share","vs_vote_share","party_name","vs_party_name","status","vs_status","source_str_vote_share","source_url_vote_share"
"239","Ecuador",2017,1,"Abdala Bucaram",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Ecuador",2017,1,"Guillermo Lasso",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Ecuador",2017,1,"Washington Besantes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Ecuador",2017,1,"Patricio Zuquilanda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Ecuador",2017,1,"Ivan Espinel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Ecuador",2017,1,"Paco Moncayo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Ecuador",2017,1,"Cynthia Viteri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Ecuador",2021,1,"Abdala Bucaram",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Ecuador",2021,1,"Guillermo Lasso",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Ecuador",2021,1,"Washington Besantes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Ecuador",2021,1,"Patricio Zuquilanda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Ecuador",2021,1,"Ivan Espinel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Ecuador",2021,1,"Paco Moncayo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Ecuador",2021,1,"Cynthia Viteri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Ecuador",2021,1,"Lenin Moreno",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Ecuador",2021,1,"Andres Arauz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Ecuador",2021,1,"Yaku Perez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Ecuador",2021,1,"Isidro Romero",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Ecuador",2021,1,"Gustavo Larrea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Ecuador",2021,1,"Carlos Sagnay",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Ecuador",2021,1,"Giovanny Andrade",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Ecuador",2021,1,"Paul Carrasco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Ecuador",2021,1,"Ximena Pena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Ecuador",2021,1,"Guillermo Celi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Ecuador",2021,1,"Lucio Gutierrez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Ecuador",2021,1,"Xavier Hervas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Ecuador",2021,1,"Cesar Montufar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Ecuador",2021,1,"Gerson Almeida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Ecuador",2021,1,"Juan Fernando Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Ecuador",2021,1,"Pedro Freile",NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Ecuador",2021,2,"Andres Arauz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Ecuador",2021,2,"Guillermo Lasso",2021,"52,36",NA,"CREO",NA,"Desafiante",NA,"Freidenberg (2024)","https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231062"
"271","Ecuador",2023,1,"Yaku Perez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Ecuador",2023,1,"Bolivar Armijos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Ecuador",2023,1,"Luisa Gonzalez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Ecuador",2023,1,"Xavier Hervas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Ecuador",2023,1,"Daniel Noboa Azin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Ecuador",2023,1,"Otto Sonnenholzner",NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Ecuador",2023,1,"Jan Topic",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Ecuador",2023,2,"Luisa Gonzalez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Ecuador",2023,2,"Daniel Noboa Azin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Uruguay",1984,1,"Julio Maria Sanguinetti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Uruguay",1984,1,"Alberto Zumaran",NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Uruguay",1989,1,"Jorge Batlle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Uruguay",1989,1,"Luis Alberto Lacalle Herrera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Uruguay",1989,1,"Carlos Julio Pereyra",NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Uruguay",1989,1,"Alberto Zumaran",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Uruguay",1989,1,"Liber Seregni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Uruguay",1989,1,"Hugo Batalla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Uruguay",1994,1,"Julio Maria Sanguinetti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Uruguay",1994,1,"Tabare Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Uruguay",1994,1,"Juan Andres Ramirez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Uruguay",2009,1,"Pedro Bordaberry",NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Uruguay",2009,1,"Pablo Mieres",NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Uruguay",2009,1,"Raul Rodriguez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Uruguay",2014,1,"Luis Alberto Lacalle Pou",NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Uruguay",2014,1,"Pedro Bordaberry",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Uruguay",2014,1,"Pablo Mieres",NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Uruguay",2014,1,"Cesar Vega",NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Uruguay",2014,1,"Gonzalo Abella",NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Uruguay",2014,1,"Rafael Fernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Uruguay",2019,1,"Luis Alberto Lacalle Pou",NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Uruguay",2019,1,"Daniel Martinez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Uruguay",2019,2,"Luis Alberto Lacalle Pou",NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Uruguay",2019,2,"Daniel Martinez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Nicaragua",2006,1,"Eduardo Montealegre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Nicaragua",2006,1,"Edmundo Jarquin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Nicaragua",2006,1,"Jose Rizo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Nicaragua",2006,1,"Eden Pastora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Panama",1994,1,"Jose Salvador Munoz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Panama",1994,1,"Samuel Lewis Galindo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Panama",1994,1,"Ernesto Perez Balladares",NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Panama",1994,1,"Ruben Blades",NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Panama",1994,1,"Eduardo Vallarino Arjona",NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Panama",1994,1,"Ruben Dario Carles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Panama",2004,1,"Guillermo Endara",NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Panama",2004,1,"Jose Miguel Aleman",NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Panama",2004,1,"Ricardo Martinelli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Panama",2004,1,"Martin Torrijos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Panama",2009,1,"Ricardo Martinelli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Panama",2009,1,"Balbina Herrara",NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Panama",2014,1,"Juan Carlos Navarro",NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Panama",2014,1,"Juan Carlos Varela",NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Panama",2014,1,"Genaro Lopez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Panama",2014,1,"Jose Domingo Arias",NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Panama",2014,1,"Juan Jovane",NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Panama",2014,1,"Gerardo Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Panama",2014,1,"Esteban Rodriguez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Panama",2019,1,"Ana Matilde Gomez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Panama",2019,1,"Ricardo Lombana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Panama",2019,1,"Marco Ameglio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Panama",2019,1,"Jose Isabel Blandon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Panama",2019,1,"Saul Mendez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Panama",2019,1,"Romulo Roux",NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Panama",2019,1,"Laurentino Cortizo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Venezuela",1963,1,"Rafael Caldera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Venezuela",1963,1,"Arturo Uslar Pietri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Venezuela",1968,1,"Gonzalo Barrios",NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Venezuela",1968,1,"German Borregales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Venezuela",1968,1,"Luis Beltran Prieto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Venezuela",1968,1,"Rafael Caldera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Venezuela",1968,1,"Alejandro Hernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Venezuela",1983,1,"Jaime Lusinchi",1983,"56,72","57,67","Acción Democrática (AD)","AD","Desafiante","Desafiante","Freidenberg (2024)","https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231093"
"342","Venezuela",1983,1,"Rafael Caldera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Venezuela",1998,1,"Claudio Fermin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Venezuela",1998,1,"Hugo Chavez",1998,"56,2","56,2","Polo Patriótico (MVR)","MVR","Desafiante",NA,"Freidenberg (2024)","https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231099"
"345","Bolivia",1989,1,"Carlos Palenque",NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Bolivia",1989,1,"Genaro Flores",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Bolivia",1989,1,"Luis Sandoval Moron",NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Bolivia",1989,1,"Antonio Aranibar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Bolivia",1989,1,"Roger Cortez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Bolivia",1989,1,"Victor Hugo Cardena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Bolivia",1989,1,"Gonzalo Sanchez de Lozada",NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Bolivia",1989,1,"Jaime Paz Zamora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Bolivia",1989,1,"Hugo Banzer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Bolivia",1993,1,"Felix Cardenas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Bolivia",1993,1,"Jerjes Justiniano",NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Bolivia",1993,1,"Mario Serrate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Bolivia",1993,1,"Fernando Untoja",NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Bolivia",1993,1,"Antonio Aranibar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Bolivia",1993,1,"Ramiro Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Bolivia",1993,1,"Gonzalo Sanchez de Lozada",NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Bolivia",1993,1,"Hugo Banzer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Bolivia",1993,1,"Max Fernandez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Bolivia",1997,1,"Juan Carlos Duran",NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Bolivia",1997,1,"Miguel Urioste",NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Bolivia",1997,1,"Remedios Loza",NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Bolivia",1997,1,"Jaime Paz Zamora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Bolivia",1997,1,"Ivo Kuljis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Bolivia",2002,1,"Gonzalo Sanchez de Lozada",NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Bolivia",2002,1,"Manfred Reyes Villa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Bolivia",2002,1,"Evo Morales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","Bolivia",2002,1,"Felipe Quispe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Bolivia",2002,1,"Jaime Paz Zamora",NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Bolivia",2005,1,"Jorge Quiroga",NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Bolivia",2005,1,"Samuel Doria Medina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Bolivia",2005,1,"Michiaki Nagatani",NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","Bolivia",2014,1,"Samuel Doria Medina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","Bolivia",2014,1,"Juan del Granado",NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Bolivia",2014,1,"Jorge Tuto Quiroga",NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Bolivia",2014,1,"Fernando Vargas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Bolivia",2020,1,"Luis Arce",2020,"55,11",NA,"MAS-IPSP",NA,"Incumbent",NA,"Freidenberg (2024)","https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231032"
"381","Bolivia",2020,1,"Carlos Mesa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","Bolivia",2020,1,"Luis Fernando Camacho",NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Bolivia",2020,1,"Chi Hyun Chung",NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Bolivia",2020,1,"Jorge Tuto Quiroga",NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","Bolivia",2020,1,"Maria de la Cruz Baya",NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","Bolivia",2020,1,"Feliciano Mamani",NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","Mexico",1994,1,"Cuauhtemoc Cardenas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","Mexico",1994,1,"Diego Fernandez de Cevallos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Mexico",1994,1,"Ernesto Zedillo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","Mexico",2000,1,"Francisco Labastida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Mexico",2000,1,"Cuauhtemoc Cardenas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Mexico",2000,1,"Vicente Fox",NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","Mexico",2000,1,"Gilberto Rincon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Mexico",2000,1,"Porfirio Munoz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Mexico",2000,1,"Manuel Camacho",NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Mexico",2006,1,"Roberto Campa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Mexico",2006,1,"Patricia Mercado",NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Mexico",2006,1,"Roberto Madrazo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Mexico",2006,1,"Felipe Calderon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Mexico",2006,1,"Andres Manuel Lopez Obrador",NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Mexico",2012,1,"Enrique Pena Nieto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Mexico",2012,1,"Andres Manuel Lopez Obrador",NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Mexico",2012,1,"Josefina Vazquez Mota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Mexico",2012,1,"Gabriel Quadri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Mexico",2018,1,"Andres Manuel Lopez Obrador",NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Mexico",2018,1,"Ricardo Anaya Cortes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Mexico",2018,1,"Margarita Zavala",NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Mexico",2018,1,"Jose Antonio Meade Kuribrena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Mexico",2018,1,"Jaime Rodriguez Calderon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Guatemala",1995,2,"Alvaro Arzu",1995,"51,2",NA,"PAN",NA,"-",NA,"Friedenberg (2016b)",""
"411","Guatemala",1995,2,"Alfonso Portillo",1995,"48,7",NA,"FRG",NA,NA,NA,"Friedenberg (2016b)",""
"412","Guatemala",2003,1,"Eduardo Suger",2003,"2,23","","DIA","DIA","","","Friedenberg (2016b)",""
"413","Guatemala",2003,1,"Fritz Garcia-Gallont",NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Guatemala",2003,1,"Alvaro Colom",2003,"26,4",NA,"UNE","UNE",NA,NA,"Friedenberg (2016b)",""
"415","Guatemala",2003,1,"Manuel Conde Orellana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Guatemala",2003,1,"Leonel Lopez Rodas",2003,"8,35","","PAN","PAN","","","Friedenberg (2016b)",""
"417","Guatemala",2003,2,"Oscar Berger",2003,"54,12",NA,"GANA","GANA","Desafiante",NA,"Friedenberg (2016b)",""
"418","Guatemala",2003,2,"Alvaro Colom",2003,"45,88",NA,"UNE","UNE",NA,NA,"Friedenberg (2016b)",""
"419","Guatemala",2007,1,"Alvaro Colom",2007,"28,23",NA,"UNE","UNE","Desafiante",NA,"Friedenberg (2016b)",""
"420","Guatemala",2007,1,"Rigoberta Menchu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Guatemala",2007,1,"Eduardo Suger",NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Guatemala",2007,1,"Otto Perez Molina",2007,"23,51",NA,"PP","PP","Desafiante",NA,"Friedenberg (2016b)",""
"423","Guatemala",2007,1,"Alejandro Giammattei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","Guatemala",2011,1,"Manuel Baldizon",2011,"22,68",NA,"LIDER","LIDER",NA,NA,"Friedenberg (2016b)",""
"425","Guatemala",2011,1,"Harold Caballeros",NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Guatemala",2011,1,"Otto Perez Molina",2011,"36,1",NA,"PP","PP","Desafiante",NA,"Friedenberg (2016b)",""
"427","Guatemala",2011,1,"Eduardo Suger",NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Guatemala",2011,1,"Sandra Torres",NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","Guatemala",2011,1,"Juan Gutierrez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","Guatemala",2011,1,"Adela de Torre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Guatemala",2011,1,"Alejandro Giammattei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Guatemala",2011,1,"Patricia de Arzu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Guatemala",2011,1,"Rigoberta Menchu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Guatemala",2011,2,"Otto Perez Molina",2011,"53,74",NA,"PP","PP","Desafiante",NA,"Friedenberg (2016b)",""
"435","Guatemala",2011,2,"Manuel Baldizon",2011,"46,26",NA,"LIDER","LIDER",NA,NA,"Friedenberg (2016b)",""
"436","Guatemala",2015,1,"Zury Rios",NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Guatemala",2015,1,"Alejandro Giammattei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Guatemala",2015,1,"Jose Angel Lopez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Guatemala",2015,1,"Miguel Angel Sandoval",NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Guatemala",2015,1,"Lizardo Sosa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Guatemala",2015,1,"Juan Gutierrez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Guatemala",2015,1,"Luis Fernando Perez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Guatemala",2015,1,"Mario David Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","Guatemala",2015,1,"Sandra Torres",2015,"19,76",NA,"UNE",NA,NA,NA,"Friedenberg (2016b)",""
"445","Guatemala",2015,1,"Roberto Gonzalez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Guatemala",2015,1,"Jimmy Morales",2015,"23,85",NA,"FCN Nación","FCN Nación",NA,NA,"Friedenberg (2016b)",""
"447","Guatemala",2015,1,"Manuel Baldizon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Guatemala",2015,1,"Anibal Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Guatemala",2015,1,"Mario Estrada",NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Guatemala",2015,2,"Sandra Torres",2015,"32,56",NA,"UNE",NA,NA,NA,"Friedenberg (2016b)",""
"451","Guatemala",2015,2,"Jimmy Morales",2015,"67,44",NA,"FCN Nación","FCN Nación","Desafiante",NA,"Friedenberg (2016b)",""
"452","Guatemala",2019,1,"Roberto Arzu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Guatemala",2019,1,"Edwin Escobar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Guatemala",2019,1,"Hector Estrada",NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Guatemala",2019,1,"Alejandro Giammattei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Guatemala",2019,1,"Edmond Mulet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Guatemala",2019,1,"Sandra Torres",NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Guatemala",2019,1,"Estuardo Galdamez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Guatemala",2019,1,"Amilcar Rivera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Guatemala",2019,1,"Julio Hector Estrada",NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Guatemala",2019,1,"Isaac Farchi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Guatemala",2019,1,"Manfredo Marroquin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Guatemala",2019,1,"Benito Morales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Guatemala",2019,1,"Manuel Villacorta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Guatemala",2019,1,"Pablo Ignacio Ceto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Guatemala",2019,1,"Pablo Duarte",NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Guatemala",2019,1,"Fredy Cabrera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Guatemala",2019,1,"Anibal Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Guatemala",2019,1,"Danilo Roca",NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Guatemala",2019,1,"Jose Luis Chea Urruela",NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Guatemala",2019,1,"Luis Velasquez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Guatemala",2023,1,"Ricardo Sagastume",NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Guatemala",2023,1,"Armando Castillo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Guatemala",2023,1,"Giulio Talamonti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Guatemala",2023,1,"Francisco Arredondo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Guatemala",2023,1,"Sandra Torres",NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Guatemala",2023,1,"Zury Rios",NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Guatemala",2023,1,"Edmond Mulet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Guatemala",2023,1,"Manuel Conde Orellana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Guatemala",2023,1,"Amilcar Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Guatemala",2023,1,"Alvaro Trujillo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Guatemala",2023,1,"Giovanni Reyes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Guatemala",2023,1,"Rudio Lecsan Merida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Guatemala",2023,1,"Luis Lam",NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Guatemala",2023,1,"Julio Rivera Claveria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Guatemala",2023,1,"Amilcar Rivera",NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Guatemala",2023,1,"Manuel Villacorta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Guatemala",2023,1,"Rudy Guzman",NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Guatemala",2023,1,"Bernardo Arevalo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Guatemala",2023,1,"Hugo Pena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Guatemala",2023,2,"Bernardo Arevalo",2023,"60,9",NA,"Movimiento Semilla",NA,"Desafiante",NA,"Freidenberg (2024)","https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231067"
