"","cname","cname_year","version","year","egov_hci","wdi_litrad","undp_hdi","wdi_popurb","wvs_pmi4","wvs_pmi12","ihme_hle_0104t","who_let","wdi_gdpcappppcon2017","wdi_internet","egov_tii","rsf_pfi","wvs_confpr","wvs_conftv","bti_foe","ideavt_presvt","diat_ti","nelda_mbbe","atop_transyr","nelda_fme","p_durable","bmr_demdur","bmr_dem","bmr_dembr","bmr_demtran","gol_pest","p_polity2","ideavt_prescv","chga_demo","vdem_edcomp_thick","vdem_mecorrpt","vdem_partip","vdem_polyarchy","vdem_liberal","vdem_egal","vdem_dl_delib","cses_pc","gol_enep","gol_enep1","gol_enpres","wvs_confpp","nelda_vcdbe","bti_ci","jw_persr","cat_pais"
"1","Argentina","Argentina 1946","QoGStdTSjan24",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.39,NA,0,0,1,0,16,0,1,0,4,-8,1,1,0.356,0.984,0.542,0.287,0.586,0.726,0.443,NA,5.19,5.75,2.09,NA,1,NA,NA,"Argentina"
"2","Argentina","Argentina 1947","QoGStdTSjan24",1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,17,0,1,0,4,-9,NA,1,0.474,0.984,0.542,0.352,0.489,0.773,0.443,NA,5.19,5.75,2.09,NA,NA,NA,NA,"Argentina"
"3","Argentina","Argentina 1948","QoGStdTSjan24",1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,18,0,1,0,4,-9,NA,1,0.645,0.984,0.54,0.404,0.478,0.773,0.443,NA,NA,NA,2.09,NA,0,NA,NA,"Argentina"
"4","Argentina","Argentina 1949","QoGStdTSjan24",1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,19,0,1,0,4,-9,NA,1,0.639,0.239,0.54,0.398,0.48,0.773,0.437,NA,NA,NA,2.09,NA,NA,NA,NA,"Argentina"
"5","Argentina","Argentina 1950","QoGStdTSjan24",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,20,0,1,0,4,-9,NA,1,0.625,0.239,0.54,0.38,0.469,0.773,0.437,NA,NA,NA,2.09,NA,NA,NA,NA,"Argentina"
"6","Argentina","Argentina 1951","QoGStdTSjan24",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.95,NA,1,0,0,3,21,0,1,0,1,-9,1,1,0.623,0.239,0.54,0.365,0.469,0.773,0.437,NA,1.97,1.97,1.96,NA,1,NA,NA,"Argentina"
"7","Argentina","Argentina 1952","QoGStdTSjan24",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,22,0,1,0,1,-9,NA,1,0.609,0.239,0.54,0.36,0.465,0.773,0.437,NA,1.97,1.97,1.96,NA,NA,NA,NA,"Argentina"
"8","Argentina","Argentina 1953","QoGStdTSjan24",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,23,0,1,0,1,-9,NA,1,0.602,0.239,0.54,0.358,0.463,0.773,0.437,NA,1.97,1.97,1.96,NA,NA,NA,NA,"Argentina"
"9","Argentina","Argentina 1954","QoGStdTSjan24",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,6,24,0,1,0,1,-9,NA,1,0.597,0.239,0.54,0.355,0.463,0.672,0.437,NA,1.93,1.93,1.96,NA,1,NA,NA,"Argentina"
"10","Argentina","Argentina 1955","QoGStdTSjan24",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,25,0,1,0,1,-6,NA,0,0.465,0.875,0.586,0.31,0.402,0.633,0.426,NA,1.93,1.93,1.96,NA,NA,NA,NA,"Argentina"
"11","Argentina","Argentina 1956","QoGStdTSjan24",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,26,0,1,0,1,-2,NA,0,0.164,1.657,0.484,0.142,0.304,0.518,0.322,NA,1.93,1.93,1.96,NA,NA,NA,NA,"Argentina"
"12","Argentina","Argentina 1957","QoGStdTSjan24",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,27,0,1,0,1,2,NA,0,0.199,1.657,0.484,0.179,0.311,0.518,0.322,NA,1.93,1.93,1.96,NA,1,NA,NA,"Argentina"
"13","Argentina","Argentina 1958","QoGStdTSjan24",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.86,NA,0,0,0,0,1,1,1,1,4,5,1,1,0.459,2.297,0.565,0.373,0.473,0.632,0.727,NA,2.83,2.885,2.65,NA,0,NA,NA,"Argentina"
"14","Argentina","Argentina 1959","QoGStdTSjan24",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,2,1,1,0,4,5,NA,1,0.564,2.297,0.565,0.473,0.645,0.72,0.86,NA,2.83,2.885,2.65,NA,NA,NA,NA,"Argentina"
"15","Argentina","Argentina 1960","QoGStdTSjan24",1960,NA,NA,NA,73.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,3,1,1,0,4,5,NA,1,0.58,2.297,0.565,0.485,0.645,0.72,0.86,NA,4.93,5.485,2.65,NA,0,NA,NA,"Argentina"
"16","Argentina","Argentina 1961","QoGStdTSjan24",1961,NA,NA,NA,74.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,4,1,1,0,4,5,NA,1,0.582,2.297,0.565,0.486,0.662,0.72,0.86,NA,4.93,5.485,2.65,NA,NA,NA,NA,"Argentina"
"17","Argentina","Argentina 1962","QoGStdTSjan24",1962,NA,NA,NA,74.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,1,0,2,-1,4,5,NA,0,0.282,2.297,0.555,0.271,0.51,0.699,0.762,NA,5.49,7.05,2.65,NA,0,NA,NA,"Argentina"
"18","Argentina","Argentina 1963","QoGStdTSjan24",1963,NA,NA,NA,75.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.59,NA,3,0,0,5,1,1,2,1,4,6,1,1,0.302,2.297,0.555,0.303,0.5,0.7,0.875,NA,5.57,5.98,3.9,NA,0,NA,NA,"Argentina"
"19","Argentina","Argentina 1964","QoGStdTSjan24",1964,NA,NA,NA,75.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,2,1,2,0,4,6,NA,1,0.602,2.297,0.564,0.512,0.734,0.705,0.875,NA,5.57,5.98,3.9,NA,NA,NA,NA,"Argentina"
"20","Argentina","Argentina 1965","QoGStdTSjan24",1965,NA,NA,NA,76.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,3,1,2,0,4,6,NA,1,0.609,2.297,0.564,0.517,0.745,0.705,0.867,NA,4.87,5.155,3.9,NA,0,NA,NA,"Argentina"
"21","Argentina","Argentina 1966","QoGStdTSjan24",1966,NA,NA,NA,76.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,3,-1,4,-9,NA,0,0.268,2.297,0.564,0.225,0.518,0.551,0.782,NA,4.87,5.155,3.9,NA,NA,NA,NA,"Argentina"
"22","Argentina","Argentina 1967","QoGStdTSjan24",1967,NA,NA,NA,77.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,2,0,3,0,4,-9,NA,0,0.133,0.889,0.553,0.103,0.298,0.481,0.438,NA,4.87,5.155,3.9,NA,NA,NA,NA,"Argentina"
"23","Argentina","Argentina 1968","QoGStdTSjan24",1968,NA,NA,NA,77.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,3,0,3,0,4,-9,NA,0,0.133,0.889,0.553,0.105,0.298,0.484,0.438,NA,4.87,5.155,3.9,NA,NA,NA,NA,"Argentina"
"24","Argentina","Argentina 1969","QoGStdTSjan24",1969,NA,NA,NA,78.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,4,0,3,0,4,-9,NA,0,0.133,0.889,0.553,0.105,0.292,0.484,0.438,NA,4.87,5.155,3.9,NA,NA,NA,NA,"Argentina"
"25","Argentina","Argentina 1970","QoGStdTSjan24",1970,NA,NA,NA,78.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,5,0,3,0,NA,-9,NA,0,0.133,0.889,0.553,0.105,0.292,0.495,0.438,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina"
"26","Argentina","Argentina 1971","QoGStdTSjan24",1971,NA,NA,NA,79.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,6,0,3,0,NA,-9,NA,0,0.133,0.889,0.553,0.113,0.292,0.491,0.438,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina"
"27","Argentina","Argentina 1972","QoGStdTSjan24",1972,NA,NA,NA,79.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,7,0,3,0,NA,-9,NA,0,0.133,1.622,0.553,0.124,0.292,0.491,0.438,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina"
"28","Argentina","Argentina 1973","QoGStdTSjan24",1973,NA,NA,NA,80.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.86,NA,1,0,0,0,1,1,3,1,2,6,1,1,0.368,1.622,0.584,0.336,0.508,0.566,0.675,NA,3.19,3.19,2.19,NA,1,NA,NA,"Argentina"
"29","Argentina","Argentina 1974","QoGStdTSjan24",1974,NA,NA,NA,80.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,2,1,3,0,2,6,NA,1,0.707,2.274,0.584,0.571,0.526,0.665,0.675,NA,3.19,3.19,2.19,NA,NA,NA,NA,"Argentina"
"30","Argentina","Argentina 1975","QoGStdTSjan24",1975,NA,NA,NA,80.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,3,1,3,0,2,6,NA,1,0.678,2.274,0.59,0.537,0.514,0.654,0.643,NA,3.19,3.19,2.19,NA,NA,NA,NA,"Argentina"
"31","Argentina","Argentina 1976","QoGStdTSjan24",1976,NA,NA,NA,81.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,4,-1,2,-9,NA,0,0.208,0.227,0.419,0.135,0.201,0.477,0.219,NA,3.19,3.19,2.19,NA,NA,NA,NA,"Argentina"
"32","Argentina","Argentina 1977","QoGStdTSjan24",1977,NA,NA,NA,81.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,2,0,4,0,2,-9,NA,0,0.129,0.227,0.417,0.071,0.173,0.462,0.177,NA,3.19,3.19,2.19,NA,NA,NA,NA,"Argentina"
"33","Argentina","Argentina 1978","QoGStdTSjan24",1978,NA,NA,NA,82.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,3,0,4,0,NA,-9,NA,0,0.129,0.227,0.417,0.071,0.173,0.462,0.177,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina"
"34","Argentina","Argentina 1979","QoGStdTSjan24",1979,NA,NA,NA,82.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,4,0,4,0,NA,-9,NA,0,0.129,0.227,0.417,0.071,0.173,0.462,0.177,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina"
"35","Argentina","Argentina 1980","QoGStdTSjan24",1980,NA,93.9128570556641,NA,82.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,0,NA,4,5,0,4,0,NA,-9,NA,0,0.129,0.901,0.417,0.071,0.181,0.462,0.177,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina"
"36","Argentina","Argentina 1981","QoGStdTSjan24",1981,NA,NA,NA,83.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,0,NA,5,6,0,4,0,NA,-8,NA,0,0.129,0.248,0.417,0.071,0.181,0.448,0.177,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina"
"37","Argentina","Argentina 1982","QoGStdTSjan24",1982,NA,NA,NA,83.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,0,NA,6,7,0,4,0,NA,-8,NA,0,0.131,0.248,0.417,0.074,0.181,0.448,0.177,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina"
"38","Argentina","Argentina 1983","QoGStdTSjan24",1983,NA,NA,NA,84.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.61,54,0,0,0,0,1,1,4,1,4,8,1,1,0.231,1.043,0.443,0.195,0.561,0.506,0.686,NA,2.63,2.63,2.3,NA,1,NA,1,"Argentina"
"39","Argentina","Argentina 1984","QoGStdTSjan24",1984,NA,NA,NA,84.621,1.8022832,NA,NA,NA,NA,NA,NA,NA,2.4344187,NA,NA,NA,51,NA,1,NA,1,2,1,4,0,4,8,NA,1,0.873,2.704,0.648,0.836,0.775,0.8,0.947,NA,2.63,2.63,2.3,NA,NA,NA,1,"Argentina"
"40","Argentina","Argentina 1985","QoGStdTSjan24",1985,NA,NA,NA,85.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,0,0,0,2,3,1,4,0,4,8,NA,1,0.873,2.704,0.615,0.835,0.775,0.8,0.938,NA,4.24,4.24,2.3,NA,0,NA,1,"Argentina"
"41","Argentina","Argentina 1986","QoGStdTSjan24",1986,NA,NA,NA,85.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,0,NA,3,4,1,4,0,4,8,NA,1,0.87,2.704,0.615,0.829,0.775,0.8,0.951,NA,4.24,4.24,2.3,NA,NA,NA,1,"Argentina"
"42","Argentina","Argentina 1987","QoGStdTSjan24",1987,NA,NA,NA,85.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,0,0,0,4,5,1,4,0,4,8,NA,1,0.87,2.704,0.616,0.839,0.775,0.8,0.945,NA,3.14,3.14,2.3,NA,1,NA,1,"Argentina"
"43","Argentina","Argentina 1988","QoGStdTSjan24",1988,NA,NA,NA,86.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,0,NA,5,6,1,4,0,4,8,NA,1,0.87,2.704,0.616,0.84,0.775,0.8,0.945,NA,3.14,3.14,2.3,NA,NA,NA,1,"Argentina"
"44","Argentina","Argentina 1989","QoGStdTSjan24",1989,NA,NA,NA,86.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.31,55,0,0,0,6,7,1,4,0,4,7,1,1,0.87,2.704,0.616,0.834,0.78,0.8,0.924,NA,3.35,3.35,2.91,NA,0,NA,1,"Argentina"
"45","Argentina","Argentina 1990","QoGStdTSjan24",1990,NA,NA,0.72299999,86.984,NA,NA,64.197456,NA,14136.5254005804,0,NA,NA,NA,NA,NA,NA,64,NA,0,NA,7,8,1,4,0,4,7,NA,1,0.87,2.008,0.623,0.828,0.694,0.744,0.859,NA,3.35,3.35,2.91,NA,NA,NA,1,"Argentina"
"46","Argentina","Argentina 1991","QoGStdTSjan24",1991,NA,96.0407180786133,0.73000002,87.328,1.9388601,2.4113247,64.337875,NA,15209.4876309646,0,NA,NA,2.0868263,NA,NA,NA,64,0,0,0,8,9,1,4,0,4,7,NA,1,0.871,2.008,0.623,0.831,0.708,0.747,0.883,NA,3.57,3.57,2.91,NA,0,NA,1,"Argentina"
"47","Argentina","Argentina 1992","QoGStdTSjan24",1992,NA,NA,0.73500001,87.542,NA,NA,64.325851,NA,16190.510705998,0.002992874,NA,NA,NA,NA,NA,NA,67,NA,0,NA,9,10,1,4,0,4,7,NA,1,0.872,2.008,0.623,0.836,0.708,0.754,0.883,NA,3.57,3.57,2.91,NA,NA,NA,1,"Argentina"
"48","Argentina","Argentina 1993","QoGStdTSjan24",1993,NA,NA,0.73900002,87.752,NA,NA,64.487633,NA,17282.9649904397,0.029527065,NA,NA,NA,NA,NA,NA,69,0,0,0,10,11,1,4,0,4,7,NA,1,0.872,2.008,0.611,0.835,0.708,0.754,0.883,NA,3.37,3.37,2.91,NA,0,NA,1,"Argentina"
"49","Argentina","Argentina 1994","QoGStdTSjan24",1994,NA,NA,0.74400002,87.96,NA,NA,64.688843,NA,18046.8929182229,0.043705951,NA,NA,NA,NA,NA,NA,68,0,0,0,11,12,1,4,0,4,7,NA,1,0.875,2.008,0.631,0.839,0.708,0.754,0.883,NA,3.37,3.37,2.91,NA,0,NA,1,"Argentina"
"50","Argentina","Argentina 1995","QoGStdTSjan24",1995,NA,NA,0.745,88.164,2.1384332,2.7453773,64.737221,NA,17303.9238485647,0.086277081,NA,NA,2.2330081,2.0891509,NA,82.08,67,0,0,0,12,13,1,4,0,3,7,1,1,0.871,2.008,0.631,0.835,0.719,0.754,0.883,NA,3.58,3.58,2.75,1.6018219,0,NA,1,"Argentina"
"51","Argentina","Argentina 1996","QoGStdTSjan24",1996,NA,NA,0.75099999,88.366,NA,NA,64.73703,NA,18031.5481912295,0.141954704,NA,NA,NA,NA,NA,NA,63,NA,0,NA,13,14,1,4,0,3,7,NA,1,0.868,2.008,0.631,0.829,0.712,0.763,0.883,NA,3.58,3.58,2.75,NA,NA,NA,1,"Argentina"
"52","Argentina","Argentina 1997","QoGStdTSjan24",1997,NA,NA,0.75599998,88.564,NA,NA,64.760727,NA,19261.8986222468,0.280339882,NA,NA,NA,NA,NA,NA,62,0,0,0,14,15,1,4,0,3,7,NA,1,0.868,2.008,0.631,0.829,0.712,0.759,0.883,NA,3.65,3.65,2.75,NA,0,NA,1,"Argentina"
"53","Argentina","Argentina 1998","QoGStdTSjan24",1998,NA,NA,0.76200002,88.759,NA,NA,64.76442,NA,19773.1763655293,0.83076668,NA,NA,NA,NA,NA,NA,59,NA,0,NA,15,16,1,4,0,3,7,NA,1,0.871,2.008,0.631,0.833,0.714,0.759,0.883,NA,3.65,3.65,2.75,NA,NA,NA,1,"Argentina"
"54","Argentina","Argentina 1999","QoGStdTSjan24",1999,NA,NA,0.773,88.952,2.073158,2.4141343,64.792419,NA,18884.9431117375,3.284481956,NA,NA,2.3345418,2.1987233,NA,82.32,59,0,0,0,16,17,1,4,0,3,8,1,1,0.87,2.008,0.631,0.832,0.724,0.759,0.876,NA,3.15,3.225,2.56,1.5732976,0,NA,1,"Argentina"
"55","Argentina","Argentina 2000","QoGStdTSjan24",2000,NA,NA,0.77899998,89.142,NA,NA,65.082016,74.1,18524.8096075258,7.038683086,NA,NA,NA,NA,NA,NA,61,NA,0,NA,17,18,1,4,0,3,8,NA,1,0.867,2.875,0.631,0.84,0.757,0.774,0.92,NA,3.15,3.225,2.56,NA,NA,NA,1,"Argentina"
"56","Argentina","Argentina 2001","QoGStdTSjan24",2001,NA,97.1933135986328,0.78399998,89.329,NA,NA,65.141418,NA,17514.5041008813,9.780807285,NA,NA,NA,NA,NA,NA,58,0,0,0,18,19,1,4,0,3,8,NA,1,0.867,2.875,0.631,0.84,0.772,0.774,0.925,NA,4.66,4.86939408135568,2.56,NA,0,NA,1,"Argentina"
"57","Argentina","Argentina 2002","QoGStdTSjan24",2002,0.92000002,NA,0.78500003,89.51,NA,NA,65.126953,NA,15439.7446333669,10.88212438,0.18667001,NA,NA,NA,NA,NA,57,NA,0,NA,19,20,1,4,0,3,8,NA,1,0.866,2.875,0.631,0.832,0.764,0.775,0.95,NA,4.66,4.86939408135568,2.56,NA,NA,NA,1,"Argentina"
"58","Argentina","Argentina 2003","QoGStdTSjan24",2003,0.94,NA,0.79299998,89.686,NA,NA,65.21727,NA,16631.5739769268,11.91369655,0.1785,NA,NA,NA,NA,78.22,61,0,0,0,20,21,1,4,0,3,8,1,1,0.869,2.875,0.631,0.813,0.776,0.775,0.803,NA,4.61,6.61700491059394,5.7,NA,0,NA,1,"Argentina"
"59","Argentina","Argentina 2004","QoGStdTSjan24",2004,0.95999998,NA,0.79799998,89.86,NA,NA,65.536156,NA,17950.1512818383,16.03668411,0.17371,NA,NA,NA,NA,NA,64,NA,0,NA,21,22,1,4,0,3,8,NA,1,0.856,2.875,0.629,0.808,0.781,0.775,0.744,NA,4.61,6.61700491059394,5.7,NA,NA,NA,1,"Argentina"
"60","Argentina","Argentina 2005","QoGStdTSjan24",2005,NA,NA,0.80199999,90.031,NA,NA,65.748665,NA,19338.1461909357,17.72058337,NA,NA,NA,NA,8,NA,62,0,0,0,22,23,1,4,0,3,8,NA,1,0.854,2.875,0.626,0.806,0.772,0.775,0.744,NA,6.16,8.57282332216644,5.7,NA,0,4,1,"Argentina"
"61","Argentina","Argentina 2006","QoGStdTSjan24",2006,NA,NA,0.81400001,90.2,1.8208998,2.079118,65.827469,NA,20679.243097676,20.9272021,NA,NA,2.2322421,2.1611953,NA,NA,62,NA,0,NA,23,24,1,4,0,3,8,NA,1,0.846,2.875,0.626,0.796,0.772,0.775,0.753,NA,6.16,8.57282332216644,5.7,1.6204578,NA,NA,NA,"Argentina"
"62","Argentina","Argentina 2007","QoGStdTSjan24",2007,0.94698,NA,0.81699997,90.366,NA,NA,65.758713,NA,22316.2555259104,25.94663294,0.24844,NA,NA,NA,8,76.2,61,0,0,0,24,25,1,4,0,3,8,1,1,0.846,2.875,0.628,0.795,0.767,0.776,0.753,NA,NA,NA,3.45,NA,0,3,NA,"Argentina"
"63","Argentina","Argentina 2008","QoGStdTSjan24",2008,NA,NA,0.82499999,90.53,NA,NA,66.013382,NA,22992.390179143,28.11262348,NA,NA,NA,NA,NA,NA,61,NA,0,NA,25,26,1,4,0,3,8,NA,1,0.839,2.875,0.628,0.79,0.758,0.776,0.716,NA,NA,NA,3.45,NA,NA,NA,NA,"Argentina"
"64","Argentina","Argentina 2009","QoGStdTSjan24",2009,0.95025998,NA,0.82700002,90.691,NA,NA,66.121758,NA,21413.2831164661,34,0.28116,NA,NA,NA,8,NA,59,0,0,0,26,27,1,4,0,3,8,NA,NA,0.829,2.875,0.63,0.777,0.758,0.772,0.727,NA,6.62,7.34,3.45,NA,0,3,NA,"Argentina"
"65","Argentina","Argentina 2010","QoGStdTSjan24",2010,NA,NA,0.83399999,90.849,NA,NA,66.188232,75.4,23521.2701750961,45,NA,NA,NA,NA,NA,NA,59,NA,0,NA,27,28,1,4,0,3,8,NA,NA,0.827,2.875,0.62,0.776,0.763,0.775,0.718,NA,6.62,7.34,3.45,NA,NA,NA,NA,"Argentina"
"66","Argentina","Argentina 2011","QoGStdTSjan24",2011,0.90381002,NA,0.84100002,90.99,NA,NA,66.244911,NA,24647.6292739541,51,0.43516999,NA,NA,NA,8,79.39,NA,0,0,0,28,29,1,4,0,3,8,1,NA,0.828,2.875,0.62,0.778,0.747,0.775,0.718,NA,3.75,4.53,2.93,NA,0,4,NA,"Argentina"
"67","Argentina","Argentina 2012","QoGStdTSjan24",2012,NA,NA,0.84299999,91.121,NA,NA,66.305038,NA,24118.8675158912,55.8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,29,30,1,4,0,3,8,NA,NA,0.835,2.837,0.62,0.78,0.747,0.776,0.718,NA,3.75,4.53,2.93,NA,NA,NA,NA,"Argentina"
"68","Argentina","Argentina 2013","QoGStdTSjan24",2013,0.85710001,NA,0.84500003,91.249,1.8459923,2.0595376,66.360611,NA,24424.1364465071,59.9,0.48346999,NA,2.2494903,2.2132895,8,NA,NA,NA,0,NA,30,31,1,4,0,3,8,NA,NA,0.839,2.837,0.62,0.788,0.743,0.762,0.718,NA,4.652134,4.652134,2.93,1.8211542,NA,4,NA,"Argentina"
"69","Argentina","Argentina 2014","QoGStdTSjan24",2014,NA,NA,0.84600002,91.377,NA,NA,66.495216,NA,23550.0990599374,64.7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31,32,1,4,0,3,8,NA,NA,0.838,2.837,0.62,0.792,0.751,0.762,0.718,NA,4.652134,4.652134,2.93,NA,NA,NA,NA,"Argentina"
"70","Argentina","Argentina 2015","QoGStdTSjan24",2015,0.88020998,NA,0.84799999,91.503,NA,NA,66.485359,76.2,23933.8866120953,68.04306411,0.50305998,NA,NA,NA,8,81.07,NA,0,0,0,32,33,1,4,0,3,9,1,NA,0.84,2.837,0.614,0.777,0.754,0.753,0.718,0.41977078,NA,NA,3.320252,NA,0,4,NA,"Argentina"
"71","Argentina","Argentina 2016","QoGStdTSjan24",2016,NA,NA,0.847,91.627,NA,NA,66.284966,NA,23189.5274451329,70.96898082,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,33,34,1,4,0,3,9,NA,NA,0.833,2.837,0.615,0.752,0.818,0.756,0.742,NA,NA,NA,3.320252,NA,NA,NA,NA,"Argentina"
"72","Argentina","Argentina 2017","QoGStdTSjan24",2017,0.85790002,NA,0.85100001,91.749,1.7041951,1.8576858,66.28672,NA,23597.117752839,74.29490687,0.5927,NA,2.108166,2.1381154,9,NA,NA,0,0,0,34,35,1,4,0,NA,9,NA,NA,0.834,2.837,0.615,0.746,0.803,0.738,0.713,NA,NA,NA,NA,1.699247,0,4,NA,"Argentina"
"73","Argentina","Argentina 2018","QoGStdTSjan24",2018,NA,NA,0.85000002,91.87,NA,NA,66.404404,NA,22747.2416575831,77.7,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,35,36,1,4,0,NA,9,NA,NA,0.853,3.059,0.614,0.767,0.79,0.754,0.687,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina"
"74","Argentina","Argentina 2019","QoGStdTSjan24",2019,0.91000003,NA,0.852,91.991,NA,NA,66.437561,76.6,22071.7480998394,79.94695203,0.72649997,NA,NA,NA,9,80.42,NA,0,NA,0,NA,37,1,4,0,NA,NA,1,NA,0.857,3.059,0.613,0.771,0.764,0.744,0.673,NA,NA,NA,NA,NA,0,4,NA,"Argentina"
"75","Argentina","Argentina 2020","QoGStdTSjan24",2020,NA,NA,0.83999997,92.111,NA,NA,NA,NA,19685.215869505,85.51438646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,4,0,NA,NA,NA,NA,0.875,2.952,0.621,0.822,0.79,0.74,0.823,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina"
"76","Argentina","Argentina 2021","QoGStdTSjan24",2021,0.91729999,NA,0.84200001,92.229,NA,NA,NA,NA,21527.1961367015,87.15070683,0.73320001,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875,2.952,0.621,0.811,0.79,0.732,0.815,NA,NA,NA,NA,NA,NA,4,NA,"Argentina"
"77","Argentina","Argentina 2022","QoGStdTSjan24",2022,NA,NA,NA,92.347,NA,NA,NA,NA,22447.0884757638,88.37535691,NA,77.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876,2.952,0.621,0.823,0.746,0.749,0.753,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina"
