"","cat_pais","ncat_eleccion","ncat_ronda","n_candidaturas","n_debates_eleccion","dico_debates_eleccion","n_debates_frontrunner_presente","n_debates_frontycha_presentes","n_debates_frontORcha_presentes","dico_frontrunner_presente","dico_frontycha_presentes","dico_frontORcha_presentes","lagged_n_debates_eleccion","lagged_n_debates_frontrunner_presente","lagged_n_debates_frontORcha_presentes","lagged_dico_debates_eleccion","lagged_dico_frontrunner_presente","lagged_dico_frontORcha_presentes","lagged_all_previous_elec","lagged_all_previous_elec_frontrunner_presente","lagged_all_previous_debates","lagged_all_previous_debates_frontrunner_presente","lagged_dico_any_previous_elec","lagged_dico_any_previous_elec_frontrunner_presente","electionid","turnout","sd_mean_encuestas_candidato","sd_vote_","concentracion","competitividad","incumbente","frontrunner","winner","challenger","previous_year","start_year","mean_prop_elecciones_con_debates_periodo_previo","n_elecciones_año_anterior_region","n_elecciones_año_anterior_region_con_debates","n_elecciones_año_anterior_region_con_frontrunner","prop_elecciones_año_anterior_region_con_debates","prop_elecciones_año_anterior_region_con_frontrunner","cat_primer_debate","ncat_regmedios","ncat_regestado","ncat_regcandidatos","ncat_totreg","average_confianza_tv","average_confianza_ppols","median_confianza_tv","median_confianza_ppols","average_scaled_confianza_tv","average_scaled_confianza_ppols","sd_confianza_tv","sd_confianza_ppols","dico_confianza_tv_0","dico_confianza_tv_1","dico_confianza_tv_2","dico_confianza_tv_3","dico_confianza_ppols_0","dico_confianza_ppols_1","dico_confianza_ppols_2","dico_confianza_ppols_3","average_dias_tv","median_dias_tv","sd_dias_tv","int_average_confianza_tv","int_average_confianza_ppols","int_average_dias_tv","wave","average_confianza_medios","average_scaled_confianza_medios","average_confianza_medios_recat","average_confianza_tv_medios_latin_lapop","average_scaled_confianza_tv_medios_latin_lapop","int_average_confianza_tv_medios_latin_lapop","int_average_scaled_confianza_tv_medios_latin_lapop","año_reforma","consec_reforma_pais","prohibicion_propaganda","acceso_gratuito","distribucion_tiempos","franja_presidente","cname","cname_year","version","egov_hci","wdi_litrad","undp_hdi","wdi_popurb","wvs_pmi4","wvs_pmi12","ihme_hle_0104t","who_let","wdi_gdpcappppcon2017","wdi_internet","egov_tii","rsf_pfi","wvs_confpr","wvs_conftv","bti_foe","diat_ti","nelda_mbbe","atop_transyr","nelda_fme","p_durable","bmr_demdur","bmr_dem","bmr_dembr","bmr_demtran","gol_pest","p_polity2","ideavt_prescv","ideavt_presvt","chga_demo","cses_pc","gol_enep","gol_enep1","gol_enpres","wvs_confpp","nelda_vcdbe","bti_ci","jw_persr"
"149","Colombia",2006,1,7,4,1,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,4,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2002,0.5625,2,1,0,0.5,0,1986,0,3,2,5,1.81947942905122,0.834038950042337,2,1,0.442956953822917,0.0558363819044468,0.885071367414412,0.830290756816243,0.0683333333333333,0.289166666666667,0.388333333333333,0.246666666666667,0.395833333333333,0.394166666666667,0.155833333333333,0.0383333333333333,3.16425619834711,3,0.832933332483928,1.81947942905122,0.834038950042337,3.16425619834711,2006,4.68805460750853,0.130052515542151,2.63432471964895,1.81947942905122,0.442956953822917,1.81947942905122,0.442956953822917,1994,"Colombia_01",0,1,"04.Legislativo",-999,"Colombia","Colombia 2006","QoGStdTSjan24",NA,92.2996826171875,0.69800001,76.423,NA,NA,66.816711,NA,10692.7276529183,15.34167454,NA,NA,NA,NA,NA,66,0,0,0,49,49,1,1,0,2,7,0,45.11,1,NA,8.58,8.76615407698557,2.23,NA,0,NA,NA
"150","Colombia",2010,2,9,2,1,2,2,2,1,1,1,4,NA,NA,1,NA,NA,5,NA,12,NA,1,NA,"Colombia 2010-06-20",44.3300018310547,3.44976695342512,29.4580670476365,100.000000224394,4.87870721256031,NA,"Antanas Mockus","Juan Manuel Santos","Juan Manuel Santos",2009,2006,0.472069597069597,7,2,0,0.285714285714286,0,1986,0,3,2,5,1.57407407407407,0.889365351629503,2,1,0.177895223481006,0.121085112710933,0.847455918927503,0.817579453875474,0.105,0.340833333333333,0.415,0.129166666666667,0.36,0.383333333333333,0.204166666666667,0.0241666666666667,3.11197243755383,3,0.817609838196385,1.57407407407407,0.889365351629503,3.11197243755383,2010,4.68876860622463,0.130445600418451,2.63483471873188,1.57407407407407,0.177895223481006,1.57407407407407,0.177895223481006,1994,"Colombia_01",0,1,"04.Legislativo",-999,"Colombia","Colombia 2010","QoGStdTSjan24",NA,93.3723297119141,0.72600001,77.964,NA,NA,67.768883,77.1,11890.2030772166,36.5,NA,NA,NA,NA,NA,66,0,0,0,53,53,1,1,0,2,7,0,44.35,NA,NA,5.96,5.96773598810093,3.48,NA,0,NA,NA
"151","Colombia",2014,2,5,3,1,NA,NA,NA,NA,NA,NA,7,7,7,1,1,1,6,NA,19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2010,0.708333333333333,6,5,3,0.833333333333333,0.5,1986,0,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,1.40722082283795,0.726916896430436,NA,2014,NA,NA,NA,NA,NA,1.40722082283795,-0.0023225696064335,2011,"Colombia_02",0,1,"04.Legislativo",-999,"Colombia","Colombia 2014","QoGStdTSjan24",NA,94.1862487792969,0.75,79.415,NA,NA,69.095039,NA,13938.2315166162,52.57,NA,NA,NA,NA,NA,NA,0,0,0,57,57,1,1,0,2,7,0,47.9,NA,NA,8.181939,8.181939,4.861637,NA,1,NA,NA
"152","Colombia",2018,2,6,0,0,0,0,0,0,0,0,10,NA,NA,1,NA,NA,7,NA,29,NA,1,NA,"Colombia 2018-06-17",53.93,10.2389061915812,8.66912913734707,87.88,14.48,NA,"Ivan Duque","Ivan Duque","Gustavo Petro",2017,2014,0.825,5,4,2,0.8,0.4,1986,0,3,2,5,NA,0.700934579439252,NA,1,NA,-0.101139148719294,NA,0.816876086554465,0,0,0,0,0.487094088259784,0.328892589508743,0.134054954204829,0.0299750208159867,NA,NA,NA,1.31472626257213,0.700934579439252,NA,2018,4.1677811550152,-0.156378847855761,2.26270082501086,2.26270082501086,-0.156378847855761,2.26270082501086,-0.156378847855761,2011,"Colombia_02",0,1,"04.Legislativo",-999,"Colombia","Colombia 2018","QoGStdTSjan24",NA,95.0925064086914,0.76300001,80.778,1.9519737,2.2006578,69.278633,NA,14426.4343821408,64.12637682,NA,NA,2.0177631,2.0401316,NA,NA,3,0,0,61,61,1,1,0,NA,7,0,53.38,NA,NA,NA,NA,NA,1.6953948,3,NA,NA
"153","Colombia",2022,2,8,0,0,0,0,0,0,0,0,16,13,16,1,1,1,8,NA,45,NA,1,NA,"Colombia 2022-06-19",58.17,2.01153271174384,2.21324422511389,84.0847368421053,2.84473684210526,NA,"Gustavo Petro","Gustavo Petro","Rodolfo Hernandez",2021,2018,0.729166666666667,6,6,6,1,1,1986,0,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,1.15335960073549,0.575212519690332,NA,NA,NA,NA,NA,NA,NA,1.31656782750839,-0.527569034588868,NA,NA,NA,NA,NA,NA,"Colombia","Colombia 2022","QoGStdTSjan24",NA,NA,NA,82.05,NA,NA,NA,NA,15651.5820579216,72.79637704,NA,42.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,58.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Costa Rica",1962,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1961,1958,0,0,0,0,0,0,1978,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Costa Rica 1962","QoGStdTSjan24",NA,NA,NA,34.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,13,14,1,0,0,3,10,1,80.87,1,NA,2.71,2.71,2.52,NA,0,NA,NA
"155","Costa Rica",1966,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,1962,0.5,0,0,0,0,0,1978,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Costa Rica 1966","QoGStdTSjan24",NA,NA,NA,36.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,17,18,1,0,0,3,10,1,81.4,1,NA,2.33,2.33,1.9998,NA,0,NA,NA
"156","Costa Rica",1970,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,1966,0.25,0,0,0,0,0,1978,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Costa Rica 1970","QoGStdTSjan24",NA,NA,NA,38.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,21,22,1,0,0,3,10,1,83.34,1,NA,2.56,2.56,2.13,NA,0,NA,NA
"157","Costa Rica",1974,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973,1970,0,1,0,0,0,0,1978,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Costa Rica 1974","QoGStdTSjan24",NA,NA,NA,41.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,25,26,1,0,0,3,10,1,79.92,1,NA,4.01,4.01,3.3,NA,0,NA,NA
"158","Costa Rica",1978,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,1974,0,0,0,0,0,0,1978,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Costa Rica 1978","QoGStdTSjan24",NA,NA,NA,42.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,29,30,1,0,0,3,10,1,81.27,1,NA,2.88,2.88,2.23,NA,0,NA,1
"159","Costa Rica",1982,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,1978,0.166666666666667,1,0,0,0,0,1978,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Costa Rica 1982","QoGStdTSjan24",NA,NA,NA,43.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0,0,0,33,34,1,0,0,3,10,1,78.63,1,NA,2.53,2.53,2.17,NA,0,NA,1
"160","Costa Rica",1986,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,1982,0.208333333333333,5,0,0,0,0,1978,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Costa Rica 1986","QoGStdTSjan24",NA,NA,NA,46.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0,0,0,37,38,1,0,0,3,10,1,84.85,1,NA,2.48,2.485,2.07,NA,0,NA,1
"161","Costa Rica",1990,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1986,0.296296296296296,9,5,1,0.555555555555556,0.111111111111111,1978,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Costa Rica 1990","QoGStdTSjan24",NA,NA,0.66000003,50.003,NA,NA,67.057999,NA,9810.55130671056,0,NA,NA,NA,NA,NA,63,0,0,0,41,42,1,0,0,3,10,1,81.81,1,NA,2.55,2.56,2.05,NA,0,NA,1
"162","Costa Rica",1994,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,1990,0.408333333333333,5,4,1,0.8,0.2,1978,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa Rica","Costa Rica 1994","QoGStdTSjan24",NA,NA,0.685,53.653,NA,NA,66.885361,NA,11100.7090135164,0.279912479,NA,NA,NA,NA,NA,63,0,0,0,45,46,1,0,0,3,10,1,81.11,1,NA,2.77,2.78,2.11,NA,0,NA,1
"163","Costa Rica",1998,1,13,2,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,1994,0.3125,2,1,0,0.5,0,1978,3,2,2,7,1.59259259259259,1,2,1,0.197897030541591,0.251561163607247,0.947872365534188,1.00871476169407,0.168,0.191,0.444,0.142,0.377,0.249,0.201,0.088,NA,NA,NA,1.59259259259259,1,3.10620788370989,NA,NA,NA,NA,1.59259259259259,0.197897030541591,1.59259259259259,0.197897030541591,1996,"Costa Rica_01",0,0,"99.No específica",-999,"Costa Rica","Costa Rica 1998","QoGStdTSjan24",NA,NA,0.70499998,57.264,NA,NA,67.30703,NA,12092.4758087467,2.666378698,NA,NA,NA,NA,NA,70,0,0,0,49,50,1,0,0,3,10,1,69.99,1,NA,3.35,3.37,2.38,NA,0,NA,1
"164","Costa Rica",2002,2,12,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,1998,0.294642857142857,4,1,0,0.25,0,1978,3,2,2,7,1.24821246169561,0.89025641025641,1,1,-0.17406711587824,0.122135975279472,0.914932010955308,0.870021734898931,0.218687872763419,0.391650099403579,0.265407554671968,0.0974155069582505,0.386679920477137,0.340954274353877,0.202783300198807,0.0387673956262425,3.10385438972163,3,0.872913911499029,1.24821246169561,0.89025641025641,3.10385438972163,NA,NA,NA,NA,1.24821246169561,-0.17406711587824,1.24821246169561,-0.17406711587824,2001,"Costa Rica_02",0,0,"99.No específica",-999,"Costa Rica","Costa Rica 2002","QoGStdTSjan24",0.86000001,NA,0.722,61.753,NA,NA,68.048965,NA,12986.0006839994,19.89485113,0.19753,NA,NA,NA,NA,73,0,0,0,53,54,1,0,0,1,10,1,60.22,1,NA,4.52,4.6331989714358,3.19,NA,0,NA,1
"165","Costa Rica",2006,1,14,2,1,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,2,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2002,0.5625,2,1,0,0.5,0,1978,3,2,2,7,1.8780737704918,0.876543209876543,2,1,0.506244560289096,0.10596342665146,0.840323978236065,0.886554320686263,0.053,0.252,0.432,0.239,0.413,0.302,0.221,0.036,3.11401425178147,3,0.878501745744331,1.8780737704918,0.876543209876543,3.11401425178147,2006,5.07785234899329,0.34465177677264,2.91275167785235,1.8780737704918,0.506244560289096,1.8780737704918,0.506244560289096,2001,"Costa Rica_02",0,0,"99.No específica",-999,"Costa Rica","Costa Rica 2006","QoGStdTSjan24",NA,NA,0.74699998,66.935,NA,NA,68.434082,NA,14864.7814203688,25.1,NA,NA,NA,NA,NA,68,0,0,0,57,58,1,0,0,1,10,1,65.21,1,NA,4.62,4.84013767802878,2.98,NA,0,NA,NA
"166","Costa Rica",2010,1,9,4,1,4,4,4,1,1,1,2,NA,NA,1,NA,NA,3,NA,8,NA,1,NA,"Costa Rica 2010-02-07",69.14,16.3321764731999,18.1944644512189,64.1090909090909,26.7454545454545,"Laura Chinchilla","Laura Chinchilla","Laura Chinchilla","Otto Guevara",2009,2006,0.472069597069597,7,2,0,0.285714285714286,0,1978,3,2,2,7,1.65450861195542,0.889462809917355,2,1,0.264772373297347,0.121200049330821,0.859965703286123,0.83929632752642,0.097,0.303,0.431,0.156,0.37,0.365,0.203,0.03,3.11678004535147,3,0.842252301320232,1.65450861195542,0.889462809917355,3.11678004535147,2010,4.94388100067613,0.270895186328058,2.81705785762581,1.65450861195542,0.264772373297347,1.65450861195542,0.264772373297347,2009,"Costa Rica_03",0,0,"99.No específica",-999,"Costa Rica","Costa Rica 2010","QoGStdTSjan24",NA,NA,0.77200001,71.736,NA,NA,68.708252,79.6,16667.0165204788,36.5,NA,NA,NA,NA,NA,69,0,0,0,61,62,1,0,0,1,10,1,69.12,NA,NA,4.75,4.78328155150048,3.05,NA,0,NA,NA
"167","Costa Rica",2014,2,13,0,0,0,0,0,0,0,0,4,4,4,1,1,1,4,NA,12,NA,1,NA,"Costa Rica 2014-04-06",56.63,30.4763022691402,39.2585684914771,84.9,43.1,"Johnny Araya Monge","Luis Guillermo Solis","Luis Guillermo Solis","Johnny Araya Monge",2013,2010,0.708333333333333,6,5,3,0.833333333333333,0.5,1978,3,4,2,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,1.54858861160198,0.663675298431059,NA,2014,NA,NA,NA,NA,NA,1.54858861160199,0.150368437107312,2009,"Costa Rica_03",0,0,"99.No específica",-999,"Costa Rica","Costa Rica 2014","QoGStdTSjan24",NA,NA,0.796,75.941,NA,NA,69.308876,NA,18480.6517542453,53,NA,NA,NA,NA,NA,NA,0,0,0,65,66,1,0,0,1,10,1,55.64,NA,NA,6.232511,6.232511,4.362974,NA,0,NA,NA
"168","Costa Rica",2018,2,13,9,1,9,9,9,1,1,1,10,5,10,1,1,1,5,NA,22,NA,1,NA,"Costa Rica 2018-04-01",65.71,4.7517575695736,14.9765216255311,70.26,6.72,"Carlos Alvarado Quesada","Fabricio Alvarado Munoz","Carlos Alvarado Quesada","Carlos Alvarado Quesada",2017,2014,0.825,5,4,2,0.8,0.4,1978,3,4,2,9,NA,0.734964322120285,NA,1,NA,-0.0610064551785702,NA,0.802477492691733,0,0,0,0,0.456543456543457,0.34965034965035,0.150849150849151,0.022977022977023,NA,NA,NA,1.31733629191625,0.734964322120285,NA,NA,NA,NA,NA,NA,NA,1.31733629191625,-0.0994066340487003,2009,"Costa Rica_03",0,0,"99.No específica",-999,"Costa Rica","Costa Rica 2018","QoGStdTSjan24",NA,NA,0.81099999,79.34,NA,NA,68.816566,NA,20503.2768037147,73.47972844,NA,NA,NA,NA,NA,NA,0,0,0,69,70,1,0,0,NA,10,1,65.7,NA,0.22513813,NA,NA,NA,NA,0,NA,NA
"169","Costa Rica",2022,2,25,5,1,5,5,5,1,1,1,24,19,19,1,1,1,6,NA,46,NA,1,NA,"Costa Rica 2022-04-03",56.79,7.07106781186548,3.98808224589213,77.9333333333333,10,NA,"Rodrigo Chaves","Rodrigo Chaves","Jose Maria Figueres",2021,2018,0.729166666666667,6,6,6,1,1,1978,3,4,2,9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,1.15485302159889,0.585106724804373,NA,NA,NA,NA,NA,NA,NA,1.15485302159889,-0.274904421315575,NA,NA,NA,NA,NA,NA,"Costa Rica","Costa Rica 2022","QoGStdTSjan24",NA,NA,NA,82.042,NA,NA,NA,NA,21987.276869641,82.59801121,NA,85.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,59.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Republica Dominicana",1978,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,1974,0,0,0,0,0,0,2016,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominican Republic (the)","Dominican Republic 1978","QoGStdTSjan24",NA,NA,NA,49.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,13,1,0,0,1,5,1,72.5,1,NA,2.23,2.24,2.7,NA,0,NA,NA
"171","Republica Dominicana",1982,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,1978,0.166666666666667,1,0,0,0,0,2016,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominican Republic (the)","Dominican Republic 1982","QoGStdTSjan24",NA,NA,NA,53.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0,0,0,4,17,1,0,0,1,5,1,73.89,1,NA,2.76,2.76,2.71,NA,0,NA,NA
"172","Republica Dominicana",1986,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,1982,0.208333333333333,5,0,0,0,0,2016,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominican Republic (the)","Dominican Republic 1986","QoGStdTSjan24",NA,NA,NA,54.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0,0,0,8,21,1,0,0,1,5,1,69.49,1,NA,3.19,3.19,2.78,NA,0,NA,NA
"173","Republica Dominicana",1990,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,1986,0.296296296296296,9,5,1,0.555555555555556,0.111111111111111,2016,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominican Republic (the)","Dominican Republic 1990","QoGStdTSjan24",NA,NA,0.57700002,55.226,NA,NA,65.4972,NA,6207.11211279231,0,NA,NA,NA,NA,NA,48,3,0,0,12,25,1,0,0,1,5,1,59.79,1,NA,3.22,3.23,3.38,NA,1,NA,NA
"174","Republica Dominicana",1994,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,1990,0.408333333333333,5,4,1,0.8,0.2,2016,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominican Republic (the)","Dominican Republic 1994","QoGStdTSjan24",NA,NA,0.60699999,56.752,NA,NA,66.293549,NA,7085.28221658965,0,NA,NA,NA,NA,NA,51,0,0,0,16,29,1,0,0,1,5,NA,NA,1,NA,2.71,2.71,2.71,NA,1,NA,1
"175","Republica Dominicana",1996,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1994,0.375,4,1,0,0.25,0,2016,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominican Republic (the)","Dominican Republic 1996","QoGStdTSjan24",NA,NA,0.62,58.441,1.9720101,2.5763159,65.884117,NA,7650.11337062146,0.074987053,NA,NA,2.292804,2.3944724,NA,58,0,0,0,0,31,1,0,0,2,8,1,76.56,1,NA,2.71,2.71,2.6,1.7538462,1,NA,1
"176","Republica Dominicana",2000,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,1996,0.285714285714286,7,1,0,0.142857142857143,0,2016,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominican Republic (the)","Dominican Republic 2000","QoGStdTSjan24",NA,NA,0.64600003,61.753,NA,NA,65.724564,73.2,9246.30941620922,3.704692356,NA,NA,NA,NA,NA,62,3,0,0,4,35,1,0,0,2,8,1,76.14,1,NA,2.73,2.74,3.14,NA,1,NA,1
"177","Republica Dominicana",2004,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,2000,0.508928571428571,4,3,0,0.75,0,2016,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominican Republic (the)","Dominican Republic 2004","QoGStdTSjan24",0.81999999,NA,0.66299999,66.003,NA,NA,64.892136,NA,9460.91291134527,8.865553461,0.09121,NA,NA,NA,NA,63,1,0,0,8,39,1,0,0,2,8,1,72.84,1,NA,3.11,3.12030086934898,2.24,NA,1,NA,3
"178","Republica Dominicana",2008,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2004,0.463141025641026,3,1,1,0.333333333333333,0.333333333333333,2016,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dominican Republic (the)","Dominican Republic 2008","QoGStdTSjan24",NA,NA,0.69700003,71.3,NA,NA,65.341995,NA,11899.2276476721,20.82,NA,NA,NA,NA,NA,60,0,0,0,12,43,1,0,0,2,8,1,71.36,1,NA,2.65,2.65219817197233,2.19,NA,0,NA,NA
