"","cat_pais","ncat_eleccion","nombres_candidatos","npresenciaspasadas","nausenciaspasadas","dicopresenciaspasadas","dicoausenciaspasadas","source_participaciones"
"472","Costa Rica",2018,"Jhon Vega",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"473","Costa Rica",2018,"Juan Diego Castro",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"474","Costa Rica",2018,"Mario Redondo Poveda",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"475","Costa Rica",2018,"Oscar Lopez",5,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"476","Costa Rica",2018,"Otto Guevara",16,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"477","Costa Rica",2018,"Rodolfo Hernandez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"478","Costa Rica",2018,"Rodolfo Piza",8,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"479","Costa Rica",2018,"Sergio Mena",5,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"480","Costa Rica",2018,"Stephanie Campos",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"481","Mexico",2018,"Andres Manuel Lopez Obrador",4,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"482","Mexico",2018,"Jaime Rodriguez Calderon",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"483","Mexico",2018,"Jose Antonio Meade Kuribrena",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"484","Mexico",2018,"Margarita Zavala",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"485","Mexico",2018,"Ricardo Anaya Cortes",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"486","Paraguay",2018,"Efrain Alegre",4,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"487","Paraguay",2018,"Mario Abdo Benitez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"488","Argentina",2019,"Alberto Fernandez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"489","Argentina",2019,"Jose Luis Espert",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"490","Argentina",2019,"Juan Jose Gomez Centurion",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"491","Argentina",2019,"Mauricio Macri",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"492","Argentina",2019,"Nicolas del Cano",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"493","Argentina",2019,"Roberto Lavagna",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"494","El Salvador",2019,"Carlos Calleja",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"495","El Salvador",2019,"Hugo Martinez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"496","El Salvador",2019,"Josue Alvarado",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"497","El Salvador",2019,"Nayib Bukele",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"498","Guatemala",2019,"Alejandro Giammattei",5,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"499","Guatemala",2019,"Amilcar Rivera",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"500","Guatemala",2019,"Anibal Garcia",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"501","Guatemala",2019,"Benito Morales",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"502","Guatemala",2019,"Danilo Roca",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"503","Guatemala",2019,"Edmond Mulet",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"504","Guatemala",2019,"Edwin Escobar",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"505","Guatemala",2019,"Estuardo Galdamez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"506","Guatemala",2019,"Fredy Cabrera",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"507","Guatemala",2019,"Hector Estrada",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"508","Guatemala",2019,"Isaac Farchi",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"509","Guatemala",2019,"Jose Luis Chea Urruela",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"510","Guatemala",2019,"Luis Velasquez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"511","Guatemala",2019,"Manfredo Marroquin",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"512","Guatemala",2019,"Manuel Villacorta",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"513","Guatemala",2019,"Pablo Duarte",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"514","Guatemala",2019,"Pablo Ignacio Ceto",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"515","Guatemala",2019,"Roberto Arzu",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"516","Guatemala",2019,"Sandra Torres",8,2,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"517","Guatemala",2019,"Zury Rios",3,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"518","Panama",2019,"Ana Matilde Gomez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"519","Panama",2019,"Jose Isabel Blandon",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"520","Panama",2019,"Laurentino Cortizo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"521","Panama",2019,"Marco Ameglio",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"522","Panama",2019,"Ricardo Lombana",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"523","Panama",2019,"Romulo Roux",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"524","Panama",2019,"Saul Mendez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"525","Uruguay",2019,"Daniel Martinez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"526","Uruguay",2019,"Luis Alberto Lacalle Pou",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"527","Bolivia",2020,"Carlos Mesa",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"528","Bolivia",2020,"Chi Hyun Chung",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"529","Bolivia",2020,"Feliciano Mamani",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"530","Bolivia",2020,"Jorge Quiroga",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"531","Bolivia",2020,"Luis Arce",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"532","Bolivia",2020,"Luis Fernando Camacho",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"533","Bolivia",2020,"Maria de la Cruz Baya",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"534","Chile",2021,"Eduardo Artes",4,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"535","Chile",2021,"Franco Parisi",4,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"536","Chile",2021,"Gabriel Boric",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"537","Chile",2021,"Jose Antonio Kast",5,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"538","Chile",2021,"Marco Enriquez-Ominami",16,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"539","Chile",2021,"Sebastian Sichel",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"540","Chile",2021,"Yasna Provoste",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"541","Ecuador",2021,"Andres Arauz",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"542","Ecuador",2021,"Carlos Sagnay",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"543","Ecuador",2021,"Cesar Montufar",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"544","Ecuador",2021,"Gerson Almeida",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"545","Ecuador",2021,"Giovanny Andrade",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"546","Ecuador",2021,"Guillermo Celi",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"547","Ecuador",2021,"Guillermo Lasso",3,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"548","Ecuador",2021,"Gustavo Larrea",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"549","Ecuador",2021,"Isidro Romero",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"550","Ecuador",2021,"Juan Fernando Velasco",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"551","Ecuador",2021,"Lucio Gutierrez",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"552","Ecuador",2021,"Paul Carrasco",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"553","Ecuador",2021,"Pedro Freile",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"554","Ecuador",2021,"Xavier Hervas",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"555","Ecuador",2021,"Ximena Pena",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"556","Ecuador",2021,"Yaku Perez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"557","Peru",2021,"Alberto Beingolea",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"558","Peru",2021,"Andres Alcantara",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"559","Peru",2021,"Cesar Acuna",0,1,0,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"560","Peru",2021,"Ciro Galvez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"561","Peru",2021,"Daniel Salaverry",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"562","Peru",2021,"Daniel Urresti",0,1,0,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"563","Peru",2021,"George Forsyth",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"564","Peru",2021,"Hernando de Soto",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"565","Peru",2021,"Jose Vega",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"566","Peru",2021,"Julio Guzman",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"567","Peru",2021,"Keiko Fujimori Higuchi",7,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"568","Peru",2021,"Marco Arana",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"569","Peru",2021,"Ollanta Moises Humala Tasso",5,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"570","Peru",2021,"Pedro Castillo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"571","Peru",2021,"Rafael Lopez Aliaga",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"572","Peru",2021,"Rafael Santos",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"573","Peru",2021,"Veronika Mendoza",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"574","Peru",2021,"Yonhy Lescano",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"575","Brasil",2022,"Ciro Gomes",10,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"576","Brasil",2022,"Jair Bolsonaro",2,5,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"577","Brasil",2022,"Kelmon Souza",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"578","Brasil",2022,"Luiz Felipe d'Avila",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"579","Brasil",2022,"Luiz Inacio Lula da Silva",18,5,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"580","Brasil",2022,"Simone Tebet",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"581","Brasil",2022,"Soraya Thronicke",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"582","Colombia",2022,"Enrique Gomez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"583","Colombia",2022,"Federico Gutierrez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"584","Colombia",2022,"Gustavo Petro",19,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"585","Colombia",2022,"Ingrid Betancourt",0,1,0,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"586","Colombia",2022,"John Milton Rodriguez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"587","Colombia",2022,"Luis Perez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"588","Colombia",2022,"Rodolfo Hernandez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"589","Colombia",2022,"Sergio Fajardo",12,3,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"590","Costa Rica",2022,"Carmen Quesada",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"591","Costa Rica",2022,"Christian Rivera",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"592","Costa Rica",2022,"Eduardo Cruickshank",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"593","Costa Rica",2022,"Eliecer Feinzaig",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"594","Costa Rica",2022,"Fabricio Alvarado Munoz",18,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"595","Costa Rica",2022,"Federico Malavassi",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"596","Costa Rica",2022,"Greivin Moya",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"597","Costa Rica",2022,"Jhon Vega",7,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"598","Costa Rica",2022,"Jose Maria Figueres",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"599","Costa Rica",2022,"Jose Maria Villalta",10,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"600","Costa Rica",2022,"Lineth Saborio",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"601","Costa Rica",2022,"Luis Alberto Cordero",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"602","Costa Rica",2022,"Maricela Morales",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"603","Costa Rica",2022,"Martin Chinchilla",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"604","Costa Rica",2022,"Natalia Diaz",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"605","Costa Rica",2022,"Oscar Campos",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"606","Costa Rica",2022,"Oscar Lopez",10,2,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"607","Costa Rica",2022,"Rodolfo Hernandez",9,2,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"608","Costa Rica",2022,"Rodolfo Piza",14,6,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"609","Costa Rica",2022,"Rodrigo Chaves",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"610","Costa Rica",2022,"Rolando Araya",5,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"611","Costa Rica",2022,"Roulan Jimenez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"612","Costa Rica",2022,"Sergio Mena",12,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"613","Costa Rica",2022,"Walter Munoz",6,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"614","Costa Rica",2022,"Welmer Ramos",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"615","Argentina",2023,"Javier Milei",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"616","Argentina",2023,"Juan Schiaretti",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"617","Argentina",2023,"Myriam Bregman",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"618","Argentina",2023,"Patricia Bullrich",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"619","Argentina",2023,"Sergio Massa",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"620","Ecuador",2023,"Bolivar Armijos",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"621","Ecuador",2023,"Daniel Noboa Azin",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"622","Ecuador",2023,"Jan Topic",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"623","Ecuador",2023,"Luisa Gonzalez",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"624","Ecuador",2023,"Otto Sonnenholzner",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"625","Ecuador",2023,"Xavier Hervas",3,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"626","Ecuador",2023,"Yaku Perez",1,2,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"627","Guatemala",2023,"Alvaro Trujillo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"628","Guatemala",2023,"Amilcar Pop",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"629","Guatemala",2023,"Amilcar Rivera",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"630","Guatemala",2023,"Armando Castillo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"631","Guatemala",2023,"Bernardo Arevalo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"632","Guatemala",2023,"Carlos Pineda",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"633","Guatemala",2023,"Edmond Mulet",3,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"634","Guatemala",2023,"Francisco Arredondo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"635","Guatemala",2023,"Giovanni Reyes",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"636","Guatemala",2023,"Giulio Talamonti",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"637","Guatemala",2023,"Hugo Pena",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"638","Guatemala",2023,"Isaac Farchi",2,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"639","Guatemala",2023,"Julio Rivera Claveria",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"640","Guatemala",2023,"Luis Lam",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"641","Guatemala",2023,"Manuel Conde Orellana",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"642","Guatemala",2023,"Manuel Villacorta",1,0,1,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"643","Guatemala",2023,"Rafael Espada",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"644","Guatemala",2023,"Ricardo Sagastume",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"645","Guatemala",2023,"Rudio Lecsan Merida",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"646","Guatemala",2023,"Rudy Guzman",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"647","Guatemala",2023,"Samuel Morales",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"648","Guatemala",2023,"Sandra Torres",9,4,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"649","Guatemala",2023,"Zury Rios",3,1,1,1,"Elaboracion propia con base en Franco Hanztsch (2023)"
"650","Paraguay",2023,"Alfredo Luis Machuca Doldan",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"651","Paraguay",2023,"Euclides Acevedo",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"652","Paraguay",2023,"Jorge Gomez Otano",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"653","Paraguay",2023,"Luis Talavera",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
"654","Paraguay",2023,"Paraguayo Cubas",0,0,0,0,"Elaboracion propia con base en Franco Hanztsch (2023)"
