"","cat_pais","ncat_eleccion","ncat_ronda","dico_debates_eleccion","eng_cat_pais","nec","source_nec","volatility","newparties","withinsv","source_volatility","alineamiento","source_alineamiento","marginvic","source_marginvic","ntc","source_ntc","all_ntc_caro","dico_reeleccion","dico_oficialista","voteshareincumbent","source_voteshareincumbent","exapprovalsmoothed","exapprovalnotsmoothed","source_exapproval","proptv","source_proptv","prohibicionpropaganda","accesogratuito","source_accesomedios","regulacionordinal","regulaciondico","regulacionobligatoriodico","regulaciongarantiasdico","regulacionposibilidaddico","source_regulacion","propindivinternet2","propindivinternet","source_propindivinternet2","source_propindivinternet","satisfaccion","source_satisfaccion","prop_elec_usa_ciclo","n_debates_usa_ciclo","dico_debates_usa_ciclo","source_debates_usa_ciclo","avgpropdebatesregionxciclo","lagpropdebatesregion","lagndebatesregion","source_region","X","dico_debates_pastelection","dico_2_eleccondebatesseguidos","dico_3_eleccondebatesseguidos","dico_4_eleccondebatesseguidos","dico_5_eleccondebatesseguidos","dico_6_eleccondebatesseguidos","dico_7_eleccondebatesseguidos","cumsum_pastciclos","source_lagged"
"67","Colombia",2010,1,1,"Colombia",3.46948723025734,"Calculo propio con base en datos de candidatos",38.2999992370605,31.8999996185303,6.40000009536743,"Mainwaring & Su (2021)",37.2,"LAPOP",-25.16,"Caluclo propio con base en datos desagregados por candidato",9,"Calculo propio con base en datos de candidatos",9,0,1,46.67,"Friedenberg (2016a) - ",61.744732,61.744732,"Carlin et al (2023)",93.7083333333333,"Promedio de valores provenientes de:Latinobarometro;LAPOP",0,1,"Freidenberg (2020)",5,1,0,1,0,"Franco H. (2022)",36.5,36.5,"UIT, con base en: Departamento Administrativo Nacional de Estadística-DANE.","UIT, con base en: Departamento Administrativo Nacional de Estadística-DANE.",0.461586985391766,"Promedio de valores provenientes de:LAPOP;Latinobarometro",1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.489583333333333,0.375,3,"Calculo con base en data recabada para Franco H. (2022)",67,1,1,1,1,0,0,0,5,"Calculo con base en data recabada para Franco H. (2022)"
"68","Colombia",2010,2,1,"Colombia",1.78841376855408,"Calculo propio con base en datos de candidatos",38.2999992370605,31.8999996185303,6.40000009536743,"Mainwaring & Su (2021)",37.2,"LAPOP",-42.12,"Caluclo propio con base en datos desagregados por candidato",2,"Calculo propio con base en datos de candidatos",2,0,1,69.56,"Friedenberg (2016a) - ",61.744732,61.744732,"Carlin et al (2023)",93.7083333333333,"Promedio de valores provenientes de:Latinobarometro;LAPOP",0,1,"Freidenberg (2020)",5,1,0,1,0,"Franco H. (2022)",36.5,36.5,"UIT, con base en: Departamento Administrativo Nacional de Estadística-DANE.","UIT, con base en: Departamento Administrativo Nacional de Estadística-DANE.",0.461586985391766,"Promedio de valores provenientes de:LAPOP;Latinobarometro",1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.489583333333333,0.375,3,"Calculo con base en data recabada para Franco H. (2022)",68,1,1,1,1,0,0,0,5,"Calculo con base en data recabada para Franco H. (2022)"
"69","Colombia",2014,1,1,"Colombia",4.85668693912551,"Calculo propio con base en datos de candidatos",48.560001373291,31.1000003814697,17.4599990844727,"Mainwaring & Su (2021)",28.2,"LAPOP",-3.56,"Caluclo propio con base en datos desagregados por candidato",5,"Calculo propio con base en datos de candidatos",5,1,1,25.72,"Friedenberg (2016a) - ",41.55048,41.55048,"Carlin et al (2023)",94.2962,"Promedio de valores provenientes de:UIT, con base en: Departamento Administrativo Nacional de Estadística - DANE;LAPOP",0,1,"Freidenberg (2020)",5,1,0,1,0,"Franco H. (2022)",52.5681,52.5681,"UIT, con base en: Departamento Administrativo Nacional de Estadistica (DANE)","UIT, con base en: Departamento Administrativo Nacional de Estadistica (DANE)",0.312208110516934,"Promedio de valores provenientes de:LAPOP;Valor proyectado segun ultimo valor disponible Latinobarometro",1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.708333333333333,0.833333333333333,5,"Calculo con base en data recabada para Franco H. (2022)",69,1,1,1,1,1,0,0,6,"Calculo con base en data recabada para Franco H. (2022)"
"70","Colombia",2014,2,1,"Colombia",2.16217146534317,"Calculo propio con base en datos de candidatos",48.560001373291,31.1000003814697,17.4599990844727,"Mainwaring & Su (2021)",28.2,"LAPOP",-5.99,"Caluclo propio con base en datos desagregados por candidato",2,"Calculo propio con base en datos de candidatos",2,1,1,50.99,"Friedenberg (2016a) - ",41.55048,41.55048,"Carlin et al (2023)",94.2962,"Promedio de valores provenientes de:UIT, con base en: Departamento Administrativo Nacional de Estadística - DANE;LAPOP",0,1,"Freidenberg (2020)",5,1,0,1,0,"Franco H. (2022)",52.5681,52.5681,"UIT, con base en: Departamento Administrativo Nacional de Estadistica (DANE)","UIT, con base en: Departamento Administrativo Nacional de Estadistica (DANE)",0.312208110516934,"Promedio de valores provenientes de:LAPOP;Valor proyectado segun ultimo valor disponible Latinobarometro",1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.708333333333333,0.833333333333333,5,"Calculo con base en data recabada para Franco H. (2022)",70,1,1,1,1,1,0,0,6,"Calculo con base en data recabada para Franco H. (2022)"
"71","Colombia",2018,1,1,"Colombia",3.57009781746711,"Calculo propio con base en datos de candidatos",68.879997253418,8.13000011444092,60.75,"Mainwaring & Su (2021)",26.1,"LAPOP",-14.25,"Caluclo propio con base en datos desagregados por candidato",8,"Calculo propio con base en datos de candidatos",8,0,0,0,"Imputado ya que no hay un claro oficialista",35.895458,35.895458,"Carlin et al (2023)",93.1655,"Promedio de valores provenientes de:UIT, con base en: Departamento Administrativo Nacional de Estadística - DANE;LAPOP",0,1,"Freidenberg (2020)",5,1,0,1,0,"Franco H. (2022)",64.1264,64.1264,"UIT, con base en: Departamento Administrativo Nacional de Estadistica (DANE)","UIT, con base en: Departamento Administrativo Nacional de Estadistica (DANE)",0.225756915213469,"Promedio de valores provenientes de:LAPOP;Valor proyectado segun ultimo valor disponible Latinobarometro",1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.825,0.8,4,"Calculo con base en data recabada para Franco H. (2022)",71,1,1,1,1,1,1,0,7,"Calculo con base en data recabada para Franco H. (2022)"
"72","Colombia",2018,2,0,"Colombia",2.14409437720255,"Calculo propio con base en datos de candidatos",68.879997253418,8.13000011444092,60.75,"Mainwaring & Su (2021)",26.1,"LAPOP",-12.26,"Caluclo propio con base en datos desagregados por candidato",2,"Calculo propio con base en datos de candidatos",2,0,0,0,"Imputado ya que no hay un claro oficialista",35.895458,35.895458,"Carlin et al (2023)",93.1655,"Promedio de valores provenientes de:UIT, con base en: Departamento Administrativo Nacional de Estadística - DANE;LAPOP",0,1,"Freidenberg (2020)",5,1,0,1,0,"Franco H. (2022)",64.1264,64.1264,"UIT, con base en: Departamento Administrativo Nacional de Estadistica (DANE)","UIT, con base en: Departamento Administrativo Nacional de Estadistica (DANE)",0.225756915213469,"Promedio de valores provenientes de:LAPOP;Valor proyectado segun ultimo valor disponible Latinobarometro",1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.825,0.8,4,"Calculo con base en data recabada para Franco H. (2022)",72,1,1,1,1,1,1,0,7,"Calculo con base en data recabada para Franco H. (2022)"
"73","Colombia",2022,1,1,"Colombia",3.32065176424568,"Calculo propio con base en datos de candidatos",NA,NA,NA,NA,26.1,"Proyectado. Ultimo valor disponible LAPOP",-12.17,"Caluclo propio con base en datos desagregados por candidato",8,"Calculo propio con base en datos de candidatos",8,0,1,23.9,"Mision de Observacion Electoralhttps://www.moe.org.co/wp-content/uploads/2022/11/DIGITAL-Resultados-Presidenciales-2022.pdf - ",36.75227,36.82237,"Descargado manulamente de: https://executiveapproval.org/visualizationtest/",95.6,"Promedio de valores provenientes de:NA;Valor proyectado segun ultimo valor disponible LAPOP",NA,NA,NA,5,1,0,1,0,"Franco H. (2022)",72.7964,72.7964,"UIT, con base en: Departamento Administrativo Nacional de Estadistica (DANE)","UIT, con base en: Departamento Administrativo Nacional de Estadistica (DANE)",0.143636819244905,"Promedio de valores provenientes de:Valor proyectado segun ultimo valor disponible LAPOP;Proyectado. Ultimo valor disponible Latinobarometro",1,2,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.693452380952381,0.857142857142857,6,"Calculo con base en data recabada para Franco H. (2022)",73,1,1,1,1,1,1,1,8,"Calculo con base en data recabada para Franco H. (2022)"
"74","Colombia",2022,2,0,"Colombia",2.09098734896197,"Calculo propio con base en datos de candidatos",NA,NA,NA,NA,26.1,"Proyectado. Ultimo valor disponible LAPOP",-3.13,"Caluclo propio con base en datos desagregados por candidato",2,"Calculo propio con base en datos de candidatos",2,0,0,0,"Imputado ya que no hay un claro oficialista",36.75227,36.82237,"Descargado manulamente de: https://executiveapproval.org/visualizationtest/",95.6,"Promedio de valores provenientes de:NA;Valor proyectado segun ultimo valor disponible LAPOP",NA,NA,NA,5,1,0,1,0,"Franco H. (2022)",72.7964,72.7964,"UIT, con base en: Departamento Administrativo Nacional de Estadistica (DANE)","UIT, con base en: Departamento Administrativo Nacional de Estadistica (DANE)",0.143636819244905,"Promedio de valores provenientes de:Valor proyectado segun ultimo valor disponible LAPOP;Proyectado. Ultimo valor disponible Latinobarometro",1,2,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.693452380952381,0.857142857142857,6,"Calculo con base en data recabada para Franco H. (2022)",74,1,1,1,1,1,1,1,8,"Calculo con base en data recabada para Franco H. (2022)"
"75","Costa Rica",1962,1,0,"Costa Rica",2.52478282638682,"Calculo propio con base en datos de candidatos",43.7000007629395,0.899999976158142,42.7999992370605,"Mainwaring & Su (2021)",NA,NA,-14.95,"Caluclo propio con base en datos desagregados por candidato",4,"Calculo propio con base en datos de candidatos",4,0,1,13.49,"Nohlen (2005a), Volumen I, p. 178 - ",NA,NA,NA,NA,NA,0,0,"",0,0,0,0,0,"Franco H. (2022)",0,0,"Estimación razonable con base en fuentes cualitativas","Estimación razonable con base en fuentes cualitativas",NA,NA,1,4,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0,0,0,"Calculo con base en data recabada para Franco H. (2022)",75,NA,NA,NA,NA,NA,NA,NA,0,"Calculo con base en data recabada para Franco H. (2022)"
"76","Costa Rica",1966,1,0,"Costa Rica",1.99981569698537,"Calculo propio con base en datos de candidatos",15.1999998092651,0,15.1999998092651,"Mainwaring & Su (2021)",NA,NA,-0.959999999999994,"Caluclo propio con base en datos desagregados por candidato",2,"Calculo propio con base en datos de candidatos",2,0,1,49.52,"Political Database of the Americas + Nohlen (2005a), Volumen I, p. 179https://pdba.georgetown.edu/Elecdata/CR/costpres66.htm - ",NA,NA,NA,NA,NA,0,0,"",0,0,0,0,0,"Franco H. (2022)",0,0,"Estimación razonable con base en fuentes cualitativas","Estimación razonable con base en fuentes cualitativas",NA,NA,0,0,0,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.5,0,0,"Calculo con base en data recabada para Franco H. (2022)",76,0,NA,NA,NA,NA,NA,NA,0,"Calculo con base en data recabada para Franco H. (2022)"
"77","Costa Rica",1970,1,0,"Costa Rica",2.1260628108264,"Calculo propio con base en datos de candidatos",9.30000019073486,4,5.30000019073486,"Mainwaring & Su (2021)",NA,NA,-13.61,"Caluclo propio con base en datos desagregados por candidato",5,"Calculo propio con base en datos de candidatos",5,0,1,41.18,"Political Database of the Americas + Nohlen (2005a), Volumen I, p. 179https://pdba.georgetown.edu/Elecdata/CR/costpres70.htm - ",NA,NA,NA,NA,NA,0,0,"",0,0,0,0,0,"Franco H. (2022)",0,0,"Estimación razonable con base en fuentes cualitativas","Estimación razonable con base en fuentes cualitativas",NA,NA,0,0,0,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.25,0,0,"Calculo con base en data recabada para Franco H. (2022)",77,0,0,NA,NA,NA,NA,NA,0,"Calculo con base en data recabada para Franco H. (2022)"
"78","Costa Rica",1974,1,0,"Costa Rica",3.30403993553422,"Calculo propio con base en datos de candidatos",24.3999996185303,20.5,3.90000009536743,"Mainwaring & Su (2021)",NA,NA,-13.04,"Caluclo propio con base en datos desagregados por candidato",8,"Calculo propio con base en datos de candidatos",8,0,1,43.44,"Political Database of the Americas + Nohlen (2005a), Volumen I, p. 179https://pdba.georgetown.edu/Elecdata/CR/costpres74.htm - ",NA,NA,NA,NA,NA,0,0,"Planas (2002 : 66-67)",0,0,0,0,0,"Franco H. (2022)",0,0,"Estimación razonable con base en fuentes cualitativas","Estimación razonable con base en fuentes cualitativas",NA,NA,0,0,0,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0,0,0,"Calculo con base en data recabada para Franco H. (2022)",78,0,0,0,NA,NA,NA,NA,0,"Calculo con base en data recabada para Franco H. (2022)"
"79","Costa Rica",1978,1,1,"Costa Rica",2.23065792608639,"Calculo propio con base en datos de candidatos",55.5099983215332,0.219999998807907,55.2999992370605,"Mainwaring & Su (2021)",NA,NA,-6.68,"Caluclo propio con base en datos desagregados por candidato",8,"Calculo propio con base en datos de candidatos",8,0,1,43.83,"Nohlen (2005a), Volumen I, p. 180 - ",37.674999,37.674999,"Carlin et al (2023)",NA,NA,0,0,"Planas (2002 : 66-67)",0,0,0,0,0,"Franco H. (2022)",0,0,"Estimación razonable con base en fuentes cualitativas","Estimación razonable con base en fuentes cualitativas",NA,NA,1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0,0,0,"Calculo con base en data recabada para Franco H. (2022)",79,0,0,0,0,NA,NA,NA,0,"Calculo con base en data recabada para Franco H. (2022)"
"80","Costa Rica",1982,1,1,"Costa Rica",2.17,"Lujan (2020)",19.3899993896484,3.79999995231628,15.5900001525879,"Mainwaring & Su (2021)",NA,NA,-25.16,"Caluclo propio con base en datos desagregados por candidato",6,"Lujan (2020)",NA,0,1,33.64,"Freidenberg (2024)https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231036 - ",22.877001,22.877001,"Carlin et al (2023)",NA,NA,0,0,"Planas (2002 : 66-67)",0,0,0,0,0,"Franco H. (2022)",0,0,"Estimación razonable con base en fuentes cualitativas","Estimación razonable con base en fuentes cualitativas",NA,NA,1,2,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.208333333333333,0,0,"Calculo con base en data recabada para Franco H. (2022)",80,1,0,0,0,0,NA,NA,1,"Calculo con base en data recabada para Franco H. (2022)"
"81","Costa Rica",1986,1,1,"Costa Rica",2.07,"Lujan (2020)",13.1999998092651,0.5,12.6999998092651,"Mainwaring & Su (2021)",NA,NA,-6.57,"Caluclo propio con base en datos desagregados por candidato",6,"Lujan (2020)",NA,0,1,52.34,"Freidenberg (2024)https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231037 - ",55.369999,55.369999,"Carlin et al (2023)",NA,NA,0,0,"Planas (2002 : 66-67)",0,0,0,0,0,"Franco H. (2022)",0,0,"Estimación razonable con base en fuentes cualitativas","Estimación razonable con base en fuentes cualitativas",NA,NA,1,2,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.258333333333333,0,0,"Calculo con base en data recabada para Franco H. (2022)",81,1,1,0,0,0,0,NA,2,"Calculo con base en data recabada para Franco H. (2022)"
"82","Costa Rica",1990,1,1,"Costa Rica",2.05,"Lujan (2020)",6.69999980926514,1,5.69999980926514,"Mainwaring & Su (2021)",NA,NA,-4.31,"Caluclo propio con base en datos desagregados por candidato",7,"Lujan (2020)",NA,0,1,47.2,"Freidenberg (2024)https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231040 - ",48.188999,48.188999,"Carlin et al (2023)",NA,NA,0,0,"Planas (2002 : 66-67)",0,0,0,0,0,"Franco H. (2022)",0,0,"Estimación razonable con base en fuentes cualitativas","Estimación razonable con base en fuentes cualitativas",NA,NA,1,2,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.407407407407407,0.555555555555556,5,"Calculo con base en data recabada para Franco H. (2022)",82,1,1,1,0,0,0,0,3,"Calculo con base en data recabada para Franco H. (2022)"
"83","Costa Rica",1994,1,1,"Costa Rica",2.107736922,"Lujan (2020)",4.53000020980835,0,4.53000020980835,"Mainwaring & Su (2021)",NA,NA,-1.87,"Caluclo propio con base en datos desagregados por candidato",7,"Lujan (2020)",NA,0,1,47.75,"Freidenberg (2024)https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231042 - ",43.891998,43.891998,"Carlin et al (2023)",NA,NA,0,0,"Planas (2002 : 66-67)",0,0,0,0,0,"Franco H. (2022)",0,0,"Estimación razonable con base en fuentes cualitativas","Estimación razonable con base en fuentes cualitativas",NA,NA,1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.432142857142857,0.8,4,"Calculo con base en data recabada para Franco H. (2022)",83,1,1,1,1,0,0,0,4,"Calculo con base en data recabada para Franco H. (2022)"
"84","Costa Rica",1998,1,1,"Costa Rica",2.37794275469021,"Calculo propio con base en datos de candidatos",6.03000020980835,3.66000008583069,2.36999988555908,"Mainwaring & Su (2021)",50.7000007629395,"Mainwaring & Su (2021)",-2.4,"Caluclo propio con base en datos desagregados por candidato",13,"Calculo propio con base en datos de candidatos",13,0,1,44.56,"Freidenberg (2024)https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231044 - ",28.999001,28.999001,"Carlin et al (2023)",91.6,"Promedio de valores provenientes de:Latinobarometro;NA",0,0,"Freidenberg (2020)",7,1,0,1,0,"Franco H. (2022)",0,3.48015,"Proyectado. Ultimo valor disponible UIT","Interpolación temporal con base en valores UIT usando función imputeTS::na_interpolation(",0.536,"Promedio de valores provenientes de:Latinobarometro",1,2,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.3375,0.5,1,"Calculo con base en data recabada para Franco H. (2022)",84,1,1,1,1,1,0,0,5,"Calculo con base en data recabada para Franco H. (2022)"
"85","Costa Rica",2002,1,1,"Costa Rica",3.1811888414457,"Calculo propio con base en datos de candidatos",28.0200004577637,26.5499992370605,1.47000002861023,"Mainwaring & Su (2021)",NA,NA,-7.53,"Caluclo propio con base en datos desagregados por candidato",13,"Calculo propio con base en datos de candidatos",13,0,1,38.58,"Freidenberg (2024)https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231045 - ",50.129002,50.129002,"Carlin et al (2023)",93.7375745526839,"Promedio de valores provenientes de:Latinobarometro;NA",0,0,"Freidenberg (2020)",7,1,0,1,0,"Franco H. (2022)",19.8949,19.8949,"UIT, con base en: ","UIT, con base en: ",0.747514910536779,"Promedio de valores provenientes de:Latinobarometro",1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.291666666666667,0.25,1,"Calculo con base en data recabada para Franco H. (2022)",85,1,1,1,1,1,1,0,6,"Calculo con base en data recabada para Franco H. (2022)"
"86","Costa Rica",2002,2,1,"Costa Rica",1.95068473911055,"Calculo propio con base en datos de candidatos",28.0200004577637,26.5499992370605,1.47000002861023,"Mainwaring & Su (2021)",NA,NA,-15.9,"Caluclo propio con base en datos desagregados por candidato",2,"Calculo propio con base en datos de candidatos",2,0,1,57.95,"Freidenberg (2024)https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231047 - ",50.129002,50.129002,"Carlin et al (2023)",93.7375745526839,"Promedio de valores provenientes de:Latinobarometro;NA",0,0,"Freidenberg (2020)",7,1,0,1,0,"Franco H. (2022)",19.8949,19.8949,"UIT, con base en: ","UIT, con base en: ",0.747514910536779,"Promedio de valores provenientes de:Latinobarometro",1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.291666666666667,0.25,1,"Calculo con base en data recabada para Franco H. (2022)",86,1,1,1,1,1,1,0,6,"Calculo con base en data recabada para Franco H. (2022)"
"87","Costa Rica",2006,1,1,"Costa Rica",2.98113561233599,"Calculo propio con base en datos de candidatos",35.9599990844727,3.85999989509583,32.0999984741211,"Mainwaring & Su (2021)",36.1,"LAPOP",-1.12,"Caluclo propio con base en datos desagregados por candidato",14,"Calculo propio con base en datos de candidatos",14,0,1,3.6,"TSE Costa Ricahttps://www.tse.go.cr/estadisticas_elecciones.htm - ",36.388,36.388,"Carlin et al (2023)",97.35,"Promedio de valores provenientes de:Latinobarometro;LAPOP",0,0,"Freidenberg (2020)",7,1,0,1,0,"Franco H. (2022)",25.1,25.1,"UIT, con base en: ITU estimate.","UIT, con base en: ITU estimate.",0.527905143620575,"Promedio de valores provenientes de:LAPOP;Latinobarometro",1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.604166666666667,0.666666666666667,2,"Calculo con base en data recabada para Franco H. (2022)",87,1,1,1,1,1,1,1,7,"Calculo con base en data recabada para Franco H. (2022)"
"88","Costa Rica",2010,1,1,"Costa Rica",3.04463449391248,"Calculo propio con base en datos de candidatos",21.1700000762939,2.24000000953674,18.9300003051758,"Mainwaring & Su (2021)",52.3,"LAPOP",-21.86,"Caluclo propio con base en datos desagregados por candidato",9,"Calculo propio con base en datos de candidatos",9,0,1,46.91,"Freidenberg (2024)https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231051 - ",54.101002,54.101002,"Carlin et al (2023)",96.4992666666667,"Promedio de valores provenientes de:UIT, con base en: Instituto Nacional de Esatdística y Censos;Latinobarometro;LAPOP",0,0,"Freidenberg (2020)",7,1,0,1,0,"Franco H. (2022)",36.5,36.5,"UIT, con base en: Instituto Nacional de Estadisticas y Censos (INEC)","UIT, con base en: Instituto Nacional de Estadisticas y Censos (INEC)",0.648666666666667,"Promedio de valores provenientes de:LAPOP;Latinobarometro",1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.489583333333333,0.375,3,"Calculo con base en data recabada para Franco H. (2022)",88,1,1,1,1,1,1,1,8,"Calculo con base en data recabada para Franco H. (2022)"
"89","Costa Rica",2014,1,1,"Costa Rica",4.37438870651819,"Calculo propio con base en datos de candidatos",28.2999992370605,2.15000009536743,26.1499996185303,"Mainwaring & Su (2021)",67.4,"LAPOP",-0.93,"Caluclo propio con base en datos desagregados por candidato",13,"Calculo propio con base en datos de candidatos",13,0,1,29.71,"Freidenberg (2024)https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231054 - ",29.712999,29.712999,"Carlin et al (2023)",97.8245,"Promedio de valores provenientes de:Valor proyectado segun ultimo valor disponible UIT;LAPOP",0,0,"Freidenberg (2020)",9,1,0,1,0,"Franco H. (2022)",53,53,"UIT, con base en: ITU estimate.","UIT, con base en: ITU estimate.",0.538846128822381,"Promedio de valores provenientes de:LAPOP;Valor proyectado segun ultimo valor disponible Latinobarometro",1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.708333333333333,0.833333333333333,5,"Calculo con base en data recabada para Franco H. (2022)",89,1,1,1,1,1,1,1,9,"Calculo con base en data recabada para Franco H. (2022)"
"90","Costa Rica",2014,2,0,"Costa Rica",1.52876325254288,"Calculo propio con base en datos de candidatos",28.2999992370605,2.15000009536743,26.1499996185303,"Mainwaring & Su (2021)",67.4,"LAPOP",-55.52,"Caluclo propio con base en datos desagregados por candidato",2,"Calculo propio con base en datos de candidatos",2,0,1,22.24,"Freidenberg (2024)https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231056 - ",29.712999,29.712999,"Carlin et al (2023)",97.8245,"Promedio de valores provenientes de:Valor proyectado segun ultimo valor disponible UIT;LAPOP",0,0,"Freidenberg (2020)",9,1,0,1,0,"Franco H. (2022)",53,53,"UIT, con base en: ITU estimate.","UIT, con base en: ITU estimate.",0.538846128822381,"Promedio de valores provenientes de:LAPOP;Valor proyectado segun ultimo valor disponible Latinobarometro",1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.708333333333333,0.833333333333333,5,"Calculo con base en data recabada para Franco H. (2022)",90,1,1,1,1,1,1,1,9,"Calculo con base en data recabada para Franco H. (2022)"
"91","Costa Rica",2018,1,1,"Costa Rica",5.51965632411864,"Calculo propio con base en datos de candidatos",48.9000015258789,5.53999996185303,43.3600006103516,"Mainwaring & Su (2021)",19.9,"LAPOP",-3.36,"Caluclo propio con base en datos desagregados por candidato",13,"Calculo propio con base en datos de candidatos",13,0,1,21.63,"Freidenberg (2024)https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231058 - ",35.165001,35.165001,"Carlin et al (2023)",97.0654,"Promedio de valores provenientes de:Valor proyectado segun ultimo valor disponible UIT;LAPOP",0,0,"Freidenberg (2020)",9,1,0,1,0,"Franco H. (2022)",73.4797,73.4797,"UIT, con base en: Instituto Nacional de Estadisticas y Censos","UIT, con base en: Instituto Nacional de Estadisticas y Censos",0.447016988674217,"Promedio de valores provenientes de:LAPOP;Valor proyectado segun ultimo valor disponible Latinobarometro",1,3,1,"Cuenta con base en información disponible en: https://www.presidency.ucsb.edu/documents/presidential-documents-archive-guidebook/presidential-campaigns-debates-and-endorsements-0",0.825,0.8,4,"Calculo con base en data recabada para Franco H. (2022)",91,1,1,1,1,1,1,1,10,"Calculo con base en data recabada para Franco H. (2022)"
