"","cat_pais","ncat_eleccion","ncat_ronda","dico_debates_eleccion","eng_cat_pais","gdpxcapita","source_gdp","gdpxcapita2","source_gdpxcapita2","urbanpop","source_urbanpop","undphdi","source_undphdi","runoff","concelec","source_runoff","source_concelec","compulsoryvoting","source_compulsoryvoting","polar","source_polar","edadregimenppolity","source_edadregimenppolity","edadregimenbmr","source_edadregimenbmr","edadregimenmainw","source_edadregimenmainw","edadregimenfilled","source_edadregimenfilled","democraciappolity","source_democraciappolity","democraciavdemelectoralcomp","source_democraciavdemelectoralcomp","democraciavdempolyarchy","source_vdem_polyarchy","mediaqualitycorruptvdem","source_mediaqualitycorruptvdem","mediaqualityconftvwvs","source_mediaqualityconftvwvs","mediaqualitybiasnelda","source_mediaqualitybiasnelda","mediaqualityfreedombti","source_mediaqualityfreedombti","turnout","source_turnout"
"21","Bolivia",2005,1,1,"Bolivia",2152.36196979617,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",1623.52001953125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",64.17,"Base Qof wdi_popurb",0.63499999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",6.17600011825562,"Mainwaring & Su (2021) - runoff",20,"Base Qof p_durable",24,"Base Qof bmr_demdur",20,"Mainwaring & Su (2021) - age_demo",24,"24",8,"Base Qof p_polity2",0.824,"Base Qof vdem_edcomp_thick",0.754,"Base Qof vdem_polyarchy",2.938,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",8,"Base Qof bti_foe",84.51,"Base Qof ideavt_presvt"
"22","Bolivia",2009,1,0,"Bolivia",2414.12994536401,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",1720.09997558594,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",65.984,"Base Qof wdi_popurb",0.65799999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.20599985122681,"Mainwaring & Su (2021) - runoff",24,"Base Qof p_durable",28,"Base Qof bmr_demdur",24,"Mainwaring & Su (2021) - age_demo",28,"28",7,"Base Qof p_polity2",0.803,"Base Qof vdem_edcomp_thick",0.718,"Base Qof vdem_polyarchy",2.938,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",7,"Base Qof bti_foe",94.55,"Base Qof ideavt_presvt"
"23","Bolivia",2014,1,1,"Bolivia",2882.80689613638,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",1933.73999023438,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",68.047,"Base Qof wdi_popurb",0.68400002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.65299987792969,"Mainwaring & Su (2021) - runoff",29,"Base Qof p_durable",33,"Base Qof bmr_demdur",29,"Mainwaring & Su (2021) - age_demo",33,"33",7,"Base Qof p_polity2",0.759,"Base Qof vdem_edcomp_thick",0.651,"Base Qof vdem_polyarchy",2.873,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",91.86,"Base Qof ideavt_presvt"
"24","Bolivia",2019,1,0,"Bolivia",3242.94884532224,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",69.773,"Base Qof wdi_popurb",0.71700001,"Base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,NA,NA,38,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",38,"38",7,"Proyectado. Último valor disponible base Qof p_polity2",0.608,"Base Qof vdem_edcomp_thick",0.484,"Base Qof vdem_polyarchy",2.759,"Base Qof vdem_mecorrpt",2.1829746,"Proyectado. Último valor disponible base Qof wvs_conftv",1,"Base Qof nelda_mbbe",7,"Base Qof bti_foe",88.31,"Base Qof ideavt_presvt"
"25","Bolivia",2020,1,1,"Bolivia",2920.19744733394,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",70.123,"Base Qof wdi_popurb",0.69400001,"Base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,NA,NA,39,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",39,"39",7,"Proyectado. Último valor disponible base Qof p_polity2",0.341,"Base Qof vdem_edcomp_thick",0.332,"Base Qof vdem_polyarchy",3.156,"Base Qof vdem_mecorrpt",2.1829746,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",7,"Proyectado. Último valor disponible base Qof bti_foe",88.42,"Base Qof ideavt_presvt"
"26","Brasil",1989,1,1,"Brazil",6479.069095695,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",73.139,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,4,"Base Qof p_durable",5,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",5,"5",8,"Base Qof p_polity2",0.768,"Base Qof vdem_edcomp_thick",0.71,"Base Qof vdem_polyarchy",2.777,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,88.07,"Base Qof ideavt_presvt"
"27","Brasil",1989,2,1,"Brazil",6479.069095695,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",73.139,"Base Qof wdi_popurb",0.61000001,"Proyectado. Último valor disponible base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,4,"Base Qof p_durable",5,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",5,"5",8,"Base Qof p_polity2",0.768,"Base Qof vdem_edcomp_thick",0.71,"Base Qof vdem_polyarchy",2.777,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,88.07,"Base Qof ideavt_presvt"
"28","Brasil",1994,1,1,"Brazil",6358.67878741759,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",8391.1904296875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",76.903,"Base Qof wdi_popurb",0.63800001,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",2.88899993896484,"Mainwaring & Su (2021) - runoff",9,"Base Qof p_durable",10,"Base Qof bmr_demdur",5,"Mainwaring & Su (2021) - age_demo",10,"10",8,"Base Qof p_polity2",0.893,"Base Qof vdem_edcomp_thick",0.849,"Base Qof vdem_polyarchy",3.162,"Base Qof vdem_mecorrpt",2.1269906,"Proyectado. Último valor disponible base Qof wvs_conftv",3,"Base Qof nelda_mbbe",NA,NA,84.93,"Base Qof ideavt_presvt"
"29","Brasil",1998,1,0,"Brazil",6613.98318082927,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",8319.2099609375,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",79.781,"Base Qof wdi_popurb",0.66600001,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",2.86500000953674,"Mainwaring & Su (2021) - runoff",13,"Base Qof p_durable",14,"Base Qof bmr_demdur",9,"Mainwaring & Su (2021) - age_demo",14,"14",8,"Base Qof p_polity2",0.896,"Base Qof vdem_edcomp_thick",0.851,"Base Qof vdem_polyarchy",3.162,"Base Qof vdem_mecorrpt",2.4736843,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",NA,NA,78.51,"Base Qof ideavt_presvt"
"30","Brasil",2002,1,1,"Brazil",6868.69590695211,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",8644.419921875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",81.88,"Base Qof wdi_popurb",0.69199997,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",2.53900003433228,"Mainwaring & Su (2021) - runoff",17,"Base Qof p_durable",18,"Base Qof bmr_demdur",13,"Mainwaring & Su (2021) - age_demo",18,"18",8,"Base Qof p_polity2",0.902,"Base Qof vdem_edcomp_thick",0.859,"Base Qof vdem_polyarchy",3.162,"Base Qof vdem_mecorrpt",2.4736843,"Proyectado. Último valor disponible base Qof wvs_conftv",3,"Base Qof nelda_mbbe",NA,NA,79.53,"Base Qof ideavt_presvt"
"31","Brasil",2002,2,1,"Brazil",6868.69590695211,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",8644.419921875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",81.88,"Base Qof wdi_popurb",0.69199997,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",2.53900003433228,"Mainwaring & Su (2021) - runoff",17,"Base Qof p_durable",18,"Base Qof bmr_demdur",13,"Mainwaring & Su (2021) - age_demo",18,"18",8,"Base Qof p_polity2",0.902,"Base Qof vdem_edcomp_thick",0.859,"Base Qof vdem_polyarchy",3.162,"Base Qof vdem_mecorrpt",2.4736843,"Proyectado. Último valor disponible base Qof wvs_conftv",3,"Base Qof nelda_mbbe",NA,NA,79.53,"Base Qof ideavt_presvt"
"32","Brasil",2006,1,1,"Brazil",7534.54250017952,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",8924.330078125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",83.143,"Base Qof wdi_popurb",0.69999999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.57699990272522,"Mainwaring & Su (2021) - runoff",21,"Base Qof p_durable",22,"Base Qof bmr_demdur",17,"Mainwaring & Su (2021) - age_demo",22,"22",8,"Base Qof p_polity2",0.915,"Base Qof vdem_edcomp_thick",0.876,"Base Qof vdem_polyarchy",3.276,"Base Qof vdem_mecorrpt",2.2452362,"Base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",81.01,"Base Qof ideavt_presvt"
"33","Brasil",2006,2,1,"Brazil",7534.54250017952,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",8924.330078125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",83.143,"Base Qof wdi_popurb",0.69999999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.57699990272522,"Mainwaring & Su (2021) - runoff",21,"Base Qof p_durable",22,"Base Qof bmr_demdur",17,"Mainwaring & Su (2021) - age_demo",22,"22",8,"Base Qof p_polity2",0.915,"Base Qof vdem_edcomp_thick",0.876,"Base Qof vdem_polyarchy",3.276,"Base Qof vdem_mecorrpt",2.2452362,"Base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",81.01,"Base Qof ideavt_presvt"
"34","Brasil",2010,1,1,"Brazil",8673.89838344205,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",9761.8798828125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",84.335,"Base Qof wdi_popurb",0.72299999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.26500010490417,"Mainwaring & Su (2021) - runoff",25,"Base Qof p_durable",26,"Base Qof bmr_demdur",21,"Mainwaring & Su (2021) - age_demo",26,"26",8,"Base Qof p_polity2",0.916,"Base Qof vdem_edcomp_thick",0.872,"Base Qof vdem_polyarchy",3.281,"Base Qof vdem_mecorrpt",2.2452362,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",78.5,"Base Qof ideavt_presvt"
"35","Brasil",2010,2,1,"Brazil",8673.89838344205,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",9761.8798828125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",84.335,"Base Qof wdi_popurb",0.72299999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.26500010490417,"Mainwaring & Su (2021) - runoff",25,"Base Qof p_durable",26,"Base Qof bmr_demdur",21,"Mainwaring & Su (2021) - age_demo",26,"26",8,"Base Qof p_polity2",0.916,"Base Qof vdem_edcomp_thick",0.872,"Base Qof vdem_polyarchy",3.281,"Base Qof vdem_mecorrpt",2.2452362,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",78.5,"Base Qof ideavt_presvt"
"36","Brasil",2014,1,1,"Brazil",9183.4597265639,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",11224.150390625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",85.492,"Base Qof wdi_popurb",0.75400001,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.37400007247925,"Mainwaring & Su (2021) - runoff",29,"Base Qof p_durable",30,"Base Qof bmr_demdur",25,"Mainwaring & Su (2021) - age_demo",30,"30",8,"Base Qof p_polity2",0.917,"Base Qof vdem_edcomp_thick",0.876,"Base Qof vdem_polyarchy",3.365,"Base Qof vdem_mecorrpt",2.1656523,"Base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",78.9,"Base Qof ideavt_presvt"
"37","Brasil",2014,2,1,"Brazil",9183.4597265639,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",11224.150390625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",85.492,"Base Qof wdi_popurb",0.75400001,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.37400007247925,"Mainwaring & Su (2021) - runoff",29,"Base Qof p_durable",30,"Base Qof bmr_demdur",25,"Mainwaring & Su (2021) - age_demo",30,"30",8,"Base Qof p_polity2",0.917,"Base Qof vdem_edcomp_thick",0.876,"Base Qof vdem_polyarchy",3.365,"Base Qof vdem_mecorrpt",2.1656523,"Base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",78.9,"Base Qof ideavt_presvt"
"38","Brasil",2018,1,1,"Brazil",8553.86590205122,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",11866.3896484375,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",86.569,"Base Qof wdi_popurb",0.764,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",4.2519998550415,"Mainwaring & Su (2021) - runoff",33,"Base Qof p_durable",34,"Base Qof bmr_demdur",29,"Mainwaring & Su (2021) - age_demo",34,"34",8,"Base Qof p_polity2",0.859,"Base Qof vdem_edcomp_thick",0.742,"Base Qof vdem_polyarchy",2.929,"Base Qof vdem_mecorrpt",2.0356181,"Base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",79.67,"Base Qof ideavt_presvt"
"39","Brasil",2018,2,0,"Brazil",8553.86590205122,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",11866.3896484375,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",86.569,"Base Qof wdi_popurb",0.764,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",4.2519998550415,"Mainwaring & Su (2021) - runoff",33,"Base Qof p_durable",34,"Base Qof bmr_demdur",29,"Mainwaring & Su (2021) - age_demo",34,"34",8,"Base Qof p_polity2",0.859,"Base Qof vdem_edcomp_thick",0.742,"Base Qof vdem_polyarchy",2.929,"Base Qof vdem_mecorrpt",2.0356181,"Base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",79.67,"Base Qof ideavt_presvt"
"40","Brasil",2022,1,1,"Brazil",8822.04504268033,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",87.555,"Base Qof wdi_popurb",0.75400001,"Proyectado. Último valor disponible base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,NA,NA,NA,NA,NA,"Mainwaring & Su (2021) - age_demo",38,"38",8,"Proyectado. Último valor disponible base Qof p_polity2",0.844,"Base Qof vdem_edcomp_thick",0.678,"Base Qof vdem_polyarchy",2.713,"Base Qof vdem_mecorrpt",2.0356181,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Proyectado. Último valor disponible base Qof nelda_mbbe",6,"Proyectado. Último valor disponible base Qof bti_foe",79.05,"Base Qof ideavt_presvt"
"41","Brasil",2022,2,1,"Brazil",8822.04504268033,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",87.555,"Base Qof wdi_popurb",0.75400001,"Proyectado. Último valor disponible base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,NA,NA,NA,NA,NA,"Mainwaring & Su (2021) - age_demo",38,"38",8,"Proyectado. Último valor disponible base Qof p_polity2",0.844,"Base Qof vdem_edcomp_thick",0.678,"Base Qof vdem_polyarchy",2.713,"Base Qof vdem_mecorrpt",2.0356181,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Proyectado. Último valor disponible base Qof nelda_mbbe",6,"Proyectado. Último valor disponible base Qof bti_foe",79.05,"Base Qof ideavt_presvt"
"42","Chile",1989,1,1,"Chile",5291.71769146141,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",83.143,"Base Qof wdi_popurb",0.70599997,"Proyectado. Último valor disponible base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",17,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",17,"17",8,"Base Qof p_polity2",0.177,"Base Qof vdem_edcomp_thick",0.135,"Base Qof vdem_polyarchy",0.418,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,94.72,"Base Qof ideavt_presvt"
"43","Chile",1993,1,1,"Chile",6550.9135478083,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",5851.47998046875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",83.896,"Base Qof wdi_popurb",0.71600002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",4.78000020980835,"Mainwaring & Su (2021) - runoff",4,"Base Qof p_durable",4,"Base Qof bmr_demdur",4,"Mainwaring & Su (2021) - age_demo",4,"4",8,"Base Qof p_polity2",0.879,"Base Qof vdem_edcomp_thick",0.823,"Base Qof vdem_polyarchy",3.905,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,90.47,"Base Qof ideavt_presvt"
"44","Chile",2000,1,1,"Chile",8238.30095198812,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",7247.0498046875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",85.778,"Base Qof wdi_popurb",0.755,"Base Qof undp_hdi",1,0,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",6.56400012969971,"Mainwaring & Su (2021) - runoff",10,"Base Qof p_durable",10,"Base Qof bmr_demdur",10,"Mainwaring & Su (2021) - age_demo",10,"10",8,"Base Qof p_polity2",0.917,"Base Qof vdem_edcomp_thick",0.859,"Base Qof vdem_polyarchy",3.905,"Base Qof vdem_mecorrpt",2.5454783,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",NA,NA,89.95,"Base Qof ideavt_presvt"
"45","Chile",2000,2,0,"Chile",8549.07907277501,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",86.073,"Base Qof wdi_popurb",0.76300001,"Base Qof undp_hdi",1,0,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",6.56400012969971,"Mainwaring & Su (2021) - runoff",11,"Base Qof p_durable",11,"Base Qof bmr_demdur",10,"Mainwaring & Su (2021) - age_demo",10,"10",9,"Base Qof p_polity2",0.917,"Base Qof vdem_edcomp_thick",0.88,"Base Qof vdem_polyarchy",3.905,"Base Qof vdem_mecorrpt",2.5217631,"Base Qof wvs_conftv",0,"Base Qof nelda_mbbe",NA,NA,90.63,"Base Qof ideavt_presvt"
"46","Chile",2006,1,1,"Chile",10212.7824998686,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",9101,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",86.783,"Base Qof wdi_popurb",0.79500002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.61399984359741,"Mainwaring & Su (2021) - runoff",16,"Base Qof p_durable",16,"Base Qof bmr_demdur",16,"Mainwaring & Su (2021) - age_demo",16,"16",9,"Base Qof p_polity2",0.917,"Base Qof vdem_edcomp_thick",0.88,"Base Qof vdem_polyarchy",3.905,"Base Qof vdem_mecorrpt",2.5217631,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",10,"Base Qof bti_foe",87.67,"Base Qof ideavt_presvt"
"47","Chile",2006,2,1,"Chile",10725.0547635292,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",86.842,"Base Qof wdi_popurb",0.796,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.61399984359741,"Mainwaring & Su (2021) - runoff",17,"Base Qof p_durable",17,"Base Qof bmr_demdur",16,"Mainwaring & Su (2021) - age_demo",16,"16",10,"Base Qof p_polity2",0.926,"Base Qof vdem_edcomp_thick",0.892,"Base Qof vdem_polyarchy",3.905,"Base Qof vdem_mecorrpt",2.4127984,"Base Qof wvs_conftv",0,"Base Qof nelda_mbbe",10,"Proyectado. Último valor disponible base Qof bti_foe",87.12,"Base Qof ideavt_presvt"
"48","Chile",2010,1,1,"Chile",11232.8231190015,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",11249.8701171875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",87.017,"Base Qof wdi_popurb",0.81099999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.42600011825562,"Mainwaring & Su (2021) - runoff",20,"Base Qof p_durable",20,"Base Qof bmr_demdur",20,"Mainwaring & Su (2021) - age_demo",20,"20",10,"Base Qof p_polity2",0.925,"Base Qof vdem_edcomp_thick",0.889,"Base Qof vdem_polyarchy",3.905,"Base Qof vdem_mecorrpt",2.4127984,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",10,"Base Qof bti_foe",87.68,"Base Qof ideavt_presvt"
"49","Chile",2010,2,1,"Chile",11770.7565803284,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",87.074,"Base Qof wdi_popurb",0.81300002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.42600011825562,"Mainwaring & Su (2021) - runoff",21,"Base Qof p_durable",21,"Base Qof bmr_demdur",20,"Mainwaring & Su (2021) - age_demo",20,"20",10,"Base Qof p_polity2",0.927,"Base Qof vdem_edcomp_thick",0.89,"Base Qof vdem_polyarchy",3.905,"Base Qof vdem_mecorrpt",2.4127984,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",10,"Proyectado. Último valor disponible base Qof bti_foe",86.94,"Base Qof ideavt_presvt"
"50","Chile",2013,1,1,"Chile",13316.0522954787,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",12268.4404296875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",87.246,"Base Qof wdi_popurb",0.83600003,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",0,"Base Qof ideavt_prescv",5.35699987411499,"Mainwaring & Su (2021) - runoff",24,"Base Qof p_durable",24,"Base Qof bmr_demdur",24,"Mainwaring & Su (2021) - age_demo",24,"24",10,"Base Qof p_polity2",0.924,"Base Qof vdem_edcomp_thick",0.895,"Base Qof vdem_polyarchy",3.955,"Base Qof vdem_mecorrpt",2.5753286,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",9,"Base Qof bti_foe",41.98,"Base Qof ideavt_presvt"
