"","cat_pais","ncat_eleccion","ncat_ronda","n_candidaturas","n_debates_eleccion","dico_debates_eleccion","n_debates_frontrunner_presente","n_debates_frontycha_presentes","n_debates_frontORcha_presentes","dico_frontrunner_presente","dico_frontycha_presentes","dico_frontORcha_presentes","lagged_n_debates_eleccion","lagged_n_debates_frontrunner_presente","lagged_n_debates_frontORcha_presentes","lagged_dico_debates_eleccion","lagged_dico_frontrunner_presente","lagged_dico_frontORcha_presentes","lagged_all_previous_elec","lagged_all_previous_elec_frontrunner_presente","lagged_all_previous_debates","lagged_all_previous_debates_frontrunner_presente","lagged_dico_any_previous_elec","lagged_dico_any_previous_elec_frontrunner_presente","electionid","turnout","sd_mean_encuestas_candidato","sd_vote_","concentracion","competitividad","incumbente","frontrunner","winner","challenger","previous_year","start_year","mean_prop_elecciones_con_debates_periodo_previo","n_elecciones_año_anterior_region","n_elecciones_año_anterior_region_con_debates","n_elecciones_año_anterior_region_con_frontrunner","prop_elecciones_año_anterior_region_con_debates","prop_elecciones_año_anterior_region_con_frontrunner","cat_primer_debate","ncat_regmedios","ncat_regestado","ncat_regcandidatos","ncat_totreg"
"212","Peru",2011,1,11,3,1,3,3,3,1,1,1,1,1,1,1,1,1,3,NA,3,NA,1,NA,"Peru 2011-04-10",82.5400009155273,4.07196149386568,8.27823538489936,47.490407535008,3.43992982591901,NA,"Alejandro Toledo Manrique","Ollanta Moises Humala Tasso","Keiko Fujimori Higuchi",2010,2006,0.577655677655678,7,7,7,1,1,1990,0,0,0,0
"213","Peru",2016,1,10,2,1,1,1,1,1,1,1,4,4,4,1,1,1,4,NA,7,NA,1,NA,"Peru 2016-04-10",82.95,11.4922427248654,13.7658080038914,46.8041666666667,20.6458333333333,NA,"Keiko Fujimori Higuchi","Keiko Fujimori Higuchi","Pedro Pablo Kuczynski",2015,2011,0.716666666666667,4,4,2,1,0.5,1990,0,0,0,0
"214","Peru",2021,1,18,3,1,3,3,3,1,1,1,4,3,3,1,1,1,5,NA,11,NA,1,NA,"Peru 2021-04-11",70.04,4.3596199448045,5.30431609453747,26.475,2.44166666666667,NA,"Yonhy Lescano","Pedro Castillo","Keiko Fujimori Higuchi",2020,2016,0.693333333333333,2,1,1,0.5,0.5,1990,0,0,0,0
"215","Ecuador",1979,1,6,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,1968,0.1,6,0,0,0,0,1979,0,0,0,0
"216","Ecuador",1984,1,9,0,0,0,0,0,0,0,0,2,NA,NA,1,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,1979,0.233333333333333,2,1,0,0.5,0,1979,0,0,0,0
"217","Ecuador",1988,1,10,0,0,0,0,0,0,0,0,1,NA,NA,1,NA,NA,2,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,1984,0.222222222222222,0,0,0,0,0,1979,0,0,0,0
"218","Ecuador",1992,1,12,2,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,1988,0.222222222222222,2,0,0,0,0,1979,0,0,0,0
"219","Ecuador",1996,1,9,0,0,0,0,0,0,0,0,2,NA,NA,1,NA,NA,3,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1992,0.5125,4,1,0,0.25,0,1979,0,0,0,0
"220","Ecuador",1998,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,1996,0.166666666666667,3,1,0,0.333333333333333,0,1979,0,0,0,0
"221","Ecuador",2002,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,1998,0.280753968253968,4,1,0,0.25,0,1979,0,0,0,0
"222","Ecuador",2006,1,13,3,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2002,0.5625,2,1,0,0.5,0,1979,0,0,0,0
"223","Ecuador",2017,1,8,1,1,0,0,1,0,0,1,1,0,1,1,0,1,5,NA,9,NA,1,NA,"Ecuador 2017-02-19",81.63,11.7709436484506,14.6324861182234,54.685,15.2,"Lenin Moreno","Lenin Moreno","Lenin Moreno","Guillermo Lasso",2016,2013,0.833333333333333,4,3,2,0.75,0.5,1979,1,1,1,3
"224","Ecuador",2021,1,16,4,1,1,1,4,1,1,1,1,0,1,1,0,1,6,NA,10,NA,1,NA,"Ecuador 2021-02-07",80.99,8.77254219788271,9.91889070998701,52.0338461538462,6.76153846153846,NA,"Andres Arauz","Andres Arauz","Guillermo Lasso",2020,2017,0.679166666666667,2,1,1,0.5,0.5,1979,4,4,3,11
"225","Ecuador",2023,1,8,1,1,NA,NA,NA,NA,NA,NA,5,2,5,1,1,1,7,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2021,0.916666666666667,6,5,5,0.833333333333333,0.833333333333333,1979,4,4,3,11
"226","Uruguay",1999,1,5,0,0,0,0,0,0,0,0,2,NA,NA,1,NA,NA,3,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,1994,0.305555555555556,9,4,0,0.444444444444444,0,1984,0,0,0,0
"227","Uruguay",2009,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,8,NA,1,NA,"Uruguay 2009-10-25",89.85,19.4428790375163,19.1337683603274,77.5888888888889,13.0777777777778,"Jose Mujica","Jose Mujica","Jose Mujica","Luis Alberto Lacalle Herrera",2008,2004,0.470512820512821,2,1,0,0.5,0,1984,0,0,0,0
"228","Uruguay",2014,1,7,1,1,0,0,1,0,0,1,1,0,0,1,0,0,4,NA,9,NA,1,NA,"Uruguay 2014-10-26",90.51,17.5266716166871,19.8797610649625,71.2428571428571,11.9857142857143,"Tabare Vazquez","Tabare Vazquez","Tabare Vazquez","Luis Alberto Lacalle Pou",2013,2009,0.623809523809524,6,5,3,0.833333333333333,0.5,1984,0,0,0,0
"229","Uruguay",2019,1,11,1,1,1,1,1,1,1,1,1,0,1,1,0,1,5,NA,10,NA,1,NA,"Uruguay 2019-10-27",90.13,13.9294978181204,15.3248718319817,61.4,11.6333333333333,"Daniel Martinez","Daniel Martinez","Daniel Martinez","Luis Alberto Lacalle Pou",2018,2014,0.793333333333333,9,6,6,0.666666666666667,0.666666666666667,1984,4,4,3,11
"230","Guatemala",1985,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,1982,0.277777777777778,6,2,0,0.333333333333333,0,1985,0,0,0,0
"231","Guatemala",1991,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Guatemala 1990-11-11",56.44,8.43654528206281,9.39344622595988,39.7333333333333,4.86666666666667,"Alfonso Cabrera","Jorge Carpio","Jorge Carpio","Jorge Serrano Elias",1990,1985,0.244444444444444,6,2,1,0.333333333333333,0.166666666666667,1985,0,0,0,0
"232","Guatemala",1995,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,1991,0.45,10,5,1,0.5,0.1,1985,0,0,0,0
"233","Guatemala",1999,1,11,0,0,0,0,0,0,0,0,1,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,"Guatemala 1999-11-07",53.76,19.0227933455281,19.0176956192559,75.8,16.6,"Oscar Berger","Alfonso Portillo","Alfonso Portillo","Oscar Berger",1998,1995,0.256944444444444,9,4,0,0.444444444444444,0,1985,0,0,0,0
"234","Guatemala",2003,1,11,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,NA,1,NA,1,NA,"Guatemala 2003-11-09",57.9,12.8349465107777,12.7868721044001,55.9666666666667,20.4666666666667,"Efrain Rios Montt","Oscar Berger","Oscar Berger","Alvaro Colom",2002,1999,0.357142857142857,8,6,2,0.75,0.25,1985,0,0,0,0
"235","Guatemala",2007,1,14,1,1,1,1,1,1,1,1,2,NA,NA,1,NA,NA,2,NA,3,NA,1,NA,"Guatemala 2007-09-09",60.2,16.0610513488197,10.1045329761779,70.5,13.9,"Alejandro Giammattei","Alvaro Colom","Alvaro Colom","Otto Perez Molina",2006,2003,0.567307692307692,13,10,5,0.769230769230769,0.384615384615385,1985,0,0,0,0
"236","Guatemala",2011,1,10,6,1,5,5,5,1,1,1,1,1,1,1,1,1,3,NA,4,NA,1,NA,"Guatemala 2011-09-11",69.38,15.119897949841,12.2078286357566,57.0095238095238,24.8761904761905,NA,"Otto Perez Molina","Otto Perez Molina","Manuel Baldizon",2010,2007,0.529761904761905,7,7,7,1,1,1985,0,0,0,0
"237","Guatemala",2015,1,14,4,1,1,1,3,1,1,1,7,1,NA,1,1,NA,4,NA,11,NA,1,NA,"Guatemala 2015-09-06",71.33,9.07041895394033,8.34467914302282,43.5,15.9,"Manuel Baldizon","Manuel Baldizon","Jimmy Morales","Sandra Torres",2014,2011,0.645833333333333,12,9,3,0.75,0.25,1985,0,0,0,0
"238","Guatemala",2019,1,19,3,1,1,1,3,1,1,1,7,1,NA,1,1,NA,5,NA,18,NA,1,NA,"Guatemala 2019-06-16",61.84,7.46608203493512,5.90540067589466,34.2,11.8,NA,"Sandra Torres","Sandra Torres","Alejandro Giammattei",2018,2015,0.804166666666667,9,6,6,0.666666666666667,0.666666666666667,1985,0,0,0,0
"239","Guatemala",2023,1,22,8,1,NA,NA,NA,NA,NA,NA,3,1,3,1,1,1,6,NA,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2019,0.770833333333333,6,5,5,0.833333333333333,0.833333333333333,1985,0,0,0,0
"240","Colombia",1994,1,18,2,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,1990,0.408333333333333,5,4,1,0.8,0.2,1986,0,3,2,5
"241","Colombia",1998,1,13,0,0,0,0,0,0,0,0,2,NA,NA,1,NA,NA,2,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,1994,0.270833333333333,3,1,0,0.333333333333333,0,1986,0,3,2,5
"242","Colombia",2010,1,9,5,1,5,5,5,1,1,1,4,NA,NA,1,NA,NA,5,NA,12,NA,1,NA,"Colombia 2010-05-30",49.2700004577637,15.2611669315254,16.6880356453561,69.9627351306734,3.85556193760463,NA,"Juan Manuel Santos","Juan Manuel Santos","Antanas Mockus",2009,2006,0.472069597069597,7,2,0,0.285714285714286,0,1986,0,3,2,5
"243","Colombia",2014,1,5,7,1,NA,NA,NA,NA,NA,NA,7,7,7,1,1,1,6,NA,19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2010,0.708333333333333,6,5,3,0.833333333333333,0.5,1986,0,3,2,5
"244","Colombia",2018,1,6,16,1,13,11,16,1,1,1,10,NA,NA,1,NA,NA,7,NA,29,NA,1,NA,"Colombia 2018-05-27",54.22,10.6663706484407,14.9701569798049,53.2454545454545,5.32727272727272,NA,"Ivan Duque","Ivan Duque","Gustavo Petro",2017,2014,0.825,5,4,2,0.8,0.4,1986,0,3,2,5
"245","Colombia",2022,1,8,21,1,5,4,15,1,1,1,16,13,16,1,1,1,8,NA,45,NA,1,NA,"Colombia 2022-05-29",54.98,13.8508503551154,16.0766883139177,61.7882352941176,14.6352941176471,NA,"Gustavo Petro","Gustavo Petro","Federico Gutierrez",2021,2018,0.729166666666667,6,6,6,1,1,1986,0,3,2,5
"246","Costa Rica",2002,1,12,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,1998,0.280753968253968,4,1,0,0.25,0,1978,3,2,2,7
"247","Costa Rica",2014,1,13,10,1,5,5,10,1,1,1,4,4,4,1,1,1,4,NA,12,NA,1,NA,"Costa Rica 2014-02-02",68.19,10.293337452856,10.9591500582846,53.6857142857143,8.11428571428571,"Johnny Araya Monge","Johnny Araya Monge","Luis Guillermo Solis","Jose Maria Villalta",2013,2010,0.708333333333333,6,5,3,0.833333333333333,0.5,1978,3,4,2,9
"248","Costa Rica",2018,1,13,15,1,10,6,10,1,1,1,10,5,10,1,1,1,5,NA,22,NA,1,NA,"Costa Rica 2018-02-04",65.66,6.28501286440519,9.42465147138836,35.9333333333333,2.05733333333334,"Carlos Alvarado Quesada","Antonio Alvarez Desanti","Fabricio Alvarado Munoz","Juan Diego Castro",2017,2014,0.825,5,4,2,0.8,0.4,1978,3,4,2,9
"249","Costa Rica",2022,1,25,14,1,9,8,11,1,1,1,24,19,19,1,1,1,6,NA,46,NA,1,NA,"Costa Rica 2022-02-05",59.97,5.79553751660537,8.60047673097253,32.988,3.284,"Welmer Ramos","Jose Maria Figueres","Jose Maria Figueres","Fabricio Alvarado Munoz",2021,2018,0.729166666666667,6,6,6,1,1,1978,3,4,2,9
"250","Republica Dominicana",1996,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1994,0.375,4,1,0,0.25,0,2016,0,0,0,0
"251","El Salvador",1984,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,1980,0.125,2,1,0,0.5,0,1999,0,0,0,0
"252","El Salvador",1994,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,1989,0.437777777777778,5,4,1,0.8,0.2,1999,0,0,0,0
"253","El Salvador",2014,1,5,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2009,0.623809523809524,6,5,3,0.833333333333333,0.5,1999,0,0,0,0
