"","cat_pais","ncat_eleccion","ncat_ronda","dico_debates_eleccion","eng_cat_pais","candidate_name","vote_share","party_name","status","compilador_vote_share","source_url_vote_share","source_str_vote_share"
"171","Colombia",1982,1,0,"Colombia","Luis Carlos Galán S.","10,9","Nuevo Liberalismo - ","",NA,"","Friedenberg (2016a)"
"172","Colombia",1986,1,1,"Colombia","Virgilio Barco","58,8","Liberal Colombiano - Liberal","Desafiante",NA,"","Friedenberg (2016a)"
"173","Colombia",1986,1,1,"Colombia","Alvaro Gomez","36","Conservador - Conserv","Incumbente",NA,"","Friedenberg (2016a)"
"174","Colombia",1986,1,1,"Colombia","Jaime Pardo L","4,6","Unión Patriótica - ","",NA,"","Friedenberg (2016a)"
"175","Colombia",1990,1,0,"Colombia","César Gaviria T.","48,9","Liberal Colombiano - Liberal","Incumbente",NA,"","Friedenberg (2016a)"
"176","Colombia",1990,1,0,"Colombia","Alvaro Gomez","24,2","Salvación Nacional - Salvacio","",NA,"","Friedenberg (2016a)"
"177","Colombia",1990,1,0,"Colombia","Antonio Navarro W.","12,7","Alianza Democrática M-19 - ","",NA,"","Friedenberg (2016a)"
"178","Colombia",1990,1,0,"Colombia","Rodrigo Lloreda C","12,4","Social conservador - ","",NA,"","Friedenberg (2016a)"
"179","Colombia",1994,1,1,"Colombia","Ernesto Samper","45,3","Liberal Colombiano - Liberal","Incumbente",NA,"","Friedenberg (2016a)"
"180","Colombia",1994,1,1,"Colombia","Andres Pastrana","44,98","Andrés Presidente - Conservador","Desafiante",NA,"","Friedenberg (2016a)"
"181","Colombia",1994,1,1,"Colombia","Antonio Navarro W.","3,8","Compromiso Colombia - ","Desafiante",NA,"","Friedenberg (2016a)"
"182","Colombia",1994,2,0,"Colombia","Ernesto Samper","50,57","Partido Liberal - Liberal","Incumbent",NA,"","Friedenberg (2016a)"
"183","Colombia",1994,2,0,"Colombia","Andres Pastrana","48,45","Andrés Presidente - Conservador","Desafiante",NA,"","Friedenberg (2016a)"
"184","Colombia",1998,1,0,"Colombia","Horacio Serpa","35,05","Liberal Colombiano - Liberal","Incumbente",NA,"","Friedenberg (2016a)"
"185","Colombia",1998,1,0,"Colombia","Andres Pastrana","34,73","El cambio es Andrés - Conservador","Desafiante",NA,"","Friedenberg (2016a)"
"186","Colombia",1998,1,0,"Colombia","Noemi Sanin","26,8","Movimiento Sí Colombia - ","Desafiante",NA,"","Friedenberg (2016a)"
"187","Colombia",1998,2,1,"Colombia","Andres Pastrana","50,39","Partido Conservador - Conservador","Desafiante",NA,"","Friedenberg (2016a)"
"188","Colombia",1998,2,1,"Colombia","Horacio Serpa","46,53","Liberal Colombiano - Liberal","Incumbente",NA,"","Friedenberg (2016a)"
"189","Colombia",2002,1,1,"Colombia","Alvaro Uribe Velez","54,51","Primero Colombia - Primero","Desafiante",NA,"","Friedenberg (2016a)"
"190","Colombia",2002,1,1,"Colombia","Horacio Serpa","32,68","Liberal Colombiano - Liberal","Desafiante",NA,"","Friedenberg (2016a)"
"191","Colombia",2002,1,1,"Colombia","Luis Eduardo Garzón","6,1","Coalición de siete partidos - ","",NA,"","Friedenberg (2016a)"
"192","Colombia",2002,1,1,"Colombia","Noemi Sanin","5,8","Movimiento Sí Colombia - ","",NA,"","Friedenberg (2016a)"
"193","Colombia",2006,1,1,"Colombia","Alvaro Uribe Velez","62,35","Primero Colombia - NA","Incumbent",NA,"","Friedenberg (2016a)"
"194","Colombia",2006,1,1,"Colombia","Carlos Gaviria","22,02","Polo Democrático Alternativo - NA","Desafiante",NA,"","Friedenberg (2016a)"
"195","Colombia",2006,1,1,"Colombia","Horacio Serpa","11,8","Liberal Colombiano - Liberal","Desafiante",NA,"","Friedenberg (2016a)"
"196","Colombia",2010,1,1,"Colombia","Juan Manuel Santos","46,67","Partido de la U - NA","Incumbente",NA,"","Friedenberg (2016a)"
"197","Colombia",2010,1,1,"Colombia","Antanas Mockus","21,51","Verde - ","Desafiante",NA,"","Friedenberg (2016a)"
"198","Colombia",2010,1,1,"Colombia","German Vargas Lleras","10,1","Cambio Radical - ","Desafiante",NA,"","Friedenberg (2016a)"
"199","Colombia",2010,1,1,"Colombia","Gustavo Petro","9,1","Polo Democrático Alternativo - ","Desafiante",NA,"","Friedenberg (2016a)"
"200","Colombia",2010,1,1,"Colombia","Noemi Sanin","6,1","Conservador Colombiano - ","Desafiante",NA,"","Friedenberg (2016a)"
"201","Colombia",2010,1,1,"Colombia","Rafael Pardo","4,4","Liberal Colombiano - Liberal","Desafiante",NA,"","Friedenberg (2016a)"
"202","Colombia",2010,2,1,"Colombia","Juan Manuel Santos","69,56","Partido de la U - NA","Incumbent",NA,"","Friedenberg (2016a)"
"203","Colombia",2010,2,1,"Colombia","Antanas Mockus","27,44","Verde - NA","Desafiante",NA,"","Friedenberg (2016a)"
"204","Colombia",2014,1,1,"Colombia","Óscar Iván Zuluaga","29,28","Centro Democrático - NA","Desafiante",NA,"","Friedenberg (2016a)"
"205","Colombia",2014,1,1,"Colombia","Juan Manuel Santos","25,72","Coalición Unidad Nacional (Partido de la U) - NA","Incumbent",NA,"","Friedenberg (2016a)"
"206","Colombia",2014,1,1,"Colombia","Marta Lucia Ramirez","15,5","Conservador Colombiano - ","Desafiante",NA,"","Friedenberg (2016a)"
"207","Colombia",2014,1,1,"Colombia","Clara López","15,2","Polo Democrático Alternativo - ","Desafiante",NA,"","Friedenberg (2016a)"
"208","Colombia",2014,1,1,"Colombia","Enrique Peñalosa","8,3","Alianza Verde - ","Desafiante",NA,"","Friedenberg (2016a)"
"209","Colombia",2014,2,1,"Colombia","Juan Manuel Santos","50,99","Partido de la U - NA","Incumbent",NA,"","Friedenberg (2016a)"
"210","Colombia",2014,2,1,"Colombia","Oscar Ivan Zuluaga","45","Centro Democrático - NA","Desafiante",NA,"","Friedenberg (2016a)"
"211","Colombia",2018,1,1,"Colombia",NA,"39,34","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231034","Freidenberg (2024)"
"212","Colombia",2018,1,1,"Colombia",NA,"25,09","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231034","Freidenberg (2024)"
"213","Colombia",2018,2,0,"Colombia","Iván Duque","54,03","Gran Alianza por Colombia (Centro Demomcrático) - NA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231034","Freidenberg (2024)"
"214","Colombia",2018,2,0,"Colombia",NA,"41,77","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231034","Freidenberg (2024)"
"215","Colombia",2022,1,1,"Colombia",NA,"40,34","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231034","Freidenberg (2024)"
"216","Colombia",2022,1,1,"Colombia",NA,"28,17","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231034","Freidenberg (2024)"
"217","Colombia",2022,2,0,"Colombia","Gustavo Petro","50,44","Coalición Pacto Histórico (Colombia Humana) - NA","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231034","Freidenberg (2024)"
"218","Colombia",2022,2,0,"Colombia",NA,"47,31","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231034","Freidenberg (2024)"
"219","Costa Rica",1962,1,0,"Costa Rica","Francisco José Orlich Bolmarcich","50,29","LN Liberacion Nacional","","Carolina Franco","https://pdba.georgetown.edu/Elecdata/CR/costpres62.htm","Political Database of the Americas"
"220","Costa Rica",1962,1,0,"Costa Rica","	Rafael Ángel Calderón","35,34","R Republicano","","Carolina Franco","https://pdba.georgetown.edu/Elecdata/CR/costpres62.htm","Political Database of the Americas"
"221","Costa Rica",1966,1,0,"Costa Rica","	Daniel Oduber Quirós","49,52","LN Liberacion Nacional","Incumbente","Carolina Franco","https://pdba.georgetown.edu/Elecdata/CR/costpres66.htm","Political Database of the Americas"
"222","Costa Rica",1966,1,0,"Costa Rica","	José Joaquín Trejos Fernández","50,48","UN Unificacion Nacional","Desafiante","Carolina Franco","https://pdba.georgetown.edu/Elecdata/CR/costpres66.htm","Political Database of the Americas"
"223","Costa Rica",1970,1,0,"Costa Rica","José Figueres Ferrer","54,79","LN Liberacion Nacional","Desafiante","Carolina Franco","https://pdba.georgetown.edu/Elecdata/CR/costpres70.htm","Political Database of the Americas"
"224","Costa Rica",1970,1,0,"Costa Rica","	Mario Echandi Jiménez","41,18","UN Unificacion Nacional","Incumbente","Carolina Franco","https://pdba.georgetown.edu/Elecdata/CR/costpres70.htm","Political Database of the Americas"
"225","Costa Rica",1974,1,0,"Costa Rica","Daniel Oduber Quirós ","43,44","LN Liberacion Nacional","Incumbente","Carolina Franco","https://pdba.georgetown.edu/Elecdata/CR/costpres74.htm","Political Database of the Americas"
"226","Costa Rica",1974,1,0,"Costa Rica","	Fernando Trejos Escalante","30,4","UN Unificacion Nacional","Desafiante","Carolina Franco","https://pdba.georgetown.edu/Elecdata/CR/costpres74.htm","Political Database of the Americas"
"227","Costa Rica",1978,1,0,"Costa Rica","Rodrigo Carazo Odio","50,51","Coalición Unidad - NA","-",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231034","Freidenberg (2024)"
"228","Costa Rica",1978,1,0,"Costa Rica",NA,"43,83","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231034","Freidenberg (2024)"
"229","Costa Rica",1982,1,0,"Costa Rica","Luis Alberto Monge Alvarez","58,8","Partido Liberación Nacional (PLN) - LN","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231035","Freidenberg (2024)"
"230","Costa Rica",1982,1,0,"Costa Rica",NA,"33,64","NA - USC","Incumbente",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231036","Freidenberg (2024)"
"231","Costa Rica",1986,1,0,"Costa Rica","Oscar Arias Sanchez","52,34","Partido Liberación Nacional (PLN) - LN","Incumbente",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231037","Freidenberg (2024)"
"232","Costa Rica",1986,1,0,"Costa Rica",NA,"45,77","NA - USC","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231038","Freidenberg (2024)"
"233","Costa Rica",1990,1,0,"Costa Rica","Rafael Calderón Fournier","51,51","PUSC - USC","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231039","Freidenberg (2024)"
"234","Costa Rica",1990,1,0,"Costa Rica",NA,"47,2","NA - LN","Incumbente",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231040","Freidenberg (2024)"
"235","Costa Rica",1994,1,0,"Costa Rica","José María Figueres","49,62","Partido Liberación Nacional (PLN) - LN","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231041","Freidenberg (2024)"
"236","Costa Rica",1994,1,0,"Costa Rica",NA,"47,75","NA - USC","Incumbente",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231042","Freidenberg (2024)"
"237","Costa Rica",1998,1,1,"Costa Rica","Miguel Angel Rodriguez Echeverria","46,96","PUSC - USC","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231043","Freidenberg (2024)"
"238","Costa Rica",1998,1,1,"Costa Rica",NA,"44,56","NA - LN","Incumbente",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231044","Freidenberg (2024)"
"239","Costa Rica",2002,1,1,"Costa Rica",NA,"38,58","NA - USC","Incumbente",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231045","Freidenberg (2024)"
"240","Costa Rica",2002,1,1,"Costa Rica",NA,"31,05","NA - LN","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231046","Freidenberg (2024)"
"241","Costa Rica",2002,2,1,"Costa Rica","Abel Pacheco de la Espriella","57,95","PUSC - NA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231047","Freidenberg (2024)"
"242","Costa Rica",2002,2,1,"Costa Rica",NA,"42,05","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231048","Freidenberg (2024)"
"243","Costa Rica",2006,1,1,"Costa Rica","Oscar Arias","40,92","Partido Liberación Nacional (PLN) - NA","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231049","Freidenberg (2024)"
"244","Costa Rica",2006,1,1,"Costa Rica",NA,"39,8","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231050","Freidenberg (2024)"
"245","Costa Rica",2010,1,1,"Costa Rica","Laura Chinchilla","46,91","Partido Liberación Nacional (PLN) - NA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231051","Freidenberg (2024)"
"246","Costa Rica",2010,1,1,"Costa Rica",NA,"25,05","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231052","Freidenberg (2024)"
"247","Costa Rica",2014,1,1,"Costa Rica",NA,"30,64","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231053","Freidenberg (2024)"
"248","Costa Rica",2014,1,1,"Costa Rica",NA,"29,71","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231054","Freidenberg (2024)"
"249","Costa Rica",2014,2,0,"Costa Rica","Luis Guillermo Solís Rivera","77,76","PAC - NA","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231055","Freidenberg (2024)"
"250","Costa Rica",2014,2,0,"Costa Rica",NA,"22,24","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231056","Freidenberg (2024)"
"251","Costa Rica",2018,1,1,"Costa Rica",NA,"24,99","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231057","Freidenberg (2024)"
"252","Costa Rica",2018,1,1,"Costa Rica",NA,"21,63","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231058","Freidenberg (2024)"
"253","Costa Rica",2018,2,1,"Costa Rica","Carlos Alvarado Quesada","60,59","PAC - NA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231059","Freidenberg (2024)"
"254","Costa Rica",2018,2,1,"Costa Rica",NA,"39,41","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231060","Freidenberg (2024)"
"255","Costa Rica",2022,1,1,"Costa Rica",NA,"27,28","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231061","Freidenberg (2024)"
"256","Costa Rica",2022,1,1,"Costa Rica",NA,"16,78","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231062","Freidenberg (2024)"
"257","Costa Rica",2022,2,1,"Costa Rica","Rodrigo Chaves","52,82","PPSD - NA","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231063","Freidenberg (2024)"
"258","Costa Rica",2022,2,1,"Costa Rica",NA,"47,18","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231064","Freidenberg (2024)"
"259","Ecuador",1960,1,0,"Ecuador","Jose Maria Velasco Ibarra","48,7","Frente Nacional Velasquista y Liberales ","","Carolina Franco","https://institutodemocracia.gob.ec/wp-content/uploads/2019/11/libro_presidentes_1948-2017.pdf","Libro Presidentes, Instituto Democracia, p. 61"
"260","Ecuador",1960,1,0,"Ecuador","Galo Plaza","22,8","coalición del Partido Liberal Radical Ecuatoriano y el Partido Socialista","","Carolina Franco","https://institutodemocracia.gob.ec/wp-content/uploads/2019/11/libro_presidentes_1948-2017.pdf","Libro Presidentes, Instituto Democracia, p. 61"
"261","Ecuador",1968,1,0,"Ecuador","José María Velasco Ibarra","32,8","Federación Nacional Velasquista","","Carolina Franco","https://institutodemocracia.gob.ec/wp-content/uploads/2019/11/libro_presidentes_1948-2017.pdf","Libro Presidentes, Instituto Democracia, p. 80"
"262","Ecuador",1968,1,0,"Ecuador"," Andrés F. Córdova","31","Partido Liberal Radical Ecuatoriano","","Carolina Franco","https://institutodemocracia.gob.ec/wp-content/uploads/2019/11/libro_presidentes_1948-2017.pdf","Libro Presidentes, Instituto Democracia, p. 80"
"263","Ecuador",1979,1,1,"Ecuador","Jaime Roldos","27,7","CFP - CFP",NA,NA,"","Friedenberg (2016a)"
"264","Ecuador",1979,1,1,"Ecuador","Sixto Durán Ballén","23,86","Partido Social Cristiano (PSC) - PSC",NA,NA,"","Friedenberg (2016a)"
"265","Ecuador",1979,2,1,"Ecuador","Jaime Roldos","68,49","CFP - CFP","-",NA,"","Friedenberg (2016a)"
"266","Ecuador",1979,2,1,"Ecuador","Sixto Durán Ballén","31,51","Partido Social Cristiano (PSC) - PSC",NA,NA,"","Friedenberg (2016a)"
"267","Ecuador",1984,1,0,"Ecuador","Rodrigo Borja","28,73","Izquierda Democrática - ID",NA,NA,"","Friedenberg (2016a)"
"268","Ecuador",1984,1,0,"Ecuador","León Febres Cordero","27,2","Partido Social Cristiano (PSC) - PSC","Desafiante",NA,"","Friedenberg (2016a)"
"269","Ecuador",1984,2,1,"Ecuador","León Febres Cordero","51,54","Partido Social Cristiano (PSC) - PSC","Desafiante",NA,"","Friedenberg (2016a)"
"270","Ecuador",1984,2,1,"Ecuador","Rodrigo Borja","48,46","Izquierda Democrática - ID",NA,NA,"","Friedenberg (2016a)"
"271","Ecuador",1988,1,0,"Ecuador","Rodrigo Borja","24,48","Izquierda Democrática - ID","Desafiante",NA,"","Friedenberg (2016a)"
"272","Ecuador",1988,1,0,"Ecuador","Abdalá Bucaram","17,61","NA - PRE",NA,NA,"","Friedenberg (2016a)"
"273","Ecuador",1988,2,0,"Ecuador","Rodrigo Borja","54","Izquierda Democrática - ID","Desafiante",NA,"","Friedenberg (2016a)"
"274","Ecuador",1988,2,0,"Ecuador","Abdalá Bucaram","46","NA - PRE",NA,NA,"","Friedenberg (2016a)"
"275","Ecuador",1992,1,1,"Ecuador","Sixto Durán Ballén","31,88","NA - PUR","Desafiante",NA,"","Friedenberg (2016a)"
"276","Ecuador",1992,1,1,"Ecuador","Jaime Nebot","25,03","Partido Social Cristiano (PSC) - PSC",NA,NA,"","Friedenberg (2016a)"
"277","Ecuador",1992,2,0,"Ecuador","Sixto Durán Ballén","57,32","NA - PUR","Desafiante",NA,"","Friedenberg (2016a)"
"278","Ecuador",1992,2,0,"Ecuador","Jaime Nebot","42,68","Partido Social Cristiano (PSC) - PSC",NA,NA,"","Friedenberg (2016a)"
"279","Ecuador",1996,1,0,"Ecuador","Jaime Nebot","27,17","Partido Social Cristiano (PSC) - PSC",NA,NA,"","Friedenberg (2016a)"
"280","Ecuador",1996,1,0,"Ecuador","Abdalá Bucaram","26,28","Roldosista Party - PRE","Desafiante",NA,"","Friedenberg (2016a)"
"281","Ecuador",1996,2,0,"Ecuador","Abdalá Bucaram","54,47","Roldosista Party - PRE","Desafiante",NA,"","Friedenberg (2016a)"
"282","Ecuador",1996,2,0,"Ecuador","Jaime Nebot","45,53","Partido Social Cristiano (PSC) - PSC",NA,NA,"","Friedenberg (2016a)"
"283","Ecuador",1998,1,0,"Ecuador","Jamil Mahuad","34,91","Democracia Popular (DP) - DP","Desafiante",NA,"","Friedenberg (2016a)"
"284","Ecuador",1998,1,0,"Ecuador","Alvaro Noboa","26,6","Roldosista Party - PRE","Incumbente",NA,"","Friedenberg (2016a)"
"285","Ecuador",1998,2,0,"Ecuador","Jamil Mahuad","51,16","Democracia Popular (DP) - DP","Desafiante",NA,"","Friedenberg (2016a)"
"286","Ecuador",1998,2,0,"Ecuador","Alvaro Noboa","48,83","Roldosista Party - PRE","Incumbente",NA,"","Friedenberg (2016a)"
"287","Ecuador",2002,1,0,"Ecuador","Lucio Gutiérrez","20,43","Partido Sociedad Patriótica - PSP,MPD,MUPP/NP","Desafiante",NA,"","Friedenberg (2016a)"
"288","Ecuador",2002,1,0,"Ecuador","Alvaro Noboa","17,37","PRIAN - PRIAN",NA,NA,"","Friedenberg (2016a)"
"289","Ecuador",2002,2,0,"Ecuador","Lucio Gutiérrez","54,38","Partido Sociedad Patriótica - PSP,MPD,MUPP/NP","Desafiante",NA,"","Friedenberg (2016a)"
"290","Ecuador",2002,2,0,"Ecuador","Alvaro Noboa","45,62","PRIAN - PRIAN",NA,NA,"","Friedenberg (2016a)"
"291","Ecuador",2006,1,1,"Ecuador","Alvaro Noboa","26,83","PRIAN - PRIAN",NA,NA,"","Friedenberg (2016a)"
"292","Ecuador",2006,1,1,"Ecuador","Rafael Correa","22,84","ALIANZA PAIS - ALIANZA PAIS","Desafiante",NA,"","Friedenberg (2016a)"
"293","Ecuador",2006,2,0,"Ecuador","Álbaro Noboa Pontón","43,33","PRIAN - PRIAN","Desafiante",NA,"","Friedenberg (2016a)"
"294","Ecuador",2006,2,0,"Ecuador","Rafael Correa","56,67","ALIANZA PAIS - ALIANZA PAIS","Desafiante",NA,"","Friedenberg (2016a)"
"295","Ecuador",2009,1,0,"Ecuador","Rafael Correa","51,99","ALIANZA PAIS - ALIANZA PAIS","Incumbent",NA,"","Friedenberg (2016a)"
"296","Ecuador",2009,1,0,"Ecuador","Lucio Gutierrez","28,24","Partido Sociedad Patriótica - PSP","Desafiante",NA,"","Friedenberg (2016a)"
"297","Ecuador",2013,1,1,"Ecuador","Rafael Correa","57,17","ALIANZA PAIS - ALIANZA PAIS","Incumbent",NA,"","Friedenberg (2016a)"
"298","Ecuador",2013,1,1,"Ecuador","Guillermo Lasso","22,68","Creo - Creo","Desafiante",NA,"","Friedenberg (2016a)"
"299","Ecuador",2017,1,1,"Ecuador",NA,"39,36","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231062","Freidenberg (2024)"
"300","Ecuador",2017,1,1,"Ecuador",NA,"28,09","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231062","Freidenberg (2024)"
"301","Ecuador",2017,2,0,"Ecuador","Lenin Moreno","51,15","ALIANZA PAIS - NA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231062","Freidenberg (2024)"
"302","Ecuador",2017,2,0,"Ecuador",NA,"48,85","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231062","Freidenberg (2024)"
"303","Ecuador",2021,1,1,"Ecuador",NA,"32,72","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231062","Freidenberg (2024)"
"304","Ecuador",2021,1,1,"Ecuador",NA,"19,74","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231062","Freidenberg (2024)"
"305","Ecuador",2021,2,1,"Ecuador","Guillermo Lasso","52,36","CREO - NA","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231062","Freidenberg (2024)"
"306","Ecuador",2021,2,1,"Ecuador",NA,"47,54","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231062","Freidenberg (2024)"
"307","Ecuador",2023,1,1,"Ecuador",NA,"33,61","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231062","Freidenberg (2024)"
"308","Ecuador",2023,1,1,"Ecuador",NA,"23,47","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231062","Freidenberg (2024)"
"309","Ecuador",2023,2,1,"Ecuador","Daniel Noboa Azin","52,2","Acción Democrática Nacional (ADN) - NA","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231062","Freidenberg (2024)"
