"","cat_pais","ncat_eleccion","ncat_ronda","dico_debates_eleccion","eng_cat_pais","candidate_name","vote_share","party_name","status","compilador_vote_share","source_url_vote_share","source_str_vote_share"
"310","Ecuador",2023,2,1,"Ecuador",NA,"47,8","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231062","Freidenberg (2024)"
"311","El Salvador",1984,1,0,"El Salvador",NA,"43,4","NA - PDC",NA,NA,"","Seawright (2016)"
"312","El Salvador",1984,1,0,"El Salvador",NA,"29,76","NA - ARENA",NA,NA,"","Seawright (2016)"
"313","El Salvador",1984,2,0,"El Salvador","José Napoleón Duarte","53,6","PDC","","Carolina Franco","https://pdba.georgetown.edu/Elecdata/ElSal/salpres84.html","Political Database of the Americas"
"314","El Salvador",1984,2,0,"El Salvador","Roberto d'Aubuisson","46,4","ARENA","","Carolina Franco","https://pdba.georgetown.edu/Elecdata/ElSal/salpres84.html","Political Database of the Americas"
"315","El Salvador",1989,1,0,"El Salvador",NA,"53,82","NA - ARENA","Desafiante",NA,"","Seawright (2016)"
"316","El Salvador",1989,1,0,"El Salvador",NA,"36,03","NA - PDC","Incumbente",NA,"","Seawright (2016)"
"317","El Salvador",1994,1,0,"El Salvador",NA,"48,32","ARENA - ARENA","Incumbente",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231063","Freidenberg (2024)"
"318","El Salvador",1994,1,0,"El Salvador",NA,"24,54","FMLN - FMLN","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231064","Freidenberg (2024)"
"319","El Salvador",1994,2,0,"El Salvador","Armando Calderón Sol","68,35","ARENA - ARENA","Incumbente",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231065","Freidenberg (2024)"
"320","El Salvador",1994,2,0,"El Salvador",NA,"31,65","FMLN - FMLN","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231066","Freidenberg (2024)"
"321","El Salvador",1999,1,1,"El Salvador","Francisco Flores","51,96","ARENA - ARENA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231067","Freidenberg (2024)"
"322","El Salvador",1999,1,1,"El Salvador",NA,"29,05","FMLN - FMLN","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231068","Freidenberg (2024)"
"323","El Salvador",2004,1,0,"El Salvador","Elías Antonio Saca","57,71","ARENA - ARENA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231069","Freidenberg (2024)"
"324","El Salvador",2004,1,0,"El Salvador",NA,"35,68","FMLN - FMLN","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231070","Freidenberg (2024)"
"325","El Salvador",2009,1,0,"El Salvador","Mauricio Flores","51,32","FMLN - FMLN","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231071","Freidenberg (2024)"
"326","El Salvador",2009,1,0,"El Salvador",NA,"48,68","ARENA - ARENA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231072","Freidenberg (2024)"
"327","El Salvador",2014,1,1,"El Salvador",NA,"48,93","FMLN - FMLN","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231073","Freidenberg (2024)"
"328","El Salvador",2014,1,1,"El Salvador",NA,"38,95","ARENA - ARENA","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231074","Freidenberg (2024)"
"329","El Salvador",2014,2,0,"El Salvador","Salvador Sánchez Cerén","50,11","FMLN - FMLN","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231075","Freidenberg (2024)"
"330","El Salvador",2014,2,0,"El Salvador",NA,"49,89","ARENA - ARENA","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231076","Freidenberg (2024)"
"331","El Salvador",2019,1,1,"El Salvador","Nayib Bukele","53,1","GANA - NA","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231077","Freidenberg (2024)"
"332","El Salvador",2019,1,1,"El Salvador",NA,"31,72","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231078","Freidenberg (2024)"
"333","El Salvador",2024,1,0,"El Salvador","Nayib Bukele","84,65","Nuevas ideas - NA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231079","Freidenberg (2024)"
"334","El Salvador",2024,1,0,"El Salvador",NA,"6,4","NA - NA","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231080","Freidenberg (2024)"
"335","Guatemala",1966,1,0,"Guatemala","","","","","Carolina Franco","","MANUAL NOHLEN"
"336","Guatemala",1966,1,0,"Guatemala","","","","","Carolina Franco","","MANUAL NOHLEN"
"337","Guatemala",1970,1,0,"Guatemala","","","","","Carolina Franco","","MANUAL NOHLEN"
"338","Guatemala",1970,1,0,"Guatemala","","","","","Carolina Franco","","MANUAL NOHLEN"
"339","Guatemala",1974,1,0,"Guatemala","","","","","Carolina Franco","","MANUAL NOHLEN"
"340","Guatemala",1974,1,0,"Guatemala","","","","","Carolina Franco","","MANUAL NOHLEN"
"341","Guatemala",1978,1,0,"Guatemala","","","","","Carolina Franco","","MANUAL NOHLEN"
"342","Guatemala",1978,1,0,"Guatemala","","","","","Carolina Franco","","MANUAL NOHLEN"
"343","Guatemala",1982,1,0,"Guatemala","","","","","Carolina Franco","","MANUAL NOHLEN"
"344","Guatemala",1982,1,0,"Guatemala","","","","","Carolina Franco","","MANUAL NOHLEN"
"345","Guatemala",1985,1,0,"Guatemala","Marco Vinicio Cerezo","38,64","DCG - DCG",NA,NA,"","Friedenberg (2016b)"
"346","Guatemala",1985,1,0,"Guatemala","Jorge Carpio","20,23","UCN - UCN",NA,NA,"","Friedenberg (2016b)"
"347","Guatemala",1985,1,0,"Guatemala","","13,78","PDCN-PR - PDCN-PR","",NA,"","Friedenberg (2016b)"
"348","Guatemala",1985,1,0,"Guatemala","","12,56","MLN-PID - MLN-PID","",NA,"","Friedenberg (2016b)"
"349","Guatemala",1985,1,0,"Guatemala","","6,29","CAN - CAN","",NA,"","Friedenberg (2016b)"
"350","Guatemala",1985,1,0,"Guatemala","","3,42","PSD - PSD","",NA,"","Friedenberg (2016b)"
"351","Guatemala",1985,1,0,"Guatemala","","3,15","PNR - PNR","",NA,"","Friedenberg (2016b)"
"352","Guatemala",1985,1,0,"Guatemala","","1,92","PUA-MEC-FUN - PUA-MEC-FUN","",NA,"","Friedenberg (2016b)"
"353","Guatemala",1985,2,0,"Guatemala","Marco Vinicio Cerezo","68,37","DCG - DCG","",NA,"","Friedenberg (2016b)"
"354","Guatemala",1985,2,0,"Guatemala","Jorge Carpio","31,63","UCN - UCN","",NA,"","Friedenberg (2016b)"
"355","Guatemala",1991,1,0,"Guatemala","Jorge Carpio","25,72","UCN - UCN","Desafiante",NA,"","Friedenberg (2016b)"
"356","Guatemala",1991,1,0,"Guatemala","Jorge Serrano Elias","24,14","MAS - MAS","",NA,"","Friedenberg (2016b)"
"357","Guatemala",1991,1,0,"Guatemala","","17,49","DCG - DCG","",NA,"","Friedenberg (2016b)"
"358","Guatemala",1991,1,0,"Guatemala","","17,29","PAN - PAN","",NA,"","Friedenberg (2016b)"
"359","Guatemala",1991,1,0,"Guatemala","","4,83","MLN-FAN - MLN-FAN","",NA,"","Friedenberg (2016b)"
"360","Guatemala",1991,1,0,"Guatemala","","3,59","PSD-AP5 - PSD-AP5","",NA,"","Friedenberg (2016b)"
"361","Guatemala",1991,1,0,"Guatemala","","2,15","PR - PR","",NA,"","Friedenberg (2016b)"
"362","Guatemala",1991,1,0,"Guatemala","","2,08","PDCN - PDCN","",NA,"","Friedenberg (2016b)"
"363","Guatemala",1991,1,0,"Guatemala","","1,09","MEC - MEC","",NA,"","Friedenberg (2016b)"
"364","Guatemala",1991,1,0,"Guatemala","","0,71","PNR - PNR","",NA,"","Friedenberg (2016b)"
"365","Guatemala",1991,1,0,"Guatemala","","0,51","FUR - FUR","",NA,"","Friedenberg (2016b)"
"366","Guatemala",1991,1,0,"Guatemala","","0,41","PD - PD","",NA,"","Friedenberg (2016b)"
"367","Guatemala",1991,2,0,"Guatemala","Jorge Carpio","31,92","UCN - UCN","",NA,"","Friedenberg (2016b)"
"368","Guatemala",1991,2,0,"Guatemala","Jorge Serrano Elias","68,08","MAS - MAS","",NA,"","Friedenberg (2016b)"
"369","Guatemala",1995,1,0,"Guatemala","Alvaro Arzú","36,5","PAN - PAN","",NA,"","Friedenberg (2016b)"
"370","Guatemala",1995,1,0,"Guatemala","Alfonso Portillo","22,04","FRG - FRG","",NA,"","Friedenberg (2016b)"
"371","Guatemala",1995,1,0,"Guatemala","","12,94","UCN-DCG-PSD - ","",NA,"","Friedenberg (2016b)"
"372","Guatemala",1995,1,0,"Guatemala","","7,7","FDNG - ","",NA,"","Friedenberg (2016b)"
"373","Guatemala",1995,1,0,"Guatemala","","5,21","PLP - ","",NA,"","Friedenberg (2016b)"
"374","Guatemala",1995,1,0,"Guatemala","","3,63","UD - ","",NA,"","Friedenberg (2016b)"
"375","Guatemala",1995,1,0,"Guatemala","","2,55","DIA - ","",NA,"","Friedenberg (2016b)"
"376","Guatemala",1995,1,0,"Guatemala","","2,3","MLN - ","",NA,"","Friedenberg (2016b)"
"377","Guatemala",1995,1,0,"Guatemala","","1,63","PP - ","",NA,"","Friedenberg (2016b)"
"378","Guatemala",1995,1,0,"Guatemala","","1,17","FUN-PID - ","",NA,"","Friedenberg (2016b)"
"379","Guatemala",1995,1,0,"Guatemala","","1,13","PREG - ","",NA,"","Friedenberg (2016b)"
"380","Guatemala",1995,1,0,"Guatemala","","0,73","CAMHINA - ","",NA,"","Friedenberg (2016b)"
"381","Guatemala",1995,1,0,"Guatemala","","0,53","PDP - ","",NA,"","Friedenberg (2016b)"
"382","Guatemala",1995,1,0,"Guatemala","","0,43","PDG - ","",NA,"","Friedenberg (2016b)"
"383","Guatemala",1995,1,0,"Guatemala","","0,4","AP5 - ","",NA,"","Friedenberg (2016b)"
"384","Guatemala",1995,1,0,"Guatemala","","0,39","CAN - ","",NA,"","Friedenberg (2016b)"
"385","Guatemala",1995,1,0,"Guatemala","","0,38","FDP - ","",NA,"","Friedenberg (2016b)"
"386","Guatemala",1995,1,0,"Guatemala","","0,2","MD - ","",NA,"","Friedenberg (2016b)"
"387","Guatemala",1995,1,0,"Guatemala","","0,14","PCN-MLP - ","",NA,"","Friedenberg (2016b)"
"388","Guatemala",1995,2,1,"Guatemala","Alvaro Arzú","51,2","PAN - NA","-",NA,"","Friedenberg (2016b)"
"389","Guatemala",1995,2,1,"Guatemala","Alfonso Portillo","48,7","FRG - NA",NA,NA,"","Friedenberg (2016b)"
"390","Guatemala",1999,1,0,"Guatemala","Alfonso Portillo","47,72","FRG - FRG","Desafiante",NA,"","Friedenberg (2016b)"
"391","Guatemala",1999,1,0,"Guatemala","Oscar Berger","30,32","PAN - PAN","Incumbente",NA,"","Friedenberg (2016b)"
"392","Guatemala",1999,1,0,"Guatemala","","12,36","URNG-DIA - ","Desafiante",NA,"","Friedenberg (2016b)"
"393","Guatemala",1999,1,0,"Guatemala","","3,1","PLP - ","Desafiante",NA,"","Friedenberg (2016b)"
"394","Guatemala",1999,1,0,"Guatemala","","2,07","ARDE - ","Desafiante",NA,"","Friedenberg (2016b)"
"395","Guatemala",1999,1,0,"Guatemala","","1,28","FDNG - ","Desafiante",NA,"","Friedenberg (2016b)"
"396","Guatemala",1999,1,0,"Guatemala","","1,15","UD - ","Desafiante",NA,"","Friedenberg (2016b)"
"397","Guatemala",1999,1,0,"Guatemala","","1,05","UCN - ","Desafiante",NA,"","Friedenberg (2016b)"
"398","Guatemala",1999,1,0,"Guatemala","","0,6","MLN - ","Desafiante",NA,"","Friedenberg (2016b)"
"399","Guatemala",1999,1,0,"Guatemala","","0,22","AD - ","Desafiante",NA,"","Friedenberg (2016b)"
"400","Guatemala",1999,1,0,"Guatemala","","0,12","ARENA - ","Desafiante",NA,"","Friedenberg (2016b)"
"401","Guatemala",1999,2,0,"Guatemala","Alfonso Portillo","68,31","FRG - NA","Desafiante",NA,"","Friedenberg (2016b)"
"402","Guatemala",1999,2,0,"Guatemala","Oscar Berger","31,69","PAN - NA","Incumbente",NA,"","Friedenberg (2016b)"
"403","Guatemala",2003,1,1,"Guatemala","Oscar Berger","34,3","PP-MR-PSN GANA - GANA",NA,NA,"","Friedenberg (2016b)"
"404","Guatemala",2003,1,1,"Guatemala","Alvaro Colom","26,4","UNE - UNE",NA,NA,"","Friedenberg (2016b)"
"405","Guatemala",2003,1,1,"Guatemala","Efrain Rios Montt","19,32","FRG - FRG","",NA,"","Friedenberg (2016b)"
"406","Guatemala",2003,1,1,"Guatemala","Leonel Lopez Rodas","8,35","PAN - PAN","",NA,"","Friedenberg (2016b)"
"407","Guatemala",2003,1,1,"Guatemala","Fritz Garcia-Gallont","3,02","PU - PU","",NA,"","Friedenberg (2016b)"
"408","Guatemala",2003,1,1,"Guatemala","Rodrigo Asturias","2,58","URNG - URNG","",NA,"","Friedenberg (2016b)"
"409","Guatemala",2003,1,1,"Guatemala","Eduardo Suger","2,23","DIA - DIA","",NA,"","Friedenberg (2016b)"
"410","Guatemala",2003,1,1,"Guatemala","Jacobo Arbenz","1,57","Democracia Cristiana Guatemalteca - DCG","",NA,"","Friedenberg (2016b)"
"411","Guatemala",2003,1,1,"Guatemala","Jose Angel Lee","1,4","Democracia Social Participativa - ","",NA,"","Friedenberg (2016b)"
"412","Guatemala",2003,1,1,"Guatemala","Francisco Arredondo","0,45","Union Nacional - ","",NA,"","Friedenberg (2016b)"
"413","Guatemala",2003,1,1,"Guatemala","Manuel Conde Orellana","0,4","Cambio Nacional - ","",NA,"","Friedenberg (2016b)"
"414","Guatemala",2003,2,1,"Guatemala","Oscar Berger","54,12","GANA - GANA","Desafiante",NA,"","Friedenberg (2016b)"
"415","Guatemala",2003,2,1,"Guatemala","Alvaro Colom","45,88","UNE - UNE",NA,NA,"","Friedenberg (2016b)"
"416","Guatemala",2007,1,1,"Guatemala","Alvaro Colom","28,23","UNE - UNE","Desafiante",NA,"","Friedenberg (2016b)"
"417","Guatemala",2007,1,1,"Guatemala","Otto Perez Molina","23,51","PP - PP","Desafiante",NA,"","Friedenberg (2016b)"
"418","Guatemala",2007,1,1,"Guatemala","","17,23","GANA - GANA","Incumbente",NA,"","Friedenberg (2016b)"
"419","Guatemala",2007,1,1,"Guatemala","","7,45","CASA - CASA","Desafiante",NA,"","Friedenberg (2016b)"
"420","Guatemala",2007,1,1,"Guatemala","","7,3","FRG - FRG","Desafiante",NA,"","Friedenberg (2016b)"
"421","Guatemala",2007,1,1,"Guatemala","","3,16","UCN - UCN","Desafiante",NA,"","Friedenberg (2016b)"
"422","Guatemala",2007,1,1,"Guatemala","","3,06","EG - EG","Desafiante",NA,"","Friedenberg (2016b)"
"423","Guatemala",2007,1,1,"Guatemala","","2,91","PU - PU","Desafiante",NA,"","Friedenberg (2016b)"
"424","Guatemala",2007,1,1,"Guatemala","","2,54","PAN - PAN","Desafiante",NA,"","Friedenberg (2016b)"
"425","Guatemala",2007,1,1,"Guatemala","","2,14","URNG - URNG","Desafiante",NA,"","Friedenberg (2016b)"
"426","Guatemala",2007,1,1,"Guatemala","","0,76","UD - UD","Desafiante",NA,"","Friedenberg (2016b)"
"427","Guatemala",2007,1,1,"Guatemala","","0,6","ANN - ANN","Desafiante",NA,"","Friedenberg (2016b)"
"428","Guatemala",2007,1,1,"Guatemala","","0,56","DIA - DIA","Desafiante",NA,"","Friedenberg (2016b)"
"429","Guatemala",2007,1,1,"Guatemala","","0,5","DCG - DCG","Desafiante",NA,"","Friedenberg (2016b)"
"430","Guatemala",2007,2,0,"Guatemala","Alvaro Colom","52,82","UNE - UNE","Desafiante",NA,"","Friedenberg (2016b)"
"431","Guatemala",2007,2,0,"Guatemala","Otto Perez Molina","47,18","PP - PP",NA,NA,"","Friedenberg (2016b)"
"432","Guatemala",2011,1,1,"Guatemala","Otto Perez Molina","36,1","PP - PP","Desafiante",NA,"","Friedenberg (2016b)"
"433","Guatemala",2011,1,1,"Guatemala","Manuel Baldizon","22,68","LIDER - LIDER",NA,NA,"","Friedenberg (2016b)"
"434","Guatemala",2011,1,1,"Guatemala","","16,56","CREO - CREO","",NA,"","Friedenberg (2016b)"
"435","Guatemala",2011,1,1,"Guatemala","","8,69","UCN - UCN","",NA,"","Friedenberg (2016b)"
"436","Guatemala",2011,1,1,"Guatemala","","6,23","VIVA-EG - VIVA-EG","",NA,"","Friedenberg (2016b)"
"437","Guatemala",2011,1,1,"Guatemala","","3,26","WINAQ-URNG-MAIZ-ANN - WINAQ-URNG-MAIZ-ANN","",NA,"","Friedenberg (2016b)"
"438","Guatemala",2011,1,1,"Guatemala","","2,76","PAN - PAN","",NA,"","Friedenberg (2016b)"
"439","Guatemala",2011,1,1,"Guatemala","","2,19","PU - PU","",NA,"","Friedenberg (2016b)"
"440","Guatemala",2011,1,1,"Guatemala","","1,05","CASA - CASA","",NA,"","Friedenberg (2016b)"
"441","Guatemala",2011,1,1,"Guatemala","","0,43","ADN - ADN","",NA,"","Friedenberg (2016b)"
"442","Guatemala",2011,2,1,"Guatemala","Otto Perez Molina","53,74","PP - PP","Desafiante",NA,"","Friedenberg (2016b)"
"443","Guatemala",2011,2,1,"Guatemala","Manuel Baldizon","46,26","LIDER - LIDER",NA,NA,"","Friedenberg (2016b)"
"444","Guatemala",2015,1,1,"Guatemala","Jimmy Morales","23,85","FCN Nación - FCN Nación",NA,NA,"","Friedenberg (2016b)"
"445","Guatemala",2015,1,1,"Guatemala","Sandra Torres","19,76","UNE - NA",NA,NA,"","Friedenberg (2016b)"
"446","Guatemala",2015,1,1,"Guatemala","","19,64","LIDER - ","",NA,"","Friedenberg (2016b)"
"447","Guatemala",2015,1,1,"Guatemala","","6,45","FUERZA - ","",NA,"","Friedenberg (2016b)"
"448","Guatemala",2015,1,1,"Guatemala","","5,89","VIVA - ","",NA,"","Friedenberg (2016b)"
"449","Guatemala",2015,1,1,"Guatemala","","5,33","TODOS - ","",NA,"","Friedenberg (2016b)"
"450","Guatemala",2015,1,1,"Guatemala","","4,63","PP - ","",NA,"","Friedenberg (2016b)"
"451","Guatemala",2015,1,1,"Guatemala","","3,45","CRE-UNIONISTA - ","",NA,"","Friedenberg (2016b)"
"452","Guatemala",2015,1,1,"Guatemala","","3,45","UCN - ","",NA,"","Friedenberg (2016b)"
"453","Guatemala",2015,1,1,"Guatemala","","3,1","PAN - ","",NA,"","Friedenberg (2016b)"
"454","Guatemala",2015,1,1,"Guatemala","","2,11","WINAQ-URNG-MAIZ - ","",NA,"","Friedenberg (2016b)"
"455","Guatemala",2015,1,1,"Guatemala","","0,91","EG - ","",NA,"","Friedenberg (2016b)"
"456","Guatemala",2015,1,1,"Guatemala","","0,86","PRI - ","",NA,"","Friedenberg (2016b)"
"457","Guatemala",2015,1,1,"Guatemala","","0,58","MNR - ","",NA,"","Friedenberg (2016b)"
"458","Guatemala",2015,2,1,"Guatemala","Jimmy Morales","67,44","FCN Nación - FCN Nación","Desafiante",NA,"","Friedenberg (2016b)"
"459","Guatemala",2015,2,1,"Guatemala","Sandra Torres","32,56","UNE - NA",NA,NA,"","Friedenberg (2016b)"
"460","Guatemala",2019,1,1,"Guatemala",NA,"25,53","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231067","Freidenberg (2024)"
"461","Guatemala",2019,1,1,"Guatemala",NA,"13,96","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231067","Freidenberg (2024)"
"462","Guatemala",2019,2,0,"Guatemala","Alejandro Giammattei","57,95","Vamos - NA","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231067","Freidenberg (2024)"
"463","Guatemala",2019,2,0,"Guatemala",NA,"42,05","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231067","Freidenberg (2024)"
"464","Guatemala",2023,1,1,"Guatemala",NA,"21,1","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231067","Freidenberg (2024)"
"465","Guatemala",2023,1,1,"Guatemala",NA,"15,51","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231067","Freidenberg (2024)"
"466","Guatemala",2023,2,1,"Guatemala","Bernardo Arévalo","60,9","Movimiento Semilla - NA","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231067","Freidenberg (2024)"
"467","Guatemala",2023,2,1,"Guatemala",NA,"39,1","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231067","Freidenberg (2024)"
"468","Honduras",1981,1,0,"Honduras","Roberto Suazo Córdova","53,93","Partido Liberal PL - PLH","-",NA,"","Friedenberg (2016b)"
"469","Honduras",1981,1,0,"Honduras",NA,"41,62","PN - PNH",NA,NA,"","Friedenberg (2016b)"
"470","Honduras",1981,1,0,"Honduras","","2,49"," - PINU","",NA,"","Friedenberg (2016b)"
"471","Honduras",1981,1,0,"Honduras","","1,62"," - PDCH","",NA,"","Friedenberg (2016b)"
"472","Honduras",1985,1,0,"Honduras","José Azcona del Hoyo","51,01","Partido Liberal PL - PLH","Incumbente",NA,"","Friedenberg (2016b)"
"473","Honduras",1985,1,0,"Honduras",NA,"45,48","NA - PNH","Desafiante",NA,"","Friedenberg (2016b)"
"474","Honduras",1985,1,0,"Honduras","","1,54"," - PINU","Desafiante",NA,"","Friedenberg (2016b)"
"475","Honduras",1985,1,0,"Honduras","","1,96"," - PDCH","Desafiante",NA,"","Friedenberg (2016b)"
"476","Honduras",1989,1,0,"Honduras","Rafael Leonardo Callejas","52,31","Partido Nacional PN - PNH","Desafiante",NA,"","Friedenberg (2016b)"
"477","Honduras",1989,1,0,"Honduras",NA,"44,31","NA - PLH","Incumbente",NA,"","Friedenberg (2016b)"
"478","Honduras",1989,1,0,"Honduras","","1,94"," - PINU","Desafiante",NA,"","Friedenberg (2016b)"
"479","Honduras",1989,1,0,"Honduras","","1,45"," - PDCH","Desafiante",NA,"","Friedenberg (2016b)"
"480","Honduras",1993,1,1,"Honduras","Carlos Roberto Reina","53,01","Partido Liberal PL - PLH","Desafiante",NA,"","Friedenberg (2016b)"
"481","Honduras",1993,1,1,"Honduras","","42,97"," - PNH","Incumbente",NA,"","Friedenberg (2016b)"
"482","Honduras",1993,1,1,"Honduras","","2,83"," - PINU","Desafiante",NA,"","Friedenberg (2016b)"
"483","Honduras",1993,1,1,"Honduras","","1,19"," - PDCH","Desafiante",NA,"","Friedenberg (2016b)"
"484","Honduras",1997,1,0,"Honduras","Carlos Flores","52,65","Partido Liberal PL - PLH","Incumbente",NA,"","Friedenberg (2016b)"
"485","Honduras",1997,1,0,"Honduras",NA,"42,76","NA - PNH","Desafiante",NA,"","Friedenberg (2016b)"
"486","Honduras",1997,1,0,"Honduras","","2,1"," - PINU","Desafiante",NA,"","Friedenberg (2016b)"
"487","Honduras",1997,1,0,"Honduras","","1,25"," - PDCH","Desafiante",NA,"","Friedenberg (2016b)"
"488","Honduras",1997,1,0,"Honduras","","1,23"," - PUD","Desafiante",NA,"","Friedenberg (2016b)"
"489","Honduras",2001,1,0,"Honduras","Ricardo Maduro","52,21","Partido Nacional PN - PNH","Desafiante",NA,"","Friedenberg (2016b)"
"490","Honduras",2001,1,0,"Honduras",NA,"44,26","NA - PLH","Incumbente",NA,"","Friedenberg (2016b)"
"491","Honduras",2001,1,0,"Honduras","","1,45"," - PINU","Desafiante",NA,"","Friedenberg (2016b)"
"492","Honduras",2001,1,0,"Honduras","","0,97"," - PDCH","Desafiante",NA,"","Friedenberg (2016b)"
"493","Honduras",2001,1,0,"Honduras","","1,11"," - PUD","Desafiante",NA,"","Friedenberg (2016b)"
"494","Honduras",2005,1,0,"Honduras","Manuel Zelaya","49,9","Partido Libre - PLH","Desafiante",NA,"","Friedenberg (2016b)"
"495","Honduras",2005,1,0,"Honduras",NA,"46,22","NA - PNH","Incumbente",NA,"","Friedenberg (2016b)"
"496","Honduras",2005,1,0,"Honduras","","1"," - PINU","Desafiante",NA,"","Friedenberg (2016b)"
"497","Honduras",2005,1,0,"Honduras","","1,39"," - PDCH","Desafiante",NA,"","Friedenberg (2016b)"
"498","Honduras",2005,1,0,"Honduras","","1,49"," - PUD","Desafiante",NA,"","Friedenberg (2016b)"
"499","Honduras",2009,1,0,"Honduras","Porfirio Lobo","56,56","Partido Nacional - PNH","Desafiante",NA,"","Friedenberg (2016b)"
"500","Honduras",2009,1,0,"Honduras",NA,"38,09","NA - PLH","Incumbente",NA,"","Friedenberg (2016b)"
"501","Honduras",2009,1,0,"Honduras","","1,86"," - PINU","Desafiante",NA,"","Friedenberg (2016b)"
"502","Honduras",2009,1,0,"Honduras","","1,79"," - PDCH","Desafiante",NA,"","Friedenberg (2016b)"
"503","Honduras",2009,1,0,"Honduras","","1,68"," - PUD","Desafiante",NA,"","Friedenberg (2016b)"
"504","Honduras",2013,1,1,"Honduras","Juan Orlando Hernández","36,89","Partido Nacional - PNH","Incumbent",NA,"","Friedenberg (2016b)"
"505","Honduras",2013,1,1,"Honduras",NA,"20,3","NA - PLH","Desafiante",NA,"","Friedenberg (2016b)"
"506","Honduras",2013,1,1,"Honduras","","0,14"," - PINU","Desafiante",NA,"","Friedenberg (2016b)"
"507","Honduras",2013,1,1,"Honduras","","0,17"," - PDCH","Desafiante",NA,"","Friedenberg (2016b)"
