"","cat_pais","ncat_eleccion","average_confianza_tv","average_confianza_ppols","median_confianza_tv","median_confianza_ppols","sd_confianza_tv","sd_confianza_ppols","dico_confianza_tv_0","dico_confianza_tv_1","dico_confianza_tv_2","dico_confianza_tv_3","dico_confianza_ppols_0","dico_confianza_ppols_1","dico_confianza_ppols_2","dico_confianza_ppols_3","average_dias_tv","median_dias_tv","sd_dias_tv"
"62","Brasil",2013,1.51555929352397,0.777397260273973,2,1,0.921571886312322,0.883109761850089,189,365,468,167,563,353,201,51,NA,NA,NA
"63","Brasil",2015,1.35847526358475,0.588042588042588,1,0,0.849729680801307,0.702329508968816,215,449,481,88,643,451,114,13,NA,NA,NA
"64","Brasil",2016,NA,0.396972245584525,NA,0,NA,0.607631808097806,0,0,0,0,787,339,56,7,NA,NA,NA
"65","Brasil",2017,NA,0.339797639123103,NA,0,NA,0.616278165750596,0,0,0,0,869,237,74,6,NA,NA,NA
"66","Brasil",2018,NA,0.408094435075885,NA,0,NA,0.670337337725382,0,0,0,0,801,310,51,24,NA,NA,NA
"67","Brasil",2020,1.50254237288136,0.671163575042159,1,1,0.925096502717188,0.755153207282847,172,428,395,185,571,460,129,26,NA,NA,NA
"68","Brasil",2023,1.05996621621622,0.784810126582278,1,1,0.930711286294003,0.840349922228388,371,479,226,108,524,441,171,49,NA,NA,NA
"69","Chile",1995,1.63961038961039,1.0819397993311,2,1,0.803114880803793,0.870708795896486,109,372,605,146,354,444,344,54,2.91561181434599,3,0.870675210487585
"70","Chile",1996,1.57130872483221,0.958297872340426,2,1,0.812341185609945,0.8402951313612,129,371,574,118,408,440,295,32,3.03265666372462,3,0.840553254326473
"71","Chile",1997,1.60880829015544,1.14754098360656,2,1,0.859031109579823,0.892189526847465,132,346,523,157,313,437,334,75,2.85121107266436,3,0.891716718018288
"72","Chile",1998,1.57998289136014,0.883105802047782,2,1,0.886915734585304,0.849466349223628,161,325,527,156,464,416,257,35,NA,NA,NA
"73","Chile",2000,1.45423438836612,0.831146106736658,2,1,0.873801302106493,0.87202644533648,190,369,499,111,510,353,243,37,3.16769095697981,3,0.871825664205298
"74","Chile",2001,1.79793637145314,0.901482127288579,2,1,0.778096803889665,0.864193417074466,72,277,628,186,441,427,230,49,3.09405501330967,3,0.864758084113771
"75","Chile",2002,1.48696383515559,0.587274290627687,2,0,0.824216769036542,0.770526151629744,163,376,558,92,666,329,150,18,3.41176470588235,4,0.769521770180253
