"","cat_pais","ncat_eleccion","average_confianza_tv","average_confianza_ppols","median_confianza_tv","median_confianza_ppols","sd_confianza_tv","sd_confianza_ppols","dico_confianza_tv_0","dico_confianza_tv_1","dico_confianza_tv_2","dico_confianza_tv_3","dico_confianza_ppols_0","dico_confianza_ppols_1","dico_confianza_ppols_2","dico_confianza_ppols_3","average_dias_tv","median_dias_tv","sd_dias_tv"
"167","El Salvador",2006,1.599603567889,0.713557594291539,2,1,0.931290196441076,0.812221496378613,130,330,363,186,472,350,127,32,3.28719275549806,3,0.812980195508733
"168","El Salvador",2007,1.18795430944964,0.939857288481142,1,1,0.876453512072925,0.810298244425324,234,376,291,62,331,400,228,22,3.05497925311203,3,0.812727226528347
"169","El Salvador",2008,1.27703398558187,1.22268470343392,1,1,0.890081577333059,0.815440495392636,204,377,307,83,191,410,315,45,NA,NA,NA
"170","El Salvador",2009,1.35971223021583,1.27708333333333,1,1,0.821584286697733,0.820930468131818,147,398,359,69,172,405,328,55,2.70939226519337,3,0.820485884096767
"171","El Salvador",2010,1.27618069815195,0.879109225874867,1,1,0.768540876817418,0.72725121000377,151,442,342,39,294,488,142,19,3.11842105263158,3,0.732805479522806
"172","El Salvador",2011,1.28931451612903,1.02834008097166,1,1,0.814826493061636,0.859541168883649,164,440,325,63,298,417,220,53,2.9746835443038,3,0.855686244706817
"173","El Salvador",2013,1.18259023354565,0.801906779661017,1,1,0.882342115477989,0.8774037232242,215,421,225,81,428,322,147,47,NA,NA,NA
"174","El Salvador",2015,1.14678899082569,0.635149023638232,1,0,0.972511153769048,0.808569014510139,280,399,180,122,524,316,97,36,NA,NA,NA
"175","El Salvador",2016,NA,0.486081370449679,NA,0,NA,0.727148520498883,0,0,0,0,587,263,61,23,NA,NA,NA
"176","El Salvador",2017,NA,0.466598150051387,NA,0,NA,0.683554947409688,0,0,0,0,610,287,61,15,NA,NA,NA
"177","El Salvador",2018,NA,0.396744659206511,NA,0,NA,0.656527294560177,0,0,0,0,670,253,43,17,NA,NA,NA
"178","El Salvador",2020,1.30237358101135,0.534102833158447,1,0,0.950426470588615,0.759492904909263,206,393,241,129,572,281,72,28,NA,NA,NA
"179","El Salvador",2023,1.32781799379524,0.958817317845829,1,1,0.933105023817249,0.924984358130696,176,436,217,138,343,382,140,82,NA,NA,NA
"180","Guatemala",1996,1.61143523920653,1.20430107526882,2,1,0.759371308041312,0.632138199687084,62,292,420,83,73,546,192,26,2.79341317365269,3,0.621323993737173
"181","Guatemala",1997,1.51545117428925,0.888190954773869,2,1,1.15508821633954,0.940392661848741,217,179,192,221,364,194,201,37,3.1025641025641,3,0.933307728534258
"182","Guatemala",1998,1.14678899082569,0.891946992864424,1,1,0.914097293821917,0.807203778512291,253,426,207,95,339,448,155,39,NA,NA,NA
"183","Guatemala",2000,1.20539906103286,0.834363411619283,1,1,0.958023305418061,0.860149579120756,233,299,232,88,342,294,138,35,3.17021276595745,3,0.859016065792986
"184","Guatemala",2001,1.26515930113052,0.61151832460733,1,0,0.875823480996332,0.702550981034946,178,459,236,100,478,385,77,15,3.38848167539267,4,0.702550981034946
"185","Guatemala",2002,1.31578947368421,0.415368639667705,1,0,0.960978100708367,0.688374312046405,208,401,238,141,656,232,57,18,3.57430167597765,4,0.690952183638989
"186","Guatemala",2003,1.19185423365488,0.358613217768147,1,0,0.988484171481844,0.681566258692279,286,279,271,97,682,169,54,18,3.66251728907331,4,0.637748613772123
"187","Guatemala",2004,1.22128556375132,0.587552742616034,1,0,1.0164937417501,0.812867168188093,268,343,198,140,548,284,75,41,3.41119483315393,4,0.814022826063609
"188","Guatemala",2005,1.36676798378926,0.628309572301426,1,0,0.914848212212122,0.720553780895014,195,338,351,103,496,364,113,9,3.37368421052632,4,0.721739866899593
"189","Guatemala",2006,1.92727272727273,0.706611570247934,2,1,0.833307901686272,0.785518940671374,55,217,463,255,461,351,135,21,3.28686327077748,3,0.774259776440862
"190","Guatemala",2007,1.35494155154091,0.882536382536383,1,1,0.921059474241909,0.860587251537856,184,346,304,107,386,336,207,33,3.11978021978022,3,0.858494061047388
"191","Guatemala",2008,1.3139896373057,0.8984375,1,1,0.88078917125942,0.84016346673608,182,386,309,88,343,324,206,23,NA,NA,NA
"192","Guatemala",2009,1.49319371727749,0.852729145211123,1,1,0.854575647854524,0.81603786788346,114,371,355,115,382,373,193,23,3.16317530319735,3,0.813686766244591
"193","Guatemala",2010,1.66426364572606,0.726027397260274,2,1,0.892436690126078,0.789412484686274,90,334,359,188,430,380,108,31,3.27272727272727,3,0.78576347740541
"194","Guatemala",2011,1.28991596638655,0.720257234726688,1,1,0.822899897369515,0.74981194943157,161,417,311,63,408,399,105,21,3.27533039647577,3,0.746300985420154
"195","Guatemala",2013,1.48884381338742,0.698559670781893,1,1,0.907038065760383,0.809748777673968,129,399,305,153,477,343,120,32,NA,NA,NA
"196","Guatemala",2015,1.49380165289256,0.782383419689119,1,1,0.990107642460188,0.878689918668009,157,372,243,196,442,349,116,58,NA,NA,NA
"197","Guatemala",2016,NA,0.53717277486911,NA,0,NA,0.796632302679919,0,0,0,0,588,259,70,38,NA,NA,NA
"198","Guatemala",2017,NA,0.50974358974359,NA,0,NA,0.783333473362514,0,0,0,0,621,245,75,34,NA,NA,NA
"199","Guatemala",2018,NA,0.533333333333333,NA,0,NA,0.807276232310996,0,0,0,0,590,247,67,41,NA,NA,NA
"200","Guatemala",2020,1.25185185185185,0.5041928721174,1,0,1.00003138682696,0.734749265547787,234,388,174,149,586,280,63,25,NA,NA,NA
"201","Guatemala",2023,1.35181451612903,0.628657921291625,1,0,0.919689728463211,0.776775330566753,178,415,271,128,527,329,111,24,NA,NA,NA
"202","Honduras",1996,1.51636747624076,1.18027571580064,1,1,0.853110404137248,0.647839073614251,76,456,265,150,92,625,190,36,2.82539682539683,3,0.619846400739843
"203","Honduras",1997,1.28391167192429,1.38837920489297,1,1,1.04092259107534,1.00561054808721,254,337,196,164,199,382,220,180,2.59704641350211,3,1.00372680938351
"204","Honduras",1998,1.17908787541713,0.914746543778802,1,1,0.934471523920147,0.85087053883859,237,353,220,89,319,339,175,35,NA,NA,NA
"205","Honduras",2000,1.09090909090909,0.76219512195122,1,1,0.908328365819567,0.820858332088857,292,377,239,71,444,362,146,32,3.23364485981308,3,0.822266723133699
"206","Honduras",2001,1.1063829787234,0.697368421052632,1,0,0.983551223559381,0.882403206211915,305,397,160,125,510,336,73,69,3.30173292558614,4,0.884496313501912
"207","Honduras",2002,1.24442190669371,0.820956256358087,1,1,1.03349700599853,0.971324237868225,288,316,235,147,488,262,154,79,3.17446808510638,3,0.968836700221461
"208","Honduras",2003,1.13157894736842,0.485887096774194,1,0,1.04841982551796,0.794660802782006,350,294,208,136,663,212,81,36,3.53,4,0.784661613916975
"209","Honduras",2004,1.1453790238837,0.824008138351984,1,1,1.06036461419048,0.9207681907155,341,281,201,140,453,315,150,65,3.1733746130031,3,0.921995379808322
"210","Honduras",2005,1.18069815195072,0.730496453900709,1,0,1.05656909770675,0.945959731772704,310,339,164,161,523,294,83,87,3.27123848515865,4,0.943659710387796
"211","Honduras",2006,1.95292887029289,0.922051282051282,2,1,1.01035569868596,1.0303783606792,98,217,273,368,449,262,155,109,3.07435508345979,3,1.01160184818734
"212","Honduras",2007,1.40173724212812,0.852642276422764,1,1,0.983205284202264,0.929691714335603,188,321,266,146,443,308,168,65,3.15491452991453,3,0.924148628670852
"213","Honduras",2008,1.59565667011375,0.820378151260504,2,1,0.998395067175271,0.887039917247397,169,249,353,196,424,326,151,51,NA,NA,NA
"214","Honduras",2009,1.24276859504132,0.724066390041494,1,1,0.96684937007315,0.865036604938021,256,328,277,107,479,323,111,51,3.26355748373102,3,0.867406890592471
"215","Honduras",2010,1.42827657378741,0.898760330578512,1,1,0.930023338971245,0.909605476257217,174,332,337,126,396,332,182,58,3.08768035516093,3,0.910478050221901
"216","Honduras",2011,1.36979166666667,0.726251276813075,1,1,0.910902541080297,0.773166636923661,185,336,338,101,448,366,150,15,3.26054852320675,3,0.774899601609379
"217","Honduras",2013,1.42624618514751,0.660550458715596,1,0,0.999186455438812,0.902357062428496,217,283,330,153,571,223,136,51,NA,NA,NA
"218","Honduras",2015,1.35234215885947,0.671414038657172,1,0,1.01772748237125,0.868588957138296,242,306,280,154,537,280,118,48,NA,NA,NA
"219","Honduras",2016,NA,0.528925619834711,NA,0,NA,0.830637538531962,0,0,0,0,631,200,99,38,NA,NA,NA
"220","Honduras",2017,NA,0.602655771195097,NA,0,NA,0.9247964983657,0,0,0,0,621,195,94,69,NA,NA,NA
"221","Honduras",2018,NA,0.531722054380665,NA,0,NA,0.810248589944509,0,0,0,0,629,238,88,38,NA,NA,NA
"222","Honduras",2020,1.35926305015353,0.421428571428571,1,0,1.01469665043995,0.741964099690697,218,362,225,172,685,209,54,32,NA,NA,NA
"223","Honduras",2023,1.23681489141675,0.561658031088083,1,0,0.984754065347795,0.801697723448449,252,363,223,129,581,259,92,33,NA,NA,NA
"224","Mexico",1995,1.34345991561181,1.21776259607173,1,1,0.839890102178951,0.836900334109283,211,429,472,73,262,440,421,48,2.75903614457831,3,0.840057831640954
"225","Mexico",1996,1.19920053297801,0.834231805929919,1,1,0.870800030868003,0.763823395517991,351,598,454,98,547,665,243,29,3.16214177978884,3,0.760406801427305
"226","Mexico",1997,1.03193430656934,1.14808043875686,1,1,0.811944112203871,0.833872879331782,298,511,241,46,246,505,278,65,2.85253456221198,3,0.834233816650402
"227","Mexico",1998,1.28644501278772,1.17194183062447,1,1,0.897357932562325,0.849274313533104,245,454,367,107,269,499,332,69,NA,NA,NA
"228","Mexico",2000,1.21190893169877,1.11333914559721,1,1,0.872562606724926,0.877916933597365,264,447,356,75,324,429,334,60,2.88471615720524,3,0.877447890963246
"229","Mexico",2001,1.53220611916264,0.921837228041902,2,1,0.869026405710618,0.7336487530411,154,433,495,160,370,614,241,16,3.07766990291262,3,0.734650589959778
"230","Mexico",2002,1.24212271973466,0.685232067510549,1,1,0.92601863429871,0.759840600049984,292,444,356,114,569,438,160,18,3.3038961038961,3,0.763289235567916
"231","Mexico",2003,1.05083333333333,0.523411371237458,1,0,0.854707401887486,0.706422705609251,360,468,323,49,709,358,119,10,3.47005444646098,4,0.708397660208794
"232","Mexico",2004,1.09866220735786,0.816101694915254,1,1,0.856360821937087,0.730467490518575,312,527,284,73,416,592,145,27,3.18407534246575,3,0.730897138255031
"233","Mexico",2005,1.08117154811715,0.774436090225564,1,1,0.915676956118822,0.81535111768968,366,456,283,90,536,422,212,27,3.22556390977444,3,0.81535111768968
"234","Mexico",2006,1.84356602186712,1.01015228426396,2,1,0.916048129270952,0.889242403005497,104,294,475,316,397,440,281,64,2.98858230256898,3,0.885794229373428
"235","Mexico",2007,1.51648351648352,0.910699241786015,2,1,0.879080320181514,0.823625698618239,164,389,485,145,424,481,246,36,3.08695652173913,3,0.8226374978605
"236","Mexico",2008,1.4178601516428,0.750844594594595,1,1,0.874378297460618,0.782035813132826,197,409,469,112,523,456,182,23,NA,NA,NA
"237","Mexico",2009,1.42078364565588,0.797608881298036,1,1,0.859296922624964,0.814942347532264,176,442,442,114,496,451,189,35,3.20069808027923,3,0.815697221812829
"238","Mexico",2010,1.45868465430017,0.844387755102041,1,1,0.825989011104102,0.779810647602201,150,449,480,107,435,517,196,28,3.15726495726496,3,0.77991425899263
"239","Mexico",2011,1.23539373412362,0.73998294970162,1,1,0.90411514093195,0.812495628583144,285,424,381,91,547,416,178,32,3.26315789473684,3,0.809452384294332
"240","Mexico",2013,1.20418410041841,0.828402366863905,1,1,0.921626938617165,0.858009777766127,298,467,318,112,513,401,228,41,NA,NA,NA
"241","Mexico",2015,1.14177215189873,0.687183811129848,1,1,0.939999945407296,0.785386138967326,343,439,295,108,585,411,166,24,NA,NA,NA
"242","Mexico",2016,NA,0.82916307161346,NA,1,NA,0.831262169612095,0,0,0,0,483,424,219,33,NA,NA,NA
"243","Mexico",2017,NA,0.476595744680851,NA,0,NA,0.699906530008462,0,0,0,0,738,332,87,18,NA,NA,NA
"244","Mexico",2018,NA,0.538527397260274,NA,0,NA,0.737225551811969,0,0,0,0,691,345,112,20,NA,NA,NA
"245","Mexico",2020,1.18391787852866,0.670864819479429,1,1,0.825252999872303,0.735063599395487,254,502,357,56,565,470,139,17,NA,NA,NA
"246","Mexico",2023,1.16930775646372,0.90848026868178,1,1,0.881374005797224,0.87592656789336,312,441,377,69,460,436,239,56,NA,NA,NA
"247","Nicaragua",1996,1.84927234927235,1.35368421052632,2,1,0.848052485616635,0.71794850667234,43,300,378,241,74,528,286,62,2.63177805800757,3,0.72516037318732
"248","Nicaragua",1997,1.358841778697,1.06652806652807,1,1,1.03383840397836,1.01381826540956,256,257,305,149,353,303,195,111,2.93319415448852,3,1.01489658294448
"249","Nicaragua",1998,1.55427974947808,0.689507494646681,2,0,0.976568455781103,0.842314204515864,169,258,362,169,485,290,123,36,NA,NA,NA
"250","Nicaragua",2000,1.08401639344262,0.450515463917526,1,0,1.02837220426274,0.76300201614675,381,229,269,97,663,209,66,32,3.55104166666667,4,0.759712199454046
"251","Nicaragua",2001,1.71184738955823,0.763052208835341,2,1,1.04679467723362,0.858934902725896,159,253,300,284,469,338,145,44,3.23991935483871,3,0.856446553993307
"252","Nicaragua",2002,1.5523613963039,0.654233870967742,1,0,1.07805807713011,0.907643413926156,190,311,218,255,573,255,98,66,3.34900731452456,4,0.909866626018943
"253","Nicaragua",2003,1.24198552223371,0.397565922920892,1,0,1.03828144149698,0.712580324595066,286,307,228,146,700,206,54,26,3.56388888888889,4,0.744998260175799
"254","Nicaragua",2004,1.32150313152401,0.590113285272915,1,0,1.08132095166636,0.779151724527148,282,259,244,173,543,315,81,32,3.40988671472709,4,0.779151724527148
"255","Nicaragua",2005,1.33435582822086,0.396744659206511,1,0,1.09603623994606,0.724371757374157,280,289,211,198,701,206,44,32,3.60515463917526,4,0.723891435169236
"256","Nicaragua",2006,1.8959595959596,0.708717948717949,2,0,0.970903198893524,0.87238956305589,103,214,356,317,509,286,135,45,3.23407202216066,3,0.880865974946301
"257","Nicaragua",2007,1.59076600209864,0.861082737487232,2,1,0.952880827075262,0.92627365047301,144,275,361,173,430,322,160,67,3.14375655823715,3,0.920874488204987
"258","Nicaragua",2008,1.55590386624869,0.865968586387435,2,1,1.00222510977572,0.915075221763733,173,268,327,189,412,319,164,60,NA,NA,NA
"259","Nicaragua",2009,1.51024590163934,0.675818373812038,2,0,1.00046017154856,0.833670556633853,184,292,318,182,491,313,102,41,3.32418162618796,4,0.833670556633853
"260","Nicaragua",2010,1.63246073298429,0.734042553191489,2,1,0.948348292305827,0.823969093722498,137,258,379,181,448,323,140,29,3.25412541254125,3,0.826526774208463
"261","Nicaragua",2011,1.5010775862069,0.87117903930131,2,1,0.950783996271561,0.907045360465882,152,310,315,151,380,337,136,63,3.10774818401937,3,0.908819021636105
"262","Nicaragua",2013,1.63900414937759,0.964021164021164,2,1,0.947409127030497,0.951569132071302,125,294,349,196,370,314,186,75,NA,NA,NA
"263","Nicaragua",2015,1.64241164241164,0.95213319458897,2,1,1.02871853089465,0.949669968413969,144,310,254,254,371,351,153,86,NA,NA,NA
"264","Nicaragua",2016,NA,0.767687434002112,NA,1,NA,0.882584157107305,0,0,0,0,462,285,158,42,NA,NA,NA
"265","Nicaragua",2017,NA,0.864583333333333,NA,1,NA,0.961400955382704,0,0,0,0,435,302,141,82,NA,NA,NA
"266","Nicaragua",2018,NA,0.448093220338983,NA,0,NA,0.794637760565167,0,0,0,0,664,175,67,38,NA,NA,NA
"267","Nicaragua",2020,1.49115044247788,0.821428571428571,1,0,1.0544055147445,1.04823798495597,186,291,224,203,481,199,111,105,NA,NA,NA
"268","Panama",1996,1.46579804560261,0.905405405405405,2,1,0.951641966856828,0.720182594639204,177,263,356,125,261,465,147,15,3.08124253285544,3,0.719246272619352
"269","Panama",1997,1.66495375128469,0.996935648621042,2,1,0.987980712249258,0.916219898718441,168,188,419,198,351,341,226,61,2.99271592091571,3,0.916827075801835
"270","Panama",1998,1.39253279515641,0.719066937119676,1,0,0.958905490694994,0.850906677723871,218,285,369,119,497,306,146,37,NA,NA,NA
"271","Panama",2000,1.46090534979424,0.919957310565635,2,1,0.939747321963281,0.900496538177511,181,289,375,127,382,286,231,38,3.0896174863388,3,0.901403820137603
"272","Panama",2001,1.52213279678068,0.927845528455285,2,1,0.950969759167336,0.919925818872481,161,317,352,164,392,333,197,62,3.07040816326531,3,0.920841333080567
"273","Panama",2002,1.60744680851064,0.705521472392638,2,0,1.02479789552239,0.85198917348701,187,189,370,194,499,310,127,42,3.27821229050279,4,0.862936262370316
"274","Panama",2003,1.25231719876416,0.602910602910603,1,0,0.932341186997517,0.790363297378969,233,357,284,97,549,264,131,18,3.40877914951989,4,0.796785965996274
"275","Panama",2004,1.481,1.01314459049545,2,1,0.979079975077418,0.888995430146531,204,261,385,150,336,352,253,48,2.97933884297521,3,0.890944200623192
"276","Panama",2005,1.50151362260343,0.529529529529529,2,0,0.926461569610824,0.77723037317442,177,264,426,124,622,250,102,25,3.47609147609148,4,0.774160015369284
"277","Panama",2006,1.97784491440081,0.850401606425703,2,1,0.740199806910281,0.90820372681709,39,166,566,222,440,321,179,56,3.16075388026608,3,0.898692284216787
"278","Panama",2007,1.62836438923395,0.663254861821904,2,1,0.869508118787453,0.746721556903558,123,242,472,129,476,370,115,16,3.33855799373041,3,0.748993194543262
"279","Panama",2008,1.51536885245902,0.689583333333333,2,1,0.972319176894625,0.785355955197558,181,269,368,158,472,333,136,19,NA,NA,NA
"280","Panama",2009,1.70438328236493,1.06666666666667,2,1,0.859681450190632,0.868720328235507,89,283,438,171,290,358,270,42,2.94176931690929,3,0.873739966858158
"281","Panama",2010,1.64862104187947,1.04253112033195,2,1,0.921857752672343,0.894924087039939,126,270,405,178,309,362,236,57,2.9538784067086,3,0.895348039098601
"282","Panama",2011,1.50520833333333,0.964930924548353,2,1,0.839567616964225,0.851683389697918,119,336,406,99,311,399,184,47,3.04545454545455,3,0.840918294391792
"283","Panama",2013,1.63902932254803,0.889698231009365,2,1,0.848989318248258,0.869810810659776,97,308,439,145,391,316,223,31,NA,NA,NA
"284","Panama",2015,1.47609359104781,0.879714576962283,2,1,0.940808357731378,0.870025990745684,173,308,363,139,407,315,229,30,NA,NA,NA
"285","Panama",2016,NA,0.562757201646091,NA,0,NA,0.736828600076307,0,0,0,0,555,301,102,14,NA,NA,NA
"286","Panama",2017,NA,0.489539748953975,NA,0,NA,0.737120048538658,0,0,0,0,608,248,80,20,NA,NA,NA
"287","Panama",2018,NA,0.529111338100102,NA,0,NA,0.745758508794786,0,0,0,0,591,278,90,20,NA,NA,NA
"288","Panama",2020,1.5262076053443,0.589690721649485,2,0,0.97741034029551,0.787346333536539,163,315,315,180,550,299,90,31,NA,NA,NA
"289","Panama",2023,1.40182186234818,0.499494438827098,1,0,0.963086014526043,0.748311018077867,190,360,289,149,625,257,84,23,NA,NA,NA
"290","Paraguay",1995,1.75596330275229,0.934086629001883,2,1,0.829758025573587,0.836313825739337,44,138,270,93,181,227,100,23,3.07251908396947,3,0.837966530324963
"291","Paraguay",1996,1.723259762309,1.18493150684932,2,1,0.836956079090865,0.901711158946459,53,151,291,94,153,210,181,40,2.81834862385321,3,0.910535267755307
"292","Paraguay",1997,1.52717391304348,1.01834862385321,2,1,0.91923624032407,0.824505771928781,83,176,212,81,163,226,139,17,2.97574626865672,3,0.825623187446672
"293","Paraguay",1998,1.44367417677643,0.915110356536503,2,1,0.991648643695845,0.893814265875386,124,161,204,88,231,208,119,31,NA,NA,NA
"294","Paraguay",2000,1.24625623960067,0.617056856187291,1,0,0.989574046866547,0.846023331533462,178,157,206,60,346,161,65,26,3.38513513513514,4,0.84319630902213
"295","Paraguay",2001,1.61705685618729,0.646362098138748,2,0,0.882840341618324,0.820386100204332,67,190,246,95,318,186,65,22,3.35201401050788,4,0.825307155886672
"296","Paraguay",2002,1.50252951096121,0.37248322147651,2,0,0.957056126151431,0.655049840726379,102,186,210,95,425,127,37,7,3.62794612794613,4,0.655468749891615
"297","Paraguay",2003,1.34738617200675,0.445193929173693,1,0,0.891436784913912,0.76501722589039,121,192,233,47,414,109,55,15,3.56586270871985,4,0.752210959000849
"298","Paraguay",2004,1.4006908462867,0.689303904923599,2,0,0.896976586067957,0.799811430370554,112,174,242,51,298,186,95,10,3.30952380952381,4,0.799985803394762
"299","Paraguay",2005,1.65106382978723,0.629787234042553,2,0,0.984088129447023,0.860825169083631,195,260,480,240,685,288,154,48,3.37389770723104,4,0.854595268753077
"300","Paraguay",2006,2.10463121783877,0.595942519019442,2,0,0.819941896519739,0.792765791866712,52,181,526,407,674,346,130,33,3.43564356435644,4,0.7607418334303
"301","Paraguay",2007,1.46233766233766,0.491942324003393,2,0,0.819557140584213,0.736320321847124,165,370,541,79,752,293,115,19,3.50690846286701,4,0.736412343330647
"302","Paraguay",2008,1.81594571670908,0.819503849443969,2,1,0.817393794353387,0.876302998628151,89,255,619,216,519,396,200,54,NA,NA,NA
"303","Paraguay",2009,1.87080536912752,0.860386879730866,2,1,0.781881316861534,0.82000668369788,68,247,648,229,475,424,271,19,3.14297800338409,3,0.819345227846392
"304","Paraguay",2010,1.77721518987342,0.793162393162393,2,1,0.841885357099648,0.851680419720675,110,251,617,207,536,374,226,34,3.20420683610868,3,0.852972000932199
"305","Paraguay",2011,1.72175379426644,0.896697713801863,2,1,0.838009874823708,0.827184893706434,101,324,565,196,436,466,244,35,3.11498257839721,3,0.82296076980698
"306","Paraguay",2013,1.85472972972973,0.967823878069433,2,1,0.829003778139968,0.848117210562952,79,268,583,254,403,454,283,41,NA,NA,NA
"307","Paraguay",2015,1.72006890611542,0.888135593220339,2,1,0.874949453952622,0.819210556448925,117,301,533,210,441,458,253,28,NA,NA,NA
"308","Paraguay",2016,NA,0.682313495389774,NA,1,NA,0.763358008157416,0,0,0,0,576,441,155,21,NA,NA,NA
"309","Paraguay",2017,NA,0.574137931034483,NA,0,NA,0.748668151897836,0,0,0,0,660,351,132,17,NA,NA,NA
"310","Paraguay",2018,NA,0.899317406143345,NA,1,NA,0.785282781489753,0,0,0,0,401,513,233,25,NA,NA,NA
"311","Paraguay",2020,1.31538461538462,0.505059021922428,1,0,0.866949992747934,0.681565364968352,222,448,409,91,704,375,97,10,NA,NA,NA
"312","Paraguay",2023,1.28389830508475,0.563189143341815,1,0,0.948144059064933,0.801125274399088,276,427,343,134,709,315,116,39,NA,NA,NA
"313","Peru",1995,1.61583333333333,0.81986531986532,2,1,0.8369586142639,0.841955429711218,124,367,555,154,506,431,210,41,3.17903930131004,3,0.844716685669499
"314","Peru",1996,1.55383290267011,0.819158460161146,2,1,0.887113414387048,0.819492592022907,155,366,482,158,459,436,187,35,3.17784256559767,3,0.817164363979727
"315","Peru",1997,1.42565597667638,0.839373163565132,1,1,0.945788680327866,0.837630410580991,199,328,367,135,417,387,181,36,3.1491935483871,3,0.84040218786905
"316","Peru",1998,1.26750972762646,0.714146341463415,1,1,0.930618845783432,0.788865927277578,245,362,322,99,487,364,154,20,NA,NA,NA
"317","Peru",2000,1.17976424361493,0.786934673366834,1,1,0.903452975900891,0.792844096479061,268,371,307,72,425,373,181,16,3.21095334685598,3,0.793451436180955
"318","Peru",2001,1.49408284023669,0.953629032258065,2,1,0.857844872522043,0.790883305622187,131,366,402,115,310,442,216,24,3.0441478439425,3,0.789903946903992
"319","Peru",2002,1.37448218724109,0.64535379369139,1,0,0.936957273028914,0.75748099367657,239,426,393,149,598,413,142,20,3.35483870967742,4,0.758074996843203
"320","Peru",2003,1.11483654652137,0.446127946127946,1,0,0.850023387521998,0.660315839615662,307,505,318,63,764,324,94,6,3.55136663524976,4,0.660510464672852
"321","Peru",2004,1.10327455919395,0.578859060402685,1,0,0.85025810674366,0.704183998359125,322,477,339,53,647,405,135,5,3.42194092827004,4,0.70413207060816
"322","Peru",2005,1.31212892281595,0.700680272108844,1,1,0.874626554507903,0.750965027818356,217,484,371,107,538,474,142,22,3.29708904109589,3,0.751981160963251
"323","Peru",2006,1.62257792754844,0.800675675675676,2,1,0.779649957961365,0.782824642245457,93,390,576,128,489,457,223,15,3.2001982160555,3,0.771233782956248
"324","Peru",2007,1.33419023136247,0.693947144075021,1,1,0.839456763903698,0.73499032098926,183,509,377,98,537,472,150,14,3.30756013745704,3,0.732428715679202
"325","Peru",2008,1.30853761622992,0.547476475620188,1,0,0.835133640822777,0.712903968394988,209,477,420,77,670,369,119,11,NA,NA,NA
"326","Peru",2009,1.38200339558574,0.62107051826678,1,1,0.821389125290589,0.693137799776298,170,476,444,88,585,458,129,5,3.37326388888889,3,0.69595862531296
"327","Peru",2010,1.42447257383966,0.700593723494487,1,1,0.769723919090788,0.710884085977254,134,486,493,72,519,502,150,8,3.29759862778731,3,0.711483535112593
"328","Peru",2011,1.38978723404255,0.77008547008547,1,1,0.879192291747122,0.705079330151949,204,419,442,110,451,542,172,5,3.2258064516129,3,0.703094710498107
"329","Peru",2013,1.36686390532544,0.624047417442845,1,0,0.861265087436216,0.716084606629256,200,450,432,101,601,430,143,7,NA,NA,NA
"330","Peru",2015,1.33587140439932,0.721325403568394,1,1,0.872798574575538,0.754011230479456,211,470,394,107,530,459,174,14,NA,NA,NA
"331","Peru",2016,NA,0.701198630136986,NA,1,NA,0.795616914184797,0,0,0,0,574,391,181,22,NA,NA,NA
"332","Peru",2017,NA,0.595726495726496,NA,0,NA,0.731649549207797,0,0,0,0,624,416,109,21,NA,NA,NA
"333","Peru",2018,NA,0.494037478705281,NA,0,NA,0.643319835860336,0,0,0,0,685,403,81,5,NA,NA,NA
"334","Peru",2020,1.17091836734694,0.421186440677966,1,0,0.920058003797432,0.661346673369937,314,447,315,100,783,311,72,14,NA,NA,NA
"335","Peru",2023,0.883193277310924,0.436454849498328,1,0,0.867487631150249,0.691956518189061,472,438,227,53,790,313,70,23,NA,NA,NA
"336","Repubilca Dominicana",2004,1.54759467758444,0.981651376146789,2,1,1.03822281136431,0.950654835948832,210,217,355,195,391,278,251,61,3.01834862385321,3,0.950654835948832
"337","Repubilca Dominicana",2005,1.58680203045685,0.911764705882353,2,1,1.00952195601219,0.982756678816347,184,237,366,198,451,243,220,72,3.08620689655172,3,0.983742413003103
"338","Repubilca Dominicana",2006,1.98983739837398,1.05471124620061,2,1,0.838966067880988,0.861060712383813,63,162,481,278,291,400,247,49,2.94410692588092,3,0.858214152255731
"339","Repubilca Dominicana",2007,1.71151885830785,1.0081053698075,2,1,0.797547156114066,0.91302006327614,77,263,507,134,347,345,235,60,3,3,0.905882434997235
"340","Repubilca Dominicana",2008,1.67102615694165,1.08113590263692,2,1,0.793621064538026,0.776239227208275,66,332,459,137,225,491,235,35,NA,NA,NA
"341","Repubilca Dominicana",2009,1.64765784114053,0.99390243902439,2,1,0.86622525399408,0.886179298086003,101,299,427,155,338,365,230,51,3.00625,3,0.885500453517894
"342","Repubilca Dominicana",2010,1.69727547931382,0.835365853658537,2,1,0.963570089284524,0.856623566796366,138,241,395,217,418,347,182,37,3.16547497446374,3,0.857537883127532
"343","Repubilca Dominicana",2011,1.50356052899288,0.838085539714868,2,1,0.908063862152871,0.840644139715362,158,296,405,124,411,347,196,28,3.15634837355719,3,0.843726286526388
"344","Repubilca Dominicana",2013,1.61515151515152,0.904123711340206,2,1,0.980277053382356,1.01286029156633,178,205,427,180,474,189,233,74,NA,NA,NA
"345","Repubilca Dominicana",2015,1.4894472361809,0.890562248995984,2,1,1.10269433879419,1.00704617327913,265,193,322,215,486,212,219,79,NA,NA,NA
"346","Repubilca Dominicana",2016,NA,0.847336065573771,NA,1,NA,0.94909029251929,0,0,0,0,474,228,223,51,NA,NA,NA
